P26436	Q9NRM0
P43405	Q03135
P43405	Q13387
P45973	Q8WUI4
P46777	Q01085
P46940	Q05639
P46940	Q9UQM7
P47897	P62277
P47914	P60660
P48023	Q8TCN5
P48050	Q9Y698
P48201	Q9BVK8
P48643	P62879
P49116	Q9Y466
P50502	P78352
P50570	P67775
P50995	Q9NRY6
P51451	Q9H3Y6
P51610	Q9UBB5
P51617	Q01201
P51681	P52333
P51793	P51795
P51843	Q92793
P51991	P62310
P52272	Q9Y230
P52333	Q99759
P52564	Q6ZN16
P52732	Q9BWT6
P52907	P61077
P53041	P63104
P53618	Q04900
P54132	Q9NUX5
P54136	P62888
P54253	Q92793
P56192	Q96P70
P56524	Q15080
P0DP23	P58107
P0DP24	P58107
P0DP25	P58107
P60201	Q13536
P60228	P62910
P60709	Q96GM5
P60866	Q13233
P60880	Q99689
P60880	Q9UL42
P60880	Q9UM19
P61513	P61978
P61978	P84077
P61981	Q9UHD2
P62136	P63261
P62263	Q99623
P62269	Q02156
P62273	Q9UBK9
P62308	Q01081
P62837	Q04323
P62888	Q01085
P62913	P63165
P62995	Q13427
P63104	P68133
P63104	Q01484
P63165	Q9UNS2
P63279	Q96T88
P67809	Q15121
P67870	Q92769
P68104	Q92993
P68363	Q04206
P68400	Q15831
P78371	Q9UBT2
P84103	Q9H0H5
P84550	Q15797
P85299	Q8TB45
Q00325	Q13200
Q00325	Q15758
Q00403	Q13526
Q00610	Q92985
Q00987	Q05516
Q01826	Q15583
Q02156	Q10567
Q03001	Q9C040
Q03181	Q05516
Q04206	Q96GM5
Q04206	Q9H4B7
Q05513	Q13547
Q05513	Q99558
Q05516	Q06413
Q06124	Q07666
Q07666	Q14449
Q07666	Q8TB24
Q07666	Q8WV28
Q07812	Q9UMX3
Q08380	Q9Y230
Q08881	Q8WV41
Q09472	Q6ZNA4
Q12788	Q96ST3
Q12802	Q96F86
Q12913	Q96RT1
Q13185	Q15185
Q13224	Q9Y4I1
Q13257	Q9UM11
Q13387	Q14451
Q13387	Q8NCB2
Q13422	Q9H160
Q13425	Q9NRI5
Q13427	Q8IYB3
Q13444	Q96J02
Q13489	Q8TDB6
Q13522	Q14406
Q13526	Q16611
Q13547	Q99417
Q13576	Q9NPB6
Q13905	Q9ULV8
Q14118	Q14289
Q14151	Q9Y4P1
Q14191	Q9BXW9
Q14203	Q15773
Q14204	Q99784
Q14541	Q9Y6Q9
Q14562	Q92620
Q14653	Q9Y265
Q14691	Q96E14
Q14999	Q8NFZ0
Q15208	Q92833
Q15276	Q92673
Q15303	Q16827
Q15303	Q9P0K1
Q15418	Q9Y6K9
Q15532	Q9UIG0
Q15555	Q8IUQ4
Q15562	Q15596
Q15628	Q9H1Y0
Q15642	Q6DT37
Q16143	Q7L1I2
Q16531	Q7Z7L7
Q16539	Q16690
Q16611	Q9Y371
Q16643	Q71U36
Q16665	Q99759
Q16829	Q9HD43
Q16890	Q6ICG6
Q53ET0	Q9UQ35
Q5FBB7	Q9Y3A3
Q6WCQ1	Q92934
Q70YC5	Q9UL68
Q86WB0	Q9Y3I1
Q86XI2	Q9BZD4
O00161	O94806
Q8IZX4	Q9Y6J9
Q8N5D0	Q8NHY2
Q8N8G2	Q99990
Q8NCB2	Q9UPV7
O00222	O75116
O00267	P04637
O00273	P10636
Q8TEW0	Q9P0K7
Q8WVZ9	Q9Y4P1
Q8WYB5	Q92793
Q92547	Q96B01
Q92793	Q969H0
Q92793	Q99759
Q92878	Q96AP0
Q969Y2	Q9Y2Z2
O00401	Q05397
O00422	P04908
O00422	P51610
O00444	Q9NTJ3
O00459	P14784
O00459	P29376
O00459	P63104
O00459	Q9BXL7
Q96KB5	Q9H4H8
Q99471	Q9UBQ5
Q99728	Q9NZJ0
Q99784	Q9HBZ2
Q9BXH1	Q9NQS1
Q9BXS6	Q9NPD8
O00505	P52926
O00571	P05387
O00571	P23443
O00574	P01732
O00716	Q14686
O00743	Q13546
O00750	P48023
Q9H169	Q9Y328
Q9NTI2	Q9P2U7
Q9NTJ3	Q9P2J5
Q9NY72	Q9NYX4
Q9UI15	Q9UL68
Q9UKL0	Q9Y618
Q9ULV4	Q9Y2U5
Q9UPA5	Q9UPP2
Q9UPA5	Q9Y2J0
Q9Y2T4	Q9Y572
O14576	O75363
O14735	P58107
O14745	P06241
O14746	Q99759
O14757	Q66K89
O14775	P42262
O14879	O15162
O14920	Q7Z406
O14936	P31946
O14958	P05771
O15078	Q9Y496
O15111	Q07020
O15111	Q13813
O15151	P35232
O15164	P10826
O15239	O43674
O15264	P49715
O15264	Q13131
O15350	P19525
O15357	P06239
O15357	P07949
O15357	P29350
O15524	Q13191
O15530	P27449
O15530	P68032
O43155	O94769
A4D2P6	P07737
O43294	P00519
O43426	P63010
O43463	Q96ST3
O43561	P05107
O43592	Q15758
O43683	P39748
O43809	P07814
O43914	P02792
O43914	Q8TD46
O43921	Q13009
O60282	Q14832
O60282	Q9BR01
O60282	Q9NY72
O60331	Q8TBX8
O60583	Q96FV9
O60641	Q12840
O60674	O75791
O60674	Q16832
O60716	Q7KZF4
O60733	P26436
O60762	P61604
O60762	Q10472
O60869	Q15545
O60880	Q06124
O60885	Q9Y2H0
O60934	P36873
O60934	P84022
O60934	Q96AP0
O75182	Q02447
O75182	Q9Y232
O75319	Q9H992
O75330	Q96GD4
O75348	Q16864
O75369	Q9Y2W7
O75436	Q9NYS7
O75563	Q08116
O75578	Q99726
O75592	Q9Y2J2
O75593	P08047
O75807	P17275
O75899	P07196
O75909	Q08999
O75914	O96013
O75925	Q9P0U3
O75928	Q15797
O75973	P26998
O75995	Q9Y4H4
O94776	Q96EB6
O94850	Q9UPV7
O94921	Q9P287
O95071	Q92890
O95229	P33316
O95229	P33993
O95347	Q96P70
O95382	P05067
O95670	P10636
O95831	Q71UM5
O95944	Q9UK39
O96013	P16333
O96013	P60763
O96017	Q9BXW9
O96019	P51608
P00519	Q14192
P00519	Q14247
P00519	Q8TEJ3
P00749	P07996
P01024	P04003
P01100	P15923
P01375	P43354
P01563	P42224
P01584	Q14790
P04439	P15813
P02730	P35222
P03372	Q8NFD5
P04150	P49815
P04150	Q99683
P04155	Q03403
P04183	P17096
P04350	P19338
P04350	P20749
P04626	Q07960
P04637	P21127
P04637	P78368
P04637	Q86YC2
P05023	Q07021
P05026	P31946
P05091	P78352
P05107	P10153
P05107	P18084
P05121	P07996
P05141	P40939
P05231	P42702
P05455	P07814
P05771	P27361
P05771	Q02880
P05783	Q8IX03
P05787	P31749
P05976	P06732
P05997	P08670
P06213	P36507
P06213	Q9H3Y6
P06396	Q13224
P06400	Q9H2X6
P06401	P42224
P06730	P52298
P06748	P30291
P06748	P51946
P07333	P11142
P07355	P19105
P07355	P25105
P07477	Q99574
P07900	Q13501
P07900	Q99832
P07900	Q9Y252
P07910	P26583
P07948	P19784
P08047	P10827
P08047	Q03181
P08047	Q9H7L9
P08047	Q9NVC6
P08069	P31947
P08069	Q9H3Y6
P0DMV8	P10599
P0DMV9	P10599
P08123	Q16270
P08138	P98170
P08174	P09525
P08237	P31946
P08238	P30304
P08238	Q86WV6
P08238	Q92793
P08253	P40261
P08571	Q15582
P08603	Q99969
P08631	Q9H3Y6
P08670	P35318
P08670	Q9UHB6
P08865	P47897
P09382	P30530
P09417	P51693
P09471	Q8TDI0
P09471	Q96HU8
P09603	P30825
P09769	Q9Y3L3
P09923	Q9NYW6
P0C0S5	P40925
P10275	P49792
P10276	P49336
P10398	P55196
P10523	Q13574
P10636	P42345
P10636	P98164
P10827	P11474
P10912	Q07912
P10914	P28482
P11021	Q9Y2U5
P11049	P15153
P11362	P68400
P11387	P42224
P11473	P49116
P11717	Q9UMZ2
P11802	Q14566
P11831	P98177
P12004	Q8N6T7
P12318	P20333
P12755	P43699
P12757	Q9BZ29
P12757	Q9Y3F4
P12931	P28702
P12931	Q9Y4G6
P13010	Q01201
P13051	P35568
P13591	Q02246
P13796	P25774
P14222	Q99607
P14317	Q9P0V8
P14618	P68371
P14678	Q9BWJ5
P14867	P15882
P14867	Q13554
P14921	Q02078
P15036	P38936
P15056	Q96B36
P15104	Q13224
P15153	Q99819
P15172	P45973
P15311	P16144
P15336	P36507
P15336	Q99717
P15391	P35968
P15407	Q15759
P15408	Q92793
P15498	P26038
P15498	Q9P286
P15531	Q03393
P15924	Q13233
P15927	P20248
P15927	Q6ZRQ5
P16070	P43405
P16220	Q9H2X6
P16220	Q9UMQ3
P16519	Q9UI15
P16885	Q8WUM4
P17535	P28562
P17535	P38936
P17568	P51571
P17655	Q9Y490
P17676	Q15759
P17706	P22455
P17706	Q92529
P19793	Q92753
P20142	Q9Y337
P20226	Q96EB6
P20273	Q9UM73
P20591	Q03518
P20749	P46782
P20749	Q13950
P21579	P31946
P21579	Q9BRR3
P21580	P22681
P21860	P35070
P22362	Q16627
P22674	P35244
P22676	Q13224
P22736	Q03181
P23246	P62263
P23246	P62280
P23284	P31949
P23458	P35222
P23458	Q14765
P24534	P60484
P24928	P46776
P25054	Q92574
P25205	Q14181
P25490	P49757
P25774	P55160
P25789	P78371
P26373	Q16543
P26678	Q01995
P27361	P49715
P27361	Q6GYQ0
P27824	P54136
P28370	Q16620
P28482	Q9Y2R2
P29350	Q14247
P29353	Q9NSE2
P29474	Q13554
P30086	Q8IV61
P30291	Q9Y4H2
P30305	P39748
P30307	P33176
P31314	P50990
P31321	Q9Y6D6
P31350	Q12815
P31358	P49863
P31946	P32004
P31946	Q86UP2
P31946	Q9Y4I1
P32121	P84022
P32927	P41240
P33151	P35916
P33991	Q99618
P34932	P42566
P34972	Q86W47
P35222	P51610
P35236	P36507
P35236	P51812
P35244	Q6ZRQ5
P35249	P49005
P35568	P67809
P35573	Q93100
P36956	P84022
P38646	Q00325
P38936	P63165
P39086	Q14831
P40261	Q01995
P40763	Q96FS4
P40818	Q13523
P40939	Q9UPU7
P41091	Q9UQC2
P41240	Q13224
P41273	P43489
P41743	Q13009
P42224	Q15759
P42262	Q8WXD2
P42336	P48729
P42574	Q5EG05
P42680	Q05655
P42685	P51813
P43243	Q99615
P43403	Q12866
P43694	Q96BH3
P45877	P51884
P45880	P63104
P45880	P78352
P45983	P47712
P45984	Q14315
P46108	Q12929
P46937	Q00536
P46940	Q9Y6K9
P48552	Q99743
P48556	P56537
P49023	Q13191
P49458	Q13901
P49770	Q9Y5X2
P49841	Q05586
P50213	Q9P2J5
P50591	P51398
P50613	Q13616
P51168	Q9NV92
P51617	Q9NX02
P51790	P51795
P51911	P55083
P52272	Q71U36
P52298	Q9BZI7
P52735	P98077
P52961	Q6IB77
P53355	P78352
P54368	P61769
P54727	Q9UQM7
P55072	Q9Y2N7
P55210	Q9UKL3
P55287	Q14515
P56192	Q00610
P60228	Q9UNS2
P60468	Q6Y1H2
P61024	P62826
P61353	Q9UBQ5
P0DP23	Q13547
P0DP24	Q13547
P0DP25	Q13547
P62277	Q96EY1
P62424	Q08211
P62805	Q05639
P63104	Q96A65
P68104	Q15154
P78352	Q08209
P78352	Q8IXJ6
P78527	Q9Y4K3
P84243	Q8WXX5
P98170	Q06609
Q00325	Q3ZCQ8
Q00536	Q92974
Q00653	Q9NRI5
Q01081	Q08170
Q02078	Q9UBN7
Q02413	Q05586
Q02413	Q13224
Q03252	Q99661
Q04771	Q9H0M0
Q05682	Q8IUX7
Q05823	Q15717
Q07020	Q9BVA1
Q07666	Q9UN86
Q07812	Q9H2V7
Q07889	Q9Y4H2
Q07912	Q86WV1
A7KAX9	Q9Y5K6
Q12792	Q9NYS7
Q12815	Q96R06
Q12879	Q9UPX8
Q13077	Q9H1R3
Q13111	Q8NCD3
Q13227	Q9NYJ8
Q13303	Q9NP59
Q13485	Q13526
Q13491	Q9BVA1
Q13501	Q9NRF2
Q13547	Q9UBK9
Q13683	Q16586
Q13813	Q14315
Q14188	Q96IK5
Q14315	Q9ULH1
Q14406	Q7Z406
Q14449	Q92569
Q14511	Q9HCE7
Q14674	Q8NEM2
Q15256	Q15349
Q15637	Q99590
Q15910	Q53EZ4
Q16099	Q9NRD5
Q16584	Q99759
Q53T94	Q6P1X5
Q59EK9	Q9NTI2
Q5T0N5	Q9H0R8
Q5U651	Q9NZL6
Q86VP6	Q92466
Q8IUH5	Q8IZQ1
O00165	P63261
Q8N3X1	Q96MU7
Q8N9N5	Q8WV28
O00206	P17947
O00221	P62263
O00291	Q92851
Q8TDB6	Q99942
Q8TDB6	Q9Y4K3
Q8TEL6	Q96SW2
Q8TEW0	Q9H0B6
Q8WXI9	Q9UK53
Q92974	Q9ULJ8
A1XBS5	O15111
O00308	Q8N6I1
Q96FA3	Q9UDY8
Q96FA3	Q9Y6K9
Q96KB5	Q9BWT6
Q99784	Q9UPA5
Q9BR01	Q9H169
Q9BV68	Q9UNE7
O00487	P30876
O00587	Q8NES3
O00750	O15357
Q9H9B1	Q9UBC3
Q9HC62	Q9UBE0
Q9HC62	Q9UBT2
Q9NZV8	Q9P2E2
Q9P016	Q9Y285
Q9P021	Q9P1A6
Q9UI15	Q9UM19
Q9ULW0	Q9UPX8
O14498	Q9NR99
O14508	P19174
O14525	P42262
O14640	P28482
O14757	Q5TB30
O14776	O43719
O14807	P01112
O14827	P01111
O14936	Q7Z6J2
O14949	P27361
O14980	P62333
O15105	Q93008
O15111	P23458
O15164	O60244
O15169	Q5FBB7
O15239	P14854
O15297	P62081
O15303	Q8TCN5
O15360	P01106
O15379	P06401
O15530	P08670
O43143	P62081
O43283	P35580
O43294	P09493
O43353	O95347
O43592	Q00610
O43639	Q12913
O43707	P09327
O43734	Q13489
O43734	Q9NQC7
O43889	P10145
O43914	P53634
O43927	P08575
O60216	Q92834
O60268	P61764
O60318	P23458
O60603	P08631
O60610	Q13464
O60641	Q9Y6Y1
O60711	P51617
O60869	Q5VWG9
O60885	Q96MH2
O60890	Q9BYG5
O60934	Q92769
O75063	P01591
O75081	P56524
O75081	Q09472
O75323	Q8IZQ1
O75340	Q9Y4L5
O75376	Q13285
O75376	Q9UK53
O75391	Q9H0R3
O75398	P61978
O75493	P61764
O75528	P46736
O75593	Q9BZ29
O75688	Q00839
O75899	Q7L1I2
O75955	Q12879
O75962	Q03001
O95163	P04637
O95196	P10636
O95235	Q86XI2
O95347	Q15004
O95379	Q13651
O95478	P62851
O95757	P34931
O95786	Q9Y4K3
O95793	Q9Y6K9
O95816	P25942
O95816	P41279
O95831	Q9H1R3
O95983	Q9HCU9
O95996	Q93045
O96013	Q9UQB8
O96017	P06730
P00519	Q15759
P00533	Q14686
P00533	Q9BX66
P00973	Q9UII4
P01100	P0DP23
P01100	P0DP24
P01100	P0DP25
P01106	P14921
P01111	P62070
P01130	P98155
P01222	P0DML2
P01222	P0DML3
P01569	P17181
P02452	Q9NY15
P02461	Q07092
P02585	Q02221
P02654	P02656
P02671	P02765
P02671	P11215
P02745	Q92608
P02746	P13498
P02778	Q9UQV4
P03372	P17980
P03372	P42768
P03372	Q99801
P04049	Q00653
P04075	Q96A32
P04198	Q14582
P04350	P98170
P04350	Q9BQG0
P04350	Q9Y6Q9
P04626	Q8TB24
P04629	P52333
P04632	P19388
P04637	Q13352
P04637	Q15544
P04637	Q9Y6X2
P05062	P26998
P05067	Q00653
P05106	Q9Y4G6
P05154	Q96IY4
P05231	P31946
P05412	P12830
P05412	P14859
P05783	Q9P0K7
P06241	P25098
P06241	P63000
P06307	Q9BR01
P06493	P63151
P06729	Q14314
P06733	P34931
P07196	Q15149
P07197	Q12791
P07437	P83731
P07437	Q93008
P07766	P78314
P07900	P63279
P07900	Q15654
P07910	P62244
P07910	P62316
P07910	Q13185
P07948	Q9NTZ6
P08069	P10275
P0DMV8	Q13131
P0DMV9	Q13131
P0DMV8	Q13526
P0DMV9	Q13526
P08238	P42345
P08253	P08670
P08567	P55160
P08572	P51884
P08575	P12544
P08670	Q12778
P08758	P35916
P09486	P35625
P09525	Q8WXH0
P09669	Q92905
P09769	Q9H3Y6
P09874	P35251
P09874	Q13114
P09936	Q07866
P09972	P31946
P0C0S5	Q06187
P0CG48	P42677
P10242	P24941
P10242	P55895
P10244	P12004
P10244	Q9Y5X4
P10275	Q9Y297
P10276	Q96HR3
P10398	P27448
P10415	P62258
P10589	Q92769
P10636	Q13536
P11021	Q9H1R3
P11142	P51532
P11177	P63104
P11230	Q9Y4J8
P11474	P13056
P11474	Q12962
P12004	P25963
P12111	P26038
P12235	Q92843
P12757	P19532
P12830	P19532
P12931	Q9NQU5
P13236	P51671
P13501	P32455
P13631	Q13352
P13631	Q92753
P13796	P35609
P14635	Q13111
P14672	P45983
P14678	P26599
P14678	P49407
P15056	Q12967
P15173	P63208
P15391	P42336
P15498	Q9UQC2
P15813	P55899
P15941	P56945
P16104	Q9NY61
P16234	Q13191
P17275	Q05513
P17480	Q9Y262
P17542	Q13485
P17600	Q3SXP7
P17661	Q16558
P17706	Q06187
P17812	Q9H0H5
P18031	Q07666
P18031	Q13882
P18564	Q9Y4G6
P18827	P40763
P18887	Q03468
P19105	Q9Y265
P19838	Q15759
P20226	P30876
P20226	Q9H3D4
P20248	Q9NSP4
P20591	Q14643
P21580	P30305
P21580	P46940
P22087	P23246
P22460	Q12879
P22626	Q9UQE7
P23284	P63261
P23396	Q71U36
P23396	Q8N163
P23396	Q9UBQ5
P23396	Q9UM54
P23467	Q15303
P23471	Q13491
P23511	Q02447
P23588	P61254
P24592	Q05682
P25398	P25705
P25440	Q14186
P25445	P78560
P25490	Q15466
P25705	P62979
P25963	Q9UKT5
P26358	P63279
P26358	Q08050
P26358	Q96ST3
P26358	Q9NVP2
P26368	P61981
P26651	Q06889
P26992	P31946
P26998	P54257
P27361	P68363
P27361	Q15014
P27708	Q9NR30
P27986	P78344
P28482	Q13224
P29084	P62380
P29350	P42681
P29353	P36897
P29353	Q13239
P29353	Q9UHI8
P29466	Q9NSI8
P29597	Q12866
P29728	Q14142
P30153	Q99741
P30304	Q9UKT4
P30307	P35249
P30307	Q8WUI4
P30530	P63267
P31150	Q00610
P31327	P36507
P31350	P35249
P31350	Q99708
P31689	P62979
P31689	Q71UM5
P31946	P36578
P31946	P48735
P31946	P54920
P31946	Q13085
P31946	Q16799
P31946	Q8NE86
P31946	Q96N67
P31946	Q9UJZ1
P31947	P63165
P31947	Q92922
P32121	Q9Y281
P34910	Q6GTX8
P35222	Q68CZ2
P35222	Q9NPF5
P35499	Q03426
P35568	P54136
P35916	Q92569
P36873	P61758
P36956	Q9UBK2
P37231	Q06413
P37231	Q71SY5
P38159	Q02878
P38646	Q16531
P39748	P43351
P40818	Q7Z401
P41182	Q07869
P42166	P50402
P42226	Q04864
P42229	Q9UM73
P42262	Q70YC5
P42262	Q9Y2H2
P42336	Q07666
P42574	P62993
P42574	Q5XLA6
P42677	Q9Y265
P42684	P61978
P42684	Q6PIZ9
P42685	Q9H3Y6
P42704	Q86YN6
P42768	Q05193
P42768	Q92558
P43246	Q8WVB6
P43405	P52566
P46108	Q13588
P46379	Q9UQM7
P46527	Q13415
P46781	P63261
P46821	Q15424
P46934	Q13546
P0DP23	P49327
P0DP24	P49327
P0DP25	P49327
P49368	Q16543
P49407	Q10567
P49407	Q8N752
P49792	Q13485
P49798	Q92529
P49815	Q13362
P50213	Q92616
P50591	Q15628
P50750	Q01094
P51532	Q00597
P51878	Q14790
P52907	Q05639
P52907	Q13546
P53539	P78543
P53618	Q15717
P54132	Q8WXE1
P54753	P98172
P55083	Q03135
P55212	Q16539
P55268	P62736
P55884	Q14164
P56524	Q9Y2Y4
P56539	Q02156
P61024	Q9UKT4
P61244	Q13287
P61764	Q14194
P62258	Q14814
P62829	Q71U36
P62979	Q9BVA1
P62993	Q9Y490
P63165	Q13490
P63165	Q15545
P63244	Q16623
P67870	Q9Y2D1
P78352	Q13885
P78527	Q16543
Q00526	Q00610
Q00536	Q9H4A3
Q00653	Q96DI7
Q00839	Q13233
Q00987	Q13043
Q00987	Q15797
Q01094	Q93009
Q01094	Q99640
Q01196	Q04726
Q01469	Q13224
Q01638	Q8N6T7
Q04206	Q8WW22
Q04637	Q15717
Q05195	Q9NP71
Q05513	Q14934
Q05586	Q9NRI5
Q07011	Q9NP84
Q07890	Q13094
Q07912	Q96J02
Q12834	Q96FF9
Q12873	Q9UM07
Q12983	Q7Z465
Q13029	Q13547
Q13043	Q15075
Q13177	Q14185
Q13177	Q9UKI2
Q13200	Q9Y265
Q13233	Q8IW41
Q13239	Q9UBW5
Q13387	Q92918
Q13424	Q9HAP6
Q13435	Q14978
Q13523	Q9BQE3
Q13541	Q96B36
Q13671	Q9UDY2
Q13683	Q14315
P0DPH7	Q9Y6Q9
P0DPH8	Q9Y6Q9
Q13813	Q8TDR0
Q14406	Q9BQ50
Q14566	Q96KB5
Q14994	Q15650
Q14995	Q15788
Q15303	Q9H204
Q15532	Q15796
Q15569	Q9NVD7
Q15797	Q9NQB0
Q15811	Q92558
Q15906	Q9H6R7
Q16543	Q16643
Q5T2W1	Q96PV0
Q5TB30	Q9H4H8
Q66K89	Q96ST3
Q6AZZ1	Q9UBS8
Q6DT37	Q9NQU5
Q6PKG0	Q8TEW0
Q71F23	Q9UKT4
Q86T24	Q9BZK7
Q86W47	Q9BYJ1
O00160	Q13239
Q8N5C8	Q99836
Q8N5C8	Q9NWZ3
Q8NEM2	Q99741
O00198	Q14457
O00217	O14561
O00238	Q6X4U4
O00299	P51159
Q8NHL6	Q9UKJ1
Q8TDY2	Q9UPT6
Q8TEL6	Q99558
Q92608	Q9UM01
Q92616	Q9NVI7
Q92922	Q96RE7
O00444	P39748
O00459	P16591
O00463	Q14790
Q96JH7	Q9UKV5
Q96L34	Q9H0B6
Q96LC9	Q9NQS1
Q99558	Q9Y6Q9
Q99689	Q9UPY6
Q99986	Q9UBU7
O00750	Q13191
Q9H015	Q9H2G2
Q9H213	Q9Y467
Q9H2F5	Q9NRQ2
Q9H9S0	Q9UBW7
Q9HCU8	Q9Y253
Q9NP98	Q9NPC6
Q9NQR9	Q9P2N4
Q9NR46	Q9ULH1
Q9P0U4	Q9Y6K1
Q9UBN7	Q9Y6K9
Q9UK22	Q9UKT5
Q9UK28	Q9UPA5
Q9UKW4	Q9ULV8
Q9UL68	Q9UPA5
O00762	O95347
O14497	Q15797
O14543	P16871
O14561	P15954
O14733	P11021
O14757	Q8N2W9
O14782	O95196
O14836	Q8N5C8
O14920	P29350
O14920	P40227
O14920	P63027
O14980	Q9UPN6
O14981	Q9Y265
O15068	P27986
O15105	Q13546
O15111	Q15418
O15151	P26045
O15151	P46527
O15151	Q14209
O15264	Q13233
O15297	Q8N488
O15297	Q96DY7
O15304	Q9NQS1
O15350	Q13761
O15355	Q06187
O15357	Q13322
O15360	P14635
O15379	P46527
O15397	P78527
O15397	Q00610
O15519	Q92956
O43143	P23246
O43175	P35580
A4D2P6	P35080
O43184	P20908
O43304	Q00887
O43318	Q9NRI5
O43524	P08069
O43541	Q9UI36
O43541	Q9Y4K3
O43592	Q00325
O43639	P40818
O43813	P27361
O43914	P12314
O60238	P62136
O60248	Q13643
O60313	P31946
O60359	Q9UPP5
O60359	Q9UQM7
O60566	Q69YH5
O60716	P12814
O60825	P49840
O60907	P29590
O75159	Q92569
O75164	Q9Y468
O75335	O94805
O75351	Q96CF2
O75369	Q96BI3
O75400	P62304
O75444	P15036
O75528	P51532
O75530	P61313
O75533	Q99590
O75593	P56915
O75626	O94916
O75643	P78527
O75643	Q92974
O75711	P56693
O75717	P25205
O75886	Q9UKW4
O75914	Q9NY72
O75928	Q9Y4B4
O94760	P78352
O94805	Q9BQ50
O94822	Q6PGP7
O94826	P11142
O94874	O95487
O94921	Q9UBF8
O95163	P32121
O95196	Q9H2X9
O95210	P55084
O95297	P04626
O95382	P31751
O95425	P07951
O95429	Q12933
O95619	Q9UNL4
O95628	Q9UBS8
O95644	P22301
O95644	Q15116
O95670	P17600
O95714	Q99784
O95831	Q9BUF5
O95925	Q9NQN1
O95944	Q00887
O95967	Q05682
O95967	Q9H1C3
O95997	Q86XI2
O96005	Q13263
P00338	P15259
P00451	P10646
P00519	Q9UM73
P00533	Q15369
P00736	Q9BUF5
P00747	P05556
P01106	Q12778
P01106	Q14686
P01111	P10114
P01229	Q13285
P01563	Q14164
P01566	P17181
P01730	P21675
P02461	P14543
P02461	Q14515
P02533	P14672
P02730	P09105
P03372	Q9Y6K1
P04049	P21580
P04049	Q9P0K7
P04150	Q9H3D4
P04183	Q9NSP4
P04350	Q14168
P04406	P17987
P04406	Q9Y230
P04440	P06239
P04626	P12318
P04637	Q15172
P04637	Q16543
P04637	Q99741
P04637	Q9NPF5
P04637	Q9NYJ8
P05013	P17181
P05015	Q12840
P05107	P19174
P05107	P49023
P05231	P11169
P05412	Q9C099
P05412	Q9H0M0
P05783	Q9H0B6
P06239	Q96F15
P06239	Q9NUE0
P06239	Q9ULH1
P06241	Q8IY67
P06241	Q92556
P06400	Q15185
P06681	P0C0L4
P06702	P26447
P06729	P28065
P06734	P26998
P06748	Q92993
P06756	P43405
P07196	Q16799
P07197	P51693
P07203	P62136
P07333	P98082
P07437	P23528
P07437	Q03135
P07437	Q9Y6Q9
P07711	P19878
P07900	P78352
P07947	P17252
P08069	Q92574
P08238	P26373
P08238	P35268
P08238	P50502
P08238	Q9NR30
P08238	Q9UBE8
P08247	Q16143
P08631	P15391
P08670	Q00839
P08670	Q14643
P08670	Q9UM54
P09327	P60709
P09471	Q9UGC6
P09493	Q02156
P09543	Q02246
P09603	Q9NYQ7
P09619	P22607
P09619	Q01995
P09619	Q14247
P09884	P35250
P09972	Q12791
P0C0S5	P56282
P0C0S5	P62306
P10244	P20700
P10275	P42685
P10275	P52630
P10275	Q13077
P10276	Q14192
P10398	P33176
P10398	P62834
P10523	P21333
P10636	P63151
P10636	Q96DZ5
P10721	P16471
P10721	Q9NWQ8
P10809	Q00536
P11047	Q03135
P11049	P20333
P11142	Q93038
P11161	P53539
P11274	P42679
P11387	P19419
P11388	P24385
P11388	P55042
P11717	P61204
P11802	Q15717
P11940	P78527
P11940	P83881
P12814	P33151
P12814	P63261
P12829	Q6IB77
P12830	P27986
P12931	P28827
P12931	P60953
P12931	Q9UMD9
P12956	Q9UKV0
P13501	Q9NQ25
P13804	Q16134
P13861	Q13017
P14151	P14921
P0DMS8	P14317
P0DMS9	P14317
P14317	Q14242
P14373	Q96ST3
P14616	Q9H3Y6
P14672	P22695
P14672	P62826
P14678	P23246
P14778	P29466
P15498	Q9ULW0
P15880	Q9NZM5
P15882	Q9P2U7
P15923	Q8WV24
P15941	P52735
P15941	Q05397
P15941	Q13480
P15941	Q9UQQ2
P16284	Q8NHJ6
P17174	Q12791
P17302	P98172
P17600	Q9UBL0
P17661	P53814
P17676	P19784
P17676	P23511
P17844	P24385
P18085	Q13480
P18847	Q96RU7
P19174	P48023
P19525	Q16584
P19793	Q02447
P19838	Q15796
P20138	Q13094
P20226	P50613
P20226	Q6SJ96
P20333	Q93038
P20333	Q9UQQ2
P20336	P31946
P20592	Q14142
P20701	P26012
P20701	Q8WWW0
P20823	P43694
P20929	Q9UBF9
P20936	Q92529
P21580	Q8WUI4
P21728	Q12879
P21860	Q96CW1
P22087	P46779
P22392	Q16539
P22676	Q12791
P22694	Q9H213
P23246	P35268
P23246	P62249
P23396	P43243
P23396	P56192
P23396	Q02156
P23469	P41240
P23515	Q99689
P23588	P26641
P23743	P32121
P25205	Q99618
P25490	Q13526
P25705	Q9BUF5
P25713	P51693
P25963	Q14012
P26715	P26717
P27348	Q12933
P27361	P53680
P27361	P78559
P27540	P40763
P27695	P42224
P27986	Q96KB5
P28039	Q13651
P28482	Q13557
P28482	Q15139
P28482	Q5TZA2
P29083	P51948
P29353	P61978
P29590	Q9UBB5
P29597	Q13882
P29692	P62249
P30511	Q92985
P31146	P41218
P31350	Q16763
P31751	Q05655
