Q96RS0	Q9UI43
A6NKK0	Q8NGR1
O76099	Q8NGR1
Q8NGG4	Q8NGR1
A6NKK0	Q8NGR4
Q8NGH5	Q8NGR4
Q8NGI9	Q8NGR4
Q8NGQ5	Q8NGR4
Q8NGJ5	Q8NGR8
Q8NGJ8	Q8NGR8
Q8NGC1	Q8NGS0
Q8NGC7	Q8NGS0
Q8NGG2	Q8NGS0
Q8NGJ5	Q8NGS0
Q8NGN2	Q8NGS0
A6NCV1	Q8NGS3
A6NF89	Q8NGS3
A6NMS3	Q8NGS3
O95007	Q8NGS3
P0C7N5	Q8NGS3
P47881	Q8NGS3
P47888	Q8NGS3
P58170	Q8NGS3
Q15617	Q8NGS3
Q6IFH4	Q8NGS3
Q7Z3T1	Q8NGS3
Q8IXE1	Q8NGS3
Q8N127	Q8NGS3
Q8NG81	Q8NGS3
Q8NGA8	Q8NGS3
Q8NGB4	Q8NGS3
Q8NGB9	Q8NGS3
Q8NGC1	Q8NGS3
Q8NGC4	Q8NGS3
Q8NGC9	Q8NGS3
Q8NGE1	Q8NGS3
Q8NGE3	Q8NGS3
Q8NGE8	Q8NGS3
Q8NGF3	Q8NGS3
Q8NGF9	Q8NGS3
Q8NGG4	Q8NGS3
Q8NGI0	Q8NGS3
Q8NGJ2	Q8NGS3
Q8NGK0	Q8NGS3
Q8NGK1	Q8NGS3
Q8NGL4	Q8NGS3
Q8NGL7	Q8NGS3
Q8NGN8	Q8NGS3
Q8NGP0	Q8NGS3
Q8NGQ4	Q8NGS3
Q8NGQ5	Q8NGS3
A6NKK0	Q8NGS4
P30954	Q8NGS4
Q8NGB6	Q8NGS4
Q8NGC7	Q8NGS4
Q8NGG2	Q8NGS4
Q8NGH5	Q8NGS4
Q8NGS3	Q8NGS4
Q8NGS3	Q8NGS5
A6NCV1	Q8NGS7
A6ND48	Q8NGS7
A6NF89	Q8NGS7
A6NMS3	Q8NGS7
O95007	Q8NGS7
P0C7N5	Q8NGS7
P47881	Q8NGS7
P47888	Q8NGS7
P58170	Q8NGS7
Q15617	Q8NGS7
Q6IFH4	Q8NGS7
Q7Z3T1	Q8NGS7
Q8IXE1	Q8NGS7
Q8N127	Q8NGS7
Q8NG81	Q8NGS7
Q8NGA8	Q8NGS7
Q8NGB4	Q8NGS7
Q8NGB9	Q8NGS7
Q8NGC1	Q8NGS7
Q8NGC4	Q8NGS7
Q8NGC9	Q8NGS7
Q8NGD5	Q8NGS7
Q8NGE1	Q8NGS7
Q8NGE3	Q8NGS7
Q8NGE5	Q8NGS7
Q8NGE8	Q8NGS7
Q8NGF3	Q8NGS7
Q8NGF9	Q8NGS7
Q8NGG4	Q8NGS7
Q8NGI0	Q8NGS7
Q8NGJ2	Q8NGS7
Q8NGK0	Q8NGS7
Q8NGK1	Q8NGS7
Q8NGL4	Q8NGS7
Q8NGL7	Q8NGS7
Q8NGN8	Q8NGS7
Q8NGP0	Q8NGS7
Q8NGQ4	Q8NGS7
Q8NGQ5	Q8NGS7
Q8NGR8	Q8NGS7
Q8NGS0	Q8NGS7
Q8NGS4	Q8NGS7
Q8NGS5	Q8NGS7
A6NKK0	Q8NGV6
Q7Z3T1	Q8NGV6
Q8NGC4	Q8NGV6
Q8NGC7	Q8NGV6
A6NKK0	Q8NGV7
P30954	Q8NGV7
Q8NGC1	Q8NGV7
Q8NGC9	Q8NGV7
Q8NGF4	Q8NGV7
Q8NGG2	Q8NGV7
Q8NGG4	Q8NGV7
Q8NGG8	Q8NGV7
Q8NGH5	Q8NGV7
Q8NGS3	Q8NGV7
Q8NGS7	Q8NGV7
P47893	Q8NGW6
Q8NG94	Q8NGW6
Q8NGC7	Q8NGW6
Q8NGJ8	Q8NGW6
Q8NGN5	Q8NGW6
Q8NGS3	Q8NGW6
Q8NGS7	Q8NGW6
Q8NGB6	Q8NGX3
Q8NGS3	Q8NGX3
Q8NGS7	Q8NGX3
A6NCV1	Q8NGX5
O76099	Q8NGX5
Q7Z3T1	Q8NGX5
Q8NGC1	Q8NGX5
Q8NGC4	Q8NGX5
Q8NGC9	Q8NGX5
Q8NGE5	Q8NGX5
Q8NGG2	Q8NGX5
Q8NGG4	Q8NGX5
Q8NGI0	Q8NGX5
Q8NGK0	Q8NGX5
Q8NGQ4	Q8NGX5
Q8NGQ5	Q8NGX5
Q8NGS5	Q8NGX5
Q8NGW6	Q8NGX5
Q8NGC1	Q8NGX6
Q8NGC9	Q8NGX6
Q8NGG4	Q8NGX6
Q8NGI0	Q8NGX6
Q8NGQ4	Q8NGX6
P30954	Q8NGX8
Q8NGS3	Q8NGX8
Q8NGS7	Q8NGX8
Q7Z3T1	Q8NGY1
Q8NGC9	Q8NGY1
Q8NGG2	Q8NGY1
Q8NGG4	Q8NGY1
Q8NGI0	Q8NGY1
Q8NGQ4	Q8NGY1
A6NDL8	Q8NGY6
A6NKK0	Q8NGY6
O76099	Q8NGY6
P58181	Q8NGY6
Q6IEY1	Q8NGY6
Q8NG98	Q8NGY6
Q8NGC1	Q8NGY6
Q8NGC9	Q8NGY6
Q8NGG2	Q8NGY6
Q8NGG4	Q8NGY6
Q8NGH5	Q8NGY6
Q8NGI0	Q8NGY6
Q8NGK0	Q8NGY6
Q8NGQ1	Q8NGY6
Q8NGQ5	Q8NGY6
Q8NGV7	Q8NGY6
Q8NGX6	Q8NGY6
Q8NGY1	Q8NGY6
P30954	Q8NGZ3
Q8NGS3	Q8NGZ3
Q8NGS7	Q8NGZ3
A6NKK0	Q8NGZ5
P30954	Q8NGZ5
Q8NGG2	Q8NGZ5
Q8NGH5	Q8NGZ5
Q8NGQ5	Q8NGZ5
Q8NGS3	Q8NGZ5
Q8NGS7	Q8NGZ5
Q7Z3T1	Q8NGZ6
Q8NGC1	Q8NGZ6
Q8NGC7	Q8NGZ6
Q8NGC9	Q8NGZ6
Q8NG94	Q8NH03
Q8NGB6	Q8NH03
Q8NGJ8	Q8NH03
Q8NGN5	Q8NH03
Q8NGS3	Q8NH03
Q8NGS7	Q8NH03
Q8NGX5	Q8NH03
Q8NGC7	Q8NH16
Q8NGG2	Q8NH16
Q8NGH5	Q8NH16
Q8NGQ5	Q8NH16
Q8NGS3	Q8NH16
Q8NGS7	Q8NH16
A6NKK0	Q8NH37
P30954	Q8NH37
Q8NGC7	Q8NH37
Q8NGN5	Q8NH37
Q8NGQ5	Q8NH37
Q8NGS3	Q8NH37
Q8NGS7	Q8NH37
Q8NGX5	Q8NH37
P47888	Q8NH42
Q7Z3T1	Q8NH42
Q8IXE1	Q8NH42
Q8NGB9	Q8NH42
Q8NGC9	Q8NH42
Q8NGI0	Q8NH42
Q8NGK0	Q8NH42
Q8NGQ5	Q8NH42
Q8NGX8	Q8NH42
A6NDL8	Q8NH43
A6NET4	Q8NH43
A6NKK0	Q8NH43
P0C7N1	Q8NH43
P30954	Q8NH43
P58181	Q8NH43
Q15617	Q8NH43
Q6IEY1	Q8NH43
Q8N349	Q8NH43
Q8NG94	Q8NH43
Q8NGB6	Q8NH43
Q8NGC1	Q8NH43
Q8NGC9	Q8NH43
Q8NGD1	Q8NH43
Q8NGD2	Q8NH43
Q8NGF4	Q8NH43
Q8NGG2	Q8NH43
Q8NGG3	Q8NH43
Q8NGH5	Q8NH43
Q8NGI7	Q8NH43
Q8NGJ8	Q8NH43
Q8NGK0	Q8NH43
Q8NGN5	Q8NH43
Q8NGQ1	Q8NH43
Q8NGS3	Q8NH43
Q8NGS7	Q8NH43
Q8NGV7	Q8NH43
Q8NGX5	Q8NH43
Q8NGX6	Q8NH43
Q8NGY6	Q8NH43
Q8NH42	Q8NH43
A6NKK0	Q8NH48
P30954	Q8NH48
Q8NGS3	Q8NH48
Q8NGS7	Q8NH48
A6NKK0	Q8NH49
P30954	Q8NH49
Q8NGG4	Q8NH49
Q8NGQ5	Q8NH49
Q8NGS3	Q8NH49
Q8NGS7	Q8NH49
A6NKK0	Q8NH53
A6NMS3	Q8NH53
A6NND4	Q8NH53
Q6IFN5	Q8NH53
Q8NG83	Q8NH53
Q8NG94	Q8NH53
Q8NG98	Q8NH53
Q8NGA8	Q8NH53
Q8NGC7	Q8NH53
Q8NGD1	Q8NH53
Q8NGF9	Q8NH53
Q8NGG3	Q8NH53
Q8NGI4	Q8NH53
Q8NGI7	Q8NH53
Q8NGJ2	Q8NH53
Q8NGL9	Q8NH53
Q8NGQ4	Q8NH53
Q8NGV6	Q8NH53
Q8NGX6	Q8NH53
Q8NGY1	Q8NH53
Q8NH16	Q8NH53
A6NKK0	Q8NH59
P30954	Q8NH59
Q8NGG2	Q8NH59
Q8NGS3	Q8NH59
Q8NGS7	Q8NH59
A6NCV1	Q8NH67
A6ND48	Q8NH67
A6NF89	Q8NH67
A6NIJ9	Q8NH67
A6NMS3	Q8NH67
O95007	Q8NH67
P0C7N5	Q8NH67
P47881	Q8NH67
P47888	Q8NH67
P58170	Q8NH67
Q15617	Q8NH67
Q6IFH4	Q8NH67
Q7Z3T1	Q8NH67
Q8IXE1	Q8NH67
Q8N127	Q8NH67
Q8NG81	Q8NH67
Q8NGA8	Q8NH67
Q8NGB4	Q8NH67
Q8NGB9	Q8NH67
Q8NGC1	Q8NH67
Q8NGC4	Q8NH67
Q8NGC9	Q8NH67
Q8NGD5	Q8NH67
Q8NGE1	Q8NH67
Q8NGE3	Q8NH67
Q8NGE5	Q8NH67
Q8NGE8	Q8NH67
Q8NGF3	Q8NH67
Q8NGF9	Q8NH67
Q8NGG4	Q8NH67
Q8NGI0	Q8NH67
Q8NGJ2	Q8NH67
Q8NGK0	Q8NH67
Q8NGK1	Q8NH67
Q8NGL4	Q8NH67
Q8NGL7	Q8NH67
Q8NGN8	Q8NH67
Q8NGP0	Q8NH67
Q8NGQ4	Q8NH67
Q8NGQ5	Q8NH67
Q8NGR8	Q8NH67
Q8NGS4	Q8NH67
Q8NGV7	Q8NH67
Q8NGW6	Q8NH67
Q8NGX3	Q8NH67
Q8NGZ3	Q8NH67
Q8NGZ5	Q8NH67
Q8NH16	Q8NH67
Q8NH37	Q8NH67
Q8NH43	Q8NH67
Q8NH48	Q8NH67
Q8NH49	Q8NH67
Q8NH59	Q8NH67
A6NKK0	Q8NH72
P30954	Q8NH72
Q8NGG4	Q8NH72
Q8NGQ5	Q8NH72
Q8NGS3	Q8NH72
Q8NGS7	Q8NH72
Q8NH67	Q8NH72
Q8NGS7	Q8NH79
Q8NH67	Q8NH79
A6NKK0	Q8NH87
P0C7N1	Q8NH87
Q8NGB6	Q8NH87
Q8NGC7	Q8NH87
Q8NGG2	Q8NH87
Q8NGS3	Q8NH87
Q8NGS7	Q8NH87
Q8NH53	Q8NH87
Q8NH67	Q8NH87
A6NKK0	Q8NH92
P30954	Q8NH92
Q8NGB6	Q8NH92
Q8NGC9	Q8NH92
Q8NGG2	Q8NH92
Q8NGH5	Q8NH92
Q8NGS3	Q8NH92
Q8NGS7	Q8NH92
Q8NH67	Q8NH92
Q8NGS7	Q8NHB8
Q8NGX5	Q8NHB8
A6ND48	Q8NHC5
P47881	Q8NHC5
P58170	Q8NHC5
Q15617	Q8NHC5
Q7Z3T1	Q8NHC5
Q8NGC1	Q8NHC5
Q8NGC9	Q8NHC5
Q8NGD5	Q8NHC5
Q8NGE1	Q8NHC5
Q8NGE8	Q8NHC5
Q8NGF3	Q8NHC5
Q8NGF9	Q8NHC5
Q8NGK0	Q8NHC5
Q8NGK1	Q8NHC5
Q8NGQ4	Q8NHC5
Q8NGQ5	Q8NHC5
Q8NGS5	Q8NHC5
Q8NGV7	Q8NHC5
Q8NGY6	Q8NHC5
Q8NGZ3	Q8NHC5
Q8NGZ5	Q8NHC5
Q8NH16	Q8NHC5
Q8NH37	Q8NHC5
Q8NH43	Q8NHC5
Q8NH48	Q8NHC5
Q8NH49	Q8NHC5
Q8NH59	Q8NHC5
Q8NH72	Q8NHC5
Q8NH79	Q8NHC5
Q8NH92	Q8NHC5
A6NMU1	Q8WZ94
Q8NGG2	Q8WZ94
Q8NGH5	Q8WZ94
Q8NGS3	Q8WZ94
Q8NGS7	Q8WZ94
Q8NH53	Q8WZ94
Q8NH67	Q8WZ94
Q8NGG4	Q96R09
Q8NGY6	Q96R09
O76099	Q96R30
P0C7N5	Q96R30
Q7Z3T1	Q96R30
Q8NGC1	Q96R30
Q8NGC9	Q96R30
Q8NGG2	Q96R30
Q8NGG4	Q96R30
Q8NGI0	Q96R30
Q8NGK0	Q96R30
Q8NGQ4	Q96R30
Q8NH43	Q96R30
Q8NH53	Q96R30
A6ND48	Q96R69
A6NDL8	Q96R69
A6NKK0	Q96R69
O76100	Q96R69
Q15617	Q96R69
Q6IFN5	Q96R69
Q7Z3T1	Q96R69
Q8N349	Q96R69
Q8NGC1	Q96R69
Q8NGC9	Q96R69
Q8NGI0	Q96R69
Q8NGI4	Q96R69
Q8NGK0	Q96R69
Q8NGN5	Q96R69
Q8NGN8	Q96R69
Q8NGQ5	Q96R69
Q8NGS0	Q96R69
Q8NGV7	Q96R69
Q8NGX5	Q96R69
Q8NGY6	Q96R69
Q8NH16	Q96R69
Q8NH37	Q96R69
Q8NH43	Q96R69
Q8NH49	Q96R69
P0C7N5	Q96RA2
Q8IXE1	Q96RA2
Q8NGL7	Q96RA2
Q8NGQ4	Q96RA2
Q8NGQ5	Q96RA2
Q8NGW6	Q96RA2
A6NKK0	Q96RD1
Q7Z3T1	Q96RD1
Q8NGC7	Q96RD1
Q8NGC9	Q96RD1
Q8NGS3	Q9GZK4
Q8NGS7	Q9GZK4
Q8NH67	Q9GZK4
Q8NHC5	Q9GZK4
A6NDL8	Q9GZK7
Q8NGC7	Q9GZK7
Q8NGL9	Q9GZK7
Q8NGY1	Q9GZK7
A6NKK0	Q9H205
A6NMU1	Q9H205
P0C7N1	Q9H205
P30954	Q9H205
Q8NGG2	Q9H205
Q8NGH5	Q9H205
Q8NGJ8	Q9H205
Q8NGS3	Q9H205
Q8NGS7	Q9H205
Q8NH53	Q9H205
Q8NH67	Q9H205
A6NDL8	Q9H255
P58170	Q9H255
Q8NG94	Q9H255
Q8NG98	Q9H255
Q8NGC7	Q9H255
Q8NGC9	Q9H255
Q8NGI7	Q9H255
Q8NGJ5	Q9H255
Q8NGJ8	Q9H255
Q8NGL9	Q9H255
Q8NGN5	Q9H255
Q8NGR4	Q9H255
Q8NGS3	Q9H255
Q8NGS7	Q9H255
Q8NGV7	Q9H255
Q8NGX5	Q9H255
Q8NGY6	Q9H255
Q8NGZ5	Q9H255
Q8NH67	Q9H255
Q8NHC5	Q9H255
A6NDL8	Q9H2C5
A6NND4	Q9H2C5
O76100	Q9H2C5
P0C7N1	Q9H2C5
P30954	Q9H2C5
P47881	Q9H2C5
P47893	Q9H2C5
P58170	Q9H2C5
Q15617	Q9H2C5
Q6IFN5	Q9H2C5
Q8N349	Q9H2C5
Q8NG94	Q9H2C5
Q8NGC1	Q9H2C5
Q8NGC7	Q9H2C5
Q8NGC9	Q9H2C5
Q8NGF6	Q9H2C5
Q8NGI0	Q9H2C5
Q8NGI7	Q9H2C5
Q8NGJ8	Q9H2C5
Q8NGK0	Q9H2C5
Q8NGK1	Q9H2C5
Q8NGN5	Q9H2C5
Q8NGS0	Q9H2C5
Q8NGS3	Q9H2C5
Q8NGS7	Q9H2C5
Q8NGV7	Q9H2C5
Q8NGX5	Q9H2C5
Q8NGX6	Q9H2C5
Q8NGZ5	Q9H2C5
Q8NH16	Q9H2C5
Q8NH43	Q9H2C5
Q8NH67	Q9H2C5
Q8NH92	Q9H2C5
Q8NHC5	Q9H2C5
Q96RA2	Q9H2C5
A4D2G3	Q9NZP2
A6NKK0	Q9NZP2
A6NMU1	Q9NZP2
P30954	Q9NZP2
Q8NGG2	Q9NZP2
Q8NGH5	Q9NZP2
Q8NGJ5	Q9NZP2
Q8NGJ8	Q9NZP2
Q8NGS7	Q9NZP2
Q8NH67	Q9NZP2
Q8NHC5	Q9NZP2
A6NMS3	Q9UGF7
P0C7N5	Q9UGF7
Q8IXE1	Q9UGF7
Q8NGB9	Q9UGF7
Q8NGC4	Q9UGF7
Q8NGC9	Q9UGF7
Q8NGD5	Q9UGF7
Q8NGE3	Q9UGF7
Q8NGF9	Q9UGF7
Q8NGJ2	Q9UGF7
Q8NGK0	Q9UGF7
Q8NGL7	Q9UGF7
Q8NGN8	Q9UGF7
Q8NGQ4	Q9UGF7
Q8NGQ5	Q9UGF7
Q8NGR8	Q9UGF7
Q8NGS4	Q9UGF7
Q8NGW6	Q9UGF7
Q8NGZ3	Q9UGF7
Q8NH43	Q9UGF7
Q8NH87	Q9UGF7
Q9H2C5	Q9UGF7
Q9NZP2	Q9UGF7
A6NCV1	Q9Y4A9
A6NF89	Q9Y4A9
P0C7N5	Q9Y4A9
Q6IFH4	Q9Y4A9
Q8IXE1	Q9Y4A9
Q8N127	Q9Y4A9
Q8NGA8	Q9Y4A9
Q8NGB4	Q9Y4A9
Q8NGB9	Q9Y4A9
Q8NGD5	Q9Y4A9
Q8NGE3	Q9Y4A9
Q8NGF3	Q9Y4A9
Q8NGJ2	Q9Y4A9
Q8NGK0	Q9Y4A9
Q8NGL4	Q9Y4A9
Q8NGL7	Q9Y4A9
Q8NGN8	Q9Y4A9
Q8NGQ4	Q9Y4A9
Q8NGR8	Q9Y4A9
Q8NGS4	Q9Y4A9
Q8NGW6	Q9Y4A9
Q8NGX3	Q9Y4A9
Q8NGX8	Q9Y4A9
Q8NGZ3	Q9Y4A9
Q8NH43	Q9Y4A9
Q8NH48	Q9Y4A9
Q8NH59	Q9Y4A9
Q8NH87	Q9Y4A9
Q8NH92	Q9Y4A9
Q8NHB8	Q9Y4A9
Q9H205	Q9Y4A9
A6ND48	Q9Y5P0
A6NF89	Q9Y5P0
A6NIJ9	Q9Y5P0
A6NMS3	Q9Y5P0
Q8NGB9	Q9Y5P0
Q8NGC4	Q9Y5P0
Q8NGC9	Q9Y5P0
Q8NGE3	Q9Y5P0
Q8NGF3	Q9Y5P0
Q8NGK1	Q9Y5P0
Q8NGL4	Q9Y5P0
Q8NGP0	Q9Y5P0
Q8NGQ4	Q9Y5P0
Q8NGZ3	Q9Y5P0
Q8NH43	Q9Y5P0
Q8NH59	Q9Y5P0
Q9H2C5	Q9Y5P0
Q9NZP2	Q9Y5P0
O95977	P47900
P32247	Q99705
Q96P69	Q99705
Q15077	Q9HBW0
P22612	P31751
Q05513	Q13705
P17612	Q76MJ5
P17612	Q9UL54
Q15080	Q7Z6J0
Q15080	Q8IW93
P61088	Q9UDY6
O14944	P00746
O75832	P27361
P42773	P53667
P34925	Q13188
P55884	Q14011
Q7L273	Q9BQ13
Q8TAS1	Q9H0Z9
Q9BZF2	Q9UBP9
Q13451	Q9Y680
P04049	P84077
O95758	P98175
P55795	Q13243
P52298	Q14498
Q07960	Q2M1Z3
P52756	Q86U06
A6NEQ0	Q8WVV9
P14866	Q9BQ04
P40616	Q9NYR9
O60858	Q9Y2X8
P55795	Q9Y3B4
P43403	Q9Y219
P54764	Q08881
Q08881	Q8IWU2
O15439	Q96J65
Q7Z2Y5	Q9UL54
O43639	Q9UMX0
O43318	Q13153
P35030	Q86UP6
Q9ULW5	Q9Y4D7
O95445	P48740
P10114	Q13177
P20336	Q8N9B8
O15511	Q13112
Q06547	Q9H9B1
O14639	Q9UBR4
Q9NS91	Q9Y4K3
O00506	P54756
Q09161	Q969H6
P49798	Q9Y297
P10588	Q15466
P51151	Q2M1Z3
P51157	Q5TH69
P61586	Q5VWQ8
Q15771	Q7Z628
Q86YV0	Q9H082
Q7Z628	Q9H0T7
P07949	Q9H2K8
Q68EM7	Q9H4E5
Q16629	Q9HCG8
Q9HBH0	Q9UJF2
Q5TH69	Q9UL25
Q7Z628	Q9ULC3
Q13177	Q96P47
P53667	P55283
Q9H2K8	Q9UQF2
O95278	Q8WUK0
O95278	Q9UNI6
O75385	Q99986
Q13627	Q99986
O75116	Q9NRW1
P40933	P42229
P00747	Q15848
Q13490	Q99542
O00212	P55042
P55042	Q12829
P55042	Q7L0Q8
Q8IZ41	Q96A58
O15169	Q9HCS4
Q96JP9	Q9NPB6
P19793	Q99801
Q86VZ2	Q8IZU2
Q96JP0	Q99728
P10276	P20160
P09471	P49815
P19878	Q13404
P07306	Q07444
P15692	P29317
O95936	P33681
P03951	P04264
P16333	P55290
O95486	P0DI81
O95486	P0DI82
Q13574	Q5KSL6
P12757	Q9C035
O00305	O14640
P08138	P49639
P42229	Q9BXL7
Q13480	Q96RT1
O15350	O60315
P30559	P34972
O60469	Q8TBJ5
P05019	Q9BX66
O75553	Q9Y6N7
Q9NY93	Q9UHI6
Q9BY67	Q9Y5F0
P30532	P48167
Q13705	Q14289
P02747	Q86UP6
Q03113	Q96P48
Q9C0K7	Q9H422
P02458	P13497
Q14563	Q9NPG4
P06213	Q99759
P40424	Q9Y6Q9
O43581	P10323
P10323	Q14183
P10323	Q86UR5
Q96E17	Q9NV70
P37023	Q01974
Q7Z6E9	Q9UK80
P20936	P61026
P78423	Q86UX7
P01116	Q9Y6D6
P04003	P43405
P25942	Q9NS68
P25963	Q13133
O94983	P32241
O94985	Q86WK6
P02776	P07360
P02461	Q13118
P01019	Q13480
Q12929	Q15813
Q68G74	Q9UJU2
Q03181	Q9UMQ3
P04233	P14651
O15211	Q8WYP3
O95376	P78317
P06756	P19838
O15182	P38398
P48167	Q9NR64
P53680	Q9Y678
P09110	Q08426
O43711	P07988
P13500	P16581
P50402	P52952
P54274	P98177
P02452	Q13490
P31271	Q15561
P49640	Q15561
O15066	Q86VH2
P61088	P80192
P47756	P63165
Q8WY64	Q9H0E7
P04637	P29279
O14896	P55290
Q96IF1	Q96QB1
O14543	Q96T37
P13726	Q9NRA1
Q8IXB1	Q8N427
P10599	Q96JJ7
Q8N427	Q9H1E5
Q96CM4	Q9H1E5
P49815	Q92730
P10644	Q9H422
Q86VW2	Q8N5V2
P31323	Q5TCX8
O95248	Q9BV47
O14807	Q9UN86
Q9NYY3	Q9Y297
Q13322	Q5ZPR3
O75144	P01730
P08912	Q9H244
P41143	Q9H244
P19022	Q9Y6N7
P25391	P46531
P46531	Q01974
P43354	Q9BZE3
P10827	Q9H161
P14222	P17693
P21917	Q96P69
O15119	Q9Y2H6
P11441	Q16763
O00273	Q96B97
O95628	Q9H832
P20936	Q9UMX0
Q96B97	Q96LJ8
O15554	P56696
O43307	Q8NDX1
O94887	Q8NDX1
P15311	Q92974
Q96PX9	Q9BST9
Q5SW96	Q9UBP9
Q9BVG8	Q9UJT0
P49862	Q86WS5
Q6ZW76	Q8WXI2
Q07002	Q96S53
Q03112	Q9HAZ2
P02708	Q92859
Q13501	Q9Y6Q9
P14635	P78411
O60315	Q9Y219
O76050	O94972
Q02410	Q5T2T1
P06340	P12318
P16581	Q4ZHG4
P16109	Q86T13
O94991	Q8N967
O95970	Q8N967
Q86WK6	Q8N967
P19474	Q9BRZ2
Q8TDB6	Q9BRZ2
O75553	Q96QS3
Q9HCK4	Q9NRJ7
Q9HCK4	Q9UN67
Q96PY6	Q9H2K8
Q12979	Q7Z444
O43602	O75093
Q13636	Q9BQI7
Q13651	Q15465
P32418	Q9UPR5
P19022	P98172
P22897	Q86T13
O95206	Q9BQT9
Q29983	Q9BX59
A6NJZ7	Q9BXT4
A6NNM3	Q9BXT4
Q9BXT4	Q9UFD9
P48167	Q9UPW8
O95661	P10911
O95661	Q8WZA2
P57729	Q8WZA2
O00180	P22001
P05771	P36888
Q09470	Q9NYG8
O14933	P61956
P49767	Q99958
P06340	P35968
P06729	Q02487
P06729	Q9NPG4
P20827	Q9NYQ6
P10643	Q29983
Q5GFL6	Q9UMF0
O14907	Q8IVF2
O15344	O60504
O43364	P29323
O75962	Q96QB1
P31260	Q9UJU2
P35713	Q9UJU2
P78414	Q9UJU2
Q9NYD6	Q9UJU2
Q99733	Q9Y294
O14793	Q02446
O15273	O95206
P01308	P29279
Q15465	Q8NI17
Q96Q42	Q9H4E5
P04141	P17948
P48742	P54762
P04004	Q8IZP0
Q15052	Q96P48
Q96PU5	Q9BY11
Q07889	Q9NR80
Q8WZ42	Q9BXA6
O15455	P08887
P11215	P26038
P01137	Q13133
P18065	Q13322
P42081	Q9Y2C9
Q14213	Q9Y2C9
P28827	Q92752
O43566	Q96FJ0
O95081	Q14161
Q8TAS1	Q96RS0
P49798	Q9NZ72
Q658P3	Q8NFT2
Q13153	Q9ULC3
O95661	P04899
O95319	P26599
O94921	P53350
O95382	P53667
P52952	Q01094
P07949	Q12851
P22607	Q12852
P05455	Q15287
P54764	Q15835
O00762	Q8IUD6
P63146	Q8IUD6
Q16763	Q8IUD6
P11940	Q8TAS1
Q8IYK8	Q96D21
P31943	Q96I25
Q13637	Q96KC2
Q01094	Q99453
Q03113	Q9BPW5
Q15696	Q9BQ04
P26599	Q9BZC1
Q8IXI1	Q9NS23
P40616	Q9P212
P11234	Q9Y689
Q92963	Q9Y689
P54764	Q9Y2H6
O95049	Q92997
Q13425	Q92997
Q9UNZ2	Q9Y2X8
O00220	P49662
P05129	P68036
P00736	Q5ZPR3
Q01094	Q8WYQ5
P54578	Q92560
P68036	Q96PM5
Q712K3	Q96PM5
O60543	Q9NZ72
Q8IZP0	Q9UGJ0
Q86YM7	Q9Y2X7
O43711	O60315
O15522	O75364
O95076	O95096
O43711	P14652
O43763	P19622
O75364	P20264
A2RU54	P20265
O95096	P28360
P11362	P29320
O43186	P31314
O15522	P35548
O60315	P35548
P20264	P35548
O14492	P36888
O95343	P39880
P16871	P43146
P19622	P49640
A2RU54	P52952
O43316	P54821
P14652	P78424
P31273	Q01826
O43763	Q01851
O14813	Q03052
P35367	Q13639
Q05925	Q15319
Q13322	Q15811
O75364	Q5XKR4
P19622	Q5XKR4
P18085	Q6IQ22
O14627	Q8NFW5
O60315	Q8NFW5
P49335	Q8NFW5
Q01851	Q8TAU0
P07550	Q8WX77
Q8NFW5	Q96QS3
Q8TAU0	Q96QS3
O60315	Q99453
P31314	Q99453
O43763	Q99811
P31314	Q99811
Q15699	Q9BZE3
P49640	Q9GZZ0
O60902	Q9H161
Q12837	Q9H161
Q96QS3	Q9H2W2
Q8NFW5	Q9NYD6
P43699	Q9NZR4
P49335	Q9NZR4
Q99811	Q9NZR4
Q8IWV2	Q9P2J2
Q96QS3	Q9UBC0
Q8NFW5	Q9UIW0
Q15911	Q9UKY1
P50222	Q9UMQ3
Q03014	Q9UMQ3
O14627	Q9Y2V3
O95757	P0DMV8
O95757	P0DMV9
P48741	Q92598
A6NJZ7	O43295
A6NNM3	O43295
A6NJZ7	O75044
A6NNM3	O75044
A6NJZ7	P06241
A6NNM3	P06241
Q13191	Q6EEV6
A6NJZ7	Q7Z6B7
A6NNM3	Q7Z6B7
O43295	Q9UFD9
O75044	Q9UFD9
P06241	Q9UFD9
Q7Z6B7	Q9UFD9
P35240	Q13188
Q6NXE6	Q9NSA3
Q8WUD1	Q9HBH0
P21583	P29460
P00736	Q86UP6
Q12851	Q9UKE5
P09529	Q92835
O15259	Q96M93
Q16676	Q9HCE7
P08047	Q9NR09
P51617	Q8NI38
Q6P9H4	Q96QZ7
P29762	Q96R05
Q9H2X3	Q9NZS2
Q8N6P7	Q92752
Q99578	Q9NZN5
Q712K3	Q9Y4K3
O00499	Q5TCZ1
P35968	Q8IUL8
O95727	P00533
P01024	P10747
O43248	P35548
P35225	P42081
P46531	P78545
Q00444	Q9UPW6
P32238	Q9Y2T6
P31483	P38159
O60858	Q13404
Q04771	Q14623
Q96A47	Q9HCK4
P11309	P19525
P25021	P46094
Q99767	Q9HCM4
P46094	Q9NPC1
P02775	P55773
P37173	Q14210
Q07960	Q14344
Q15058	Q9H4B7
Q96L93	Q9UJT1
O60563	P20794
P16144	Q14623
P07996	P19878
O95390	P36897
Q06187	Q9NR80
