O00273	Q9GZV5
Q00889	Q6K0P9
Q00987	Q9H8T0
Q03164	Q9BZE0
Q04206	Q14005
Q05655	Q9UI10
Q09472	Q9UM73
Q14012	Q96PM5
Q14247	Q9H204
Q14764	Q15599
Q15596	Q9UKV0
Q15784	Q7L8C5
Q15942	Q9UMD9
Q16576	Q92993
Q8IUD2	Q96NE9
O00151	Q13569
O00160	P04440
O00170	P50502
Q8N163	Q9BW11
O00254	O75369
Q8NHQ1	Q96KG9
Q8NHY5	Q92547
Q8WUM4	Q92569
Q8WWR8	Q96AQ6
Q8WXI2	Q9UHC6
O00308	P28482
Q96EB6	Q9Y2Y9
Q96L91	Q9BQG0
Q9BXH1	Q9UM63
Q9H992	Q9Y2I7
Q9P1A6	Q9UHI7
Q9UI15	Q9UPY6
O14965	P40763
O14976	Q05066
O15111	P14868
O15169	Q6PGQ7
O15264	P38936
O15265	Q9NV56
O15294	P17480
O15525	P63279
O43157	P15498
O43255	P05549
O43422	Q96I59
O43439	Q9H0M0
O43491	Q9NRR5
O43505	Q9P2S2
O43809	P07910
O43889	P14921
O60613	Q99598
O60674	P13236
O60869	Q13765
O60934	P07992
O75083	P14868
O75251	Q14353
O75914	P07766
O94874	Q9UQN3
O95551	Q7Z3U7
O95714	Q14203
O95967	Q9Y646
O96019	Q14974
P00747	Q9BSJ6
P01374	Q00653
P02786	Q14653
P03956	P24347
P04004	Q99828
P04637	Q9C035
P05129	P11274
P05141	Q96AG4
P06396	Q13485
P06396	Q9ULJ8
P06748	Q12982
P07196	Q14206
P07550	P28482
P07814	Q86Y07
P08631	P31785
P09874	P49815
P09936	Q99689
P10412	Q9H1R2
P10636	Q86SE5
P10746	P42025
P10826	Q06330
P11215	P30273
P11233	P40227
P11234	Q00613
P12110	Q9H0B8
P12235	Q15006
P12544	Q96P48
P12830	Q13634
P12956	P63279
P13224	P20941
P14625	Q9NPH5
P14868	P62244
P14923	Q10471
P15692	Q9Y5L2
P15976	P63279
P16333	Q92608
P17947	Q06481
P18433	P30530
P18433	Q13576
P20823	P24385
A6NHR9	Q6KC79
P22626	P78559
P23458	P27695
P26842	Q15750
P27361	Q9H307
P27816	Q12778
P28070	Q9H2X6
P29323	P52333
P30305	Q14103
P30876	P52657
P31689	P39687
P34972	Q9H694
P35222	Q08380
P35232	P45983
P45973	Q01201
P45973	Q16533
P46776	P54136
P48751	Q9BRR3
P49427	Q96L50
P49841	Q9NQU5
P49903	Q5BJF2
A0AVK6	Q9UBU7
P50750	Q8TEK3
P53365	Q09013
P61289	Q6QNY0
P61619	P62906
P62314	P68431
P68366	Q14160
Q12840	Q4AE62
Q13546	Q86WI3
Q14005	Q92793
Q15008	Q9BT78
Q15326	Q9NRR5
Q15365	Q9H074
Q15942	Q99700
Q5TAQ9	Q99988
Q6PL18	Q8IYA6
Q7L0J3	Q9P2S2
O00141	Q13571
Q8IYD8	Q92889
O00273	P35251
Q8WTT2	Q9BVP2
Q92529	Q9HCB6
Q92598	Q9NR30
Q92783	Q9BWU1
Q9BRK0	Q9ULB1
Q9HAV0	Q9HD26
O14646	Q14152
O14757	Q9Y2W1
O14879	Q9NUL5
O15534	P49810
O43749	Q9UKR3
O43765	Q9NSE2
O60216	O94915
O75323	Q969E8
O75410	Q53HL2
O75592	Q07864
O75792	P0C0S5
O95819	Q96RL7
O95863	P40763
P00338	P62891
P00558	Q12769
P00736	P02452
P08047	Q99750
P08069	P29323
P08235	Q8IVL0
P09917	Q9NPF8
P09936	Q92466
P11387	P19447
P11388	P35658
P13224	Q92552
P14136	P55899
P15531	Q9H3K6
P17987	P51532
P18847	P31483
P20273	Q9NRF2
P24534	Q8NAA4
P24593	Q8IWU6
P25963	P55055
P27635	P36542
P29074	Q9NZM4
P30307	P51170
P31269	Q14160
P31751	Q96KK3
P38919	P40763
P43487	Q86Y07
P45984	Q00610
P46199	P62875
P47897	Q92844
P48023	Q4AE62
P49368	Q9Y5P8
P49411	Q06830
P49815	Q9UMX0
P50549	Q9NQ31
P51617	Q8IW41
P52757	Q9Y2A7
P55212	Q8NF91
P0DP23	Q9C0K7
P0DP24	Q9C0K7
P0DP25	Q9C0K7
P68366	Q9NX00
P83916	Q01196
Q00889	Q8TC59
Q01201	Q9H0M0
Q03112	Q06455
Q13576	Q9Y6R4
Q13976	Q5TD97
Q14596	Q9BZH6
Q15418	Q969V6
Q562F6	Q9H410
Q5T5U3	Q9NZI8
Q8IZD9	Q9Y5X2
Q969D9	Q9P0J0
O00470	Q8NB16
O00512	Q92597
Q9GZY6	Q9HBG7
O14639	Q9H8W4
O14641	Q16625
O14733	Q9H1R3
O14907	P98161
O15169	P00533
O15354	Q00535
O15442	O75962
O43164	Q13616
O43318	P53621
O43463	Q14186
O43491	O43896
O43593	Q9UJW3
O60264	Q99873
O60508	Q01130
A6BM72	P28799
O75592	Q8N6R0
O94832	Q9NVI7
O95402	Q15370
O95406	Q10472
O95478	Q14692
O95551	P53007
O96013	Q96PU5
P01112	Q5VVH5
P04083	P08581
P05019	P20774
P05186	P62701
P06733	Q5EG05
P07339	P46459
P09017	Q92793
P09769	P14923
P11021	Q13885
P12755	Q04724
P15529	Q08722
P19105	P60866
P19338	P26885
P19878	P21359
P27361	Q96ST3
P28827	Q86UL8
P29597	P49407
P30307	Q00597
P31943	P62899
P34982	P47775
P38432	Q08043
P40763	Q13094
P42681	Q9NSE2
P42768	P62937
P43246	Q13490
P49720	Q9Y266
P49790	Q05519
P53667	Q07002
P55008	Q9Y5Q3
P55084	Q9P035
P55210	Q13315
P58107	P63173
P60484	Q9Y243
P60520	Q5MNZ9
P68036	Q16611
P78314	P78352
P78356	Q9NRD5
P98175	Q9H8S9
Q00653	Q99704
Q01082	Q12959
Q01082	Q15464
Q01094	Q9UHV2
Q01851	Q14258
Q05397	Q9H8V3
Q07021	Q8WUI4
Q07343	Q8IYX8
Q07960	Q8NHJ6
Q09472	Q14978
Q09472	Q6NXT2
Q12830	Q9NSI6
Q13285	Q7Z3K3
Q13542	Q8TEQ6
Q13596	Q14974
Q13950	Q8IW19
Q14008	Q9NZQ3
Q14186	Q9H1K1
Q14194	Q9UPA5
Q14565	Q9Y265
Q14677	Q9BUN8
Q15109	Q969H4
Q15233	Q9H8S9
Q15438	Q9Y490
Q15554	Q7LG56
Q15773	Q7L2E3
Q5VWQ8	Q9NVI1
Q6GQQ9	Q9UHD2
Q8IW70	Q9UJD0
Q8NEM2	Q9UMS4
O00198	P49810
O00257	P61086
O00299	Q9UL19
Q8WYA1	Q96RK4
Q92574	Q9HAP2
Q92636	Q96FW1
Q92698	Q96R06
Q92793	Q9ULW6
Q92837	Q9UKA4
Q96SB3	Q99459
Q99471	Q9NTJ3
Q99969	Q9H1C3
Q9H1R2	Q9UQ26
Q9NPA2	Q9Y5R2
Q9P0U3	Q9UBW7
O00754	Q9ULZ3
O14492	P21802
O14525	P07197
O14777	Q9BWT6
O14782	P00558
O15143	P00736
O15379	P08235
O15530	P42224
O43251	Q13049
O43318	O60763
O43396	P62633
O43439	Q92828
O43482	Q8N0S6
O43639	P17252
O43663	Q9HAW4
O43683	P35221
O43719	Q15459
O60404	Q9UGM5
O75509	Q92529
O75592	Q96JH8
O75663	P29350
O75943	Q06609
O75973	P24855
O76024	Q07092
O94776	P18887
O94805	Q12952
O94805	Q9UPT9
O94906	P26640
O94921	Q12802
O95239	Q9Y242
O95352	P26640
O95352	Q08AD1
O95405	Q14684
O95751	Q9C040
O95813	Q9H694
O95863	P11473
P02452	P02787
P02462	Q13636
P03372	P81133
P04350	Q9UKE5
P04637	Q99689
P04637	Q9NP31
P05388	Q9Y4K3
P05549	Q7Z6M2
P06576	P35250
P06753	P17858
P07196	Q99963
P07550	Q9C0H9
P07737	Q969G3
P07910	P31749
P07910	Q9ULX6
P0DMV9	Q9H2X6
P08238	Q5VYK3
P09619	P25105
P09884	P18887
P09914	P10914
P10243	Q7Z2E3
P10412	Q92988
P10916	P12829
P11021	Q9BSJ6
P11274	P15509
P11274	P54652
P12883	Q9Y224
P13671	Q9H1R2
P13807	Q9NRG4
P14317	P98171
P14416	P41594
P14868	Q07889
P15169	Q12840
P15391	Q9NZL6
P15407	Q9BXS5
P15531	P39687
P15923	Q9HCS4
P16104	P30305
P16234	P41145
P17252	Q08AM6
P17600	Q05586
P17676	Q969S8
P17858	P61619
P17987	Q99623
P18887	Q99638
P19022	Q8WUI4
P19438	Q9NRR5
P20248	P36873
P20248	Q15418
P20248	Q92560
P20265	Q9Y3M2
P20336	Q96F07
P21333	Q9P2M7
P22314	Q13535
P23443	Q9UMX0
P24534	P60983
P26358	Q05516
P27635	Q12851
P27986	Q9Y371
P28347	Q01543
P29353	P40933
P29374	Q9Y605
P30153	P49821
P30281	P48443
P30419	Q16825
P31260	P31994
P31749	Q9NRL3
P31994	P78324
P32926	P36952
P35070	Q7Z7G1
P35228	Q96J02
P35236	Q93045
P35244	Q92820
P35908	Q15517
P36897	Q93063
P41235	Q96G25
P41252	P62906
P42262	P45379
P42262	P49840
P42704	Q96L91
P43146	Q9ULW0
P45983	Q6R327
P45984	Q14790
P46459	Q99574
P47813	Q14240
P50402	Q9Y3M2
P50613	Q96PU4
P52732	Q9NXR1
P56545	Q92585
P60900	Q99871
P62258	Q9BZF9
P67870	Q92560
Q00403	Q9UK53
Q01201	Q13155
Q12851	Q15758
Q13526	Q96DE5
Q13576	Q9UJF2
Q13950	Q7Z7E8
Q14151	Q8WUM4
Q16512	Q9UFG5
Q6P597	Q8N3F8
O00213	P41222
Q9BRR3	Q9BV47
O00487	Q92769
O00560	Q01968
Q9GZV5	Q9NSK0
Q9UK39	Q9Y2B4
O14757	Q9H4A3
O14786	P02462
O14828	Q7Z7G1
O15303	P51582
O15357	Q08209
O15379	P78396
O15392	Q92820
O43301	Q8NCB2
O43439	P23142
O43491	Q6P597
O60921	O75293
O75170	Q93062
O75347	Q92552
O75368	Q92743
O75593	P60709
O94829	Q8TEX9
O95613	Q9H2S1
P00558	Q70YC5
P0DML2	Q8NCN5
P0DML3	Q8NCN5
P01584	P19875
P02686	Q13574
P02746	P32455
P02795	P04792
P04004	Q13352
P04637	Q16584
P05549	Q9H4L4
P06213	Q9Y2R2
P07437	Q92769
P07814	P46777
P10124	Q9UL01
P10415	Q16667
P10523	P42166
P11388	Q9H2X6
P14921	Q05086
P14923	Q03393
P15884	Q9BQJ4
P18848	P19388
P18859	Q8TBC4
P24844	Q9H0Q3
P26373	P62306
P29590	Q9UI36
P32121	P51124
P40763	Q66K89
P42263	P49683
P42684	Q9UKG1
P42771	P61978
P48023	Q15036
P49459	Q9UBS8
P50454	Q92831
P50750	P78396
P50914	Q15758
P51843	Q9BT78
P51888	Q06828
P52757	Q7Z7G1
P52815	Q92616
P53680	Q13163
P53779	Q8TAP4
P54727	P55210
P61204	Q00535
P61619	Q9HBW0
P62140	P62899
P62266	Q9UL15
P62308	Q14061
P62906	Q13546
P62942	Q9UMX0
P63010	Q05639
P63104	Q15078
P63104	Q7Z2E3
P63244	Q86WV1
P84074	Q01814
P98077	Q02297
Q00325	Q9Y6U3
Q00587	Q8WWR8
Q00839	Q9H211
Q00987	Q99623
Q01995	Q9NRA1
Q02078	Q9Y3V2
Q03169	Q14164
Q03431	Q8N5S9
Q04206	Q9Y3M8
Q04759	Q7Z406
Q05086	Q99942
Q05193	Q6WCQ1
Q06330	Q969S8
Q07955	Q96MT8
Q12778	Q8IXJ9
Q13435	Q5JUX0
Q13435	Q9P2K8
Q13509	Q9BXF6
Q13569	Q92889
Q13885	Q9BZJ0
Q14103	Q9BUB5
Q14118	Q16832
Q15036	Q9P1A6
Q15057	Q9UKI8
Q16613	Q7KZI7
Q16656	Q96EB6
Q16849	Q9BRK0
Q3YEC7	Q8WWR8
Q562F6	Q8IX90
Q6EMB2	Q7Z406
Q6NZI2	Q8WX93
Q6PCD5	Q9Y297
Q71UM5	Q9UDY8
Q86YZ3	Q9GZV5
O00141	O95166
Q8N126	Q8N3J6
Q8NFZ5	Q92985
O00294	Q9H8V3
Q8TEX9	Q9UHI6
Q8TF05	Q969G3
Q8WU20	Q9BYG5
Q8WWR8	Q9H5Z6
Q92597	Q9H0R8
Q92783	Q9NVC6
Q92889	Q96HS1
O00311	Q9UL03
O00470	Q7L5N1
Q99623	Q9UBL3
Q9BUX1	Q9NWB1
Q9BV68	Q9BY78
Q9BVI0	Q9UNL4
Q9BX63	Q9HBM1
O00487	Q13362
O00505	Q13625
O00626	P51659
Q9H7B4	Q9HCS7
Q9H7B4	Q9Y5B0
Q9HAV5	Q9UHD2
Q9NWB1	Q9Y2Y4
Q9NZU7	Q9Y6K8
Q9UK32	Q9UK39
Q9ULB1	Q9Y624
O14493	O43291
O14508	P23467
O14512	Q9NYQ7
O14513	Q9BXM0
O14641	P56645
O14745	P08238
O14745	Q92963
O14786	Q9UM54
O14842	P49795
O14920	P27540
O14964	P49761
O14981	Q04206
O15056	Q9ULD4
O15111	Q13033
O15371	P02786
O43251	O75170
O43474	Q99708
O43482	Q13177
O43592	P11441
O43639	P04083
O43699	O75578
O43809	Q16621
O43819	P56192
O43819	Q9NYL9
O43924	Q9NZL6
O60238	P06493
O60504	O96013
O60518	P02786
O60563	P22736
O60610	Q13017
O75044	Q16891
O75382	P35222
O75474	P15941
O75592	Q5VTL8
O75674	P62851
O75689	Q13393
O75781	Q9BT88
O75832	P10275
O76024	P41271
O94906	P23246
O95352	P41250
O95379	P16871
P00519	P07766
P00558	Q99784
P00750	P15918
P01116	P41594
P01732	P30101
P02649	P05112
P04049	Q9HC77
P04406	Q13501
P04637	P52655
P05141	P68400
P05204	P26367
P05412	P35398
P06702	P39019
P06753	Q92793
P07101	Q9NQ31
P07900	P78347
P07948	Q16584
P08238	P78560
P08631	Q9Y2R2
P09017	P49917
P09471	Q9NWB1
P09651	Q9NTJ4
P10809	Q9UBT2
P10827	Q9Y467
P11274	Q13813
P11362	P37802
P11387	Q13867
P11717	Q7Z3U7
P11926	P27708
P11940	Q9BQE3
P12931	Q9UBN4
P13500	P49682
P14635	Q13535
P14770	Q8WWW0
P14778	Q15399
P15259	Q9NPC6
P15391	P63267
P16885	P52735
P17081	Q8NFJ9
P17480	P18846
P17813	Q9HBW0
P17947	Q9UBW7
P19397	Q9H3G5
P19784	Q00534
P20226	Q96PM5
P20333	Q9NQC7
P21246	P51911
P21359	P49810
P21579	Q16643
P22607	Q99584
P23193	P25788
P23246	Q4LE39
P24588	Q14318
P24723	Q8IYK8
P25054	Q92934
P25205	Q99729
P26006	P56537
P26368	P46108
P26447	P62081
P27361	Q13950
P29350	Q9Y566
P29536	Q6NZI2
P29692	P62269
P30153	P49327
P31947	Q01538
P31949	Q6WKZ4
P32121	Q15056
P33076	Q12772
P33241	Q92619
P34931	Q16082
P34932	Q9HC29
P35221	P42566
P35611	Q7Z7L7
P36406	Q8IUH5
P37802	P40121
P41279	P50750
P42229	P53355
P43115	Q02577
P43146	Q92769
P43246	Q13564
P43487	Q13242
P46087	P51571
P46527	Q9UHV2
P46934	Q13164
P46940	Q5VT25
P47756	Q00325
P47888	Q9Y3X0
P48059	Q6R327
P48552	Q9UJU2
P48556	P49368
P49418	Q8WUM4
P50748	Q14566
P50990	Q9NY27
P52292	Q00403
P53805	P62070
P55055	Q9H0E9
P55060	P83916
P60484	Q9UNH5
P61244	Q99081
P61247	Q9BWT7
P61978	Q9UPT6
P0DP23	Q9UL42
P0DP24	Q9UL42
P0DP25	Q9UL42
P62258	Q9NV56
P62487	Q16587
P62508	Q8NHQ1
P62750	Q9UI26
P63165	Q9BUB5
P78314	Q7Z7G1
P78368	Q05066
P78396	Q6UWZ7
P84077	Q96KP1
Q03060	Q09472
Q03181	Q9UHL9
Q04206	Q86VZ2
Q04864	Q8N9N2
A7KAX9	P11137
Q13115	Q14160
Q13227	Q15532
Q13283	Q9C0H9
Q13285	Q14209
Q14031	Q15389
Q15172	Q15555
Q15262	Q7KZ85
Q15311	Q92574
Q15397	Q9H0A0
Q16832	Q9H5V8
Q2M1Z3	Q7L576
Q6PD62	Q9Y5Z7
Q6PGP7	Q9Y547
Q7Z6Z7	Q9H160
Q92625	Q92870
Q92845	Q9UL68
O00418	P63151
O00445	O95665
O00631	P47775
Q9H204	Q9Y283
Q9NUP9	Q9P0N8
Q9UHW9	Q9Y5Y9
O14561	Q9Y6M9
O14745	Q14344
O14745	Q96HU1
O14910	Q9NZN5
O14976	P20711
O15143	Q99836
O15239	P13073
O15357	Q8WV28
O15393	P43364
O15455	O95999
O15514	Q16763
O43493	O75369
O43557	P25445
O43609	Q9NZQ3
O43791	Q13501
O43914	P07711
O60260	Q9UBK2
O60404	O95925
O60504	P51452
O60566	P15927
O60573	Q5T681
O60825	O75628
O75061	Q15027
O75475	P26368
O75781	Q9HBZ2
O76064	Q8N2W9
O94888	P08238
O95571	Q12905
O95816	P50502
P00374	Q01130
P00533	Q99640
P00540	P15169
P01138	P22694
P01308	P32745
P04637	P14317
P04637	Q15633
P05155	P30273
P05162	Q9NQC7
P05387	Q13546
P05388	Q9UBF6
P06239	P51124
P06454	Q99759
P06702	Q9BRG2
P08047	P23396
P08514	Q06124
P09211	P48594
P10828	Q12873
P10914	Q05397
P11387	P52597
P11509	Q9NZP6
P13639	Q9UBB9
P13645	Q6NZY4
P15311	P40763
P15336	Q13363
P15498	P63261
P17081	Q8ND90
P17936	P36955
P17987	P46782
P18545	Q14185
P18850	Q01543
P19878	P61201
P20340	P52564
P20749	Q99967
P20810	Q13087
P22736	P68133
P23142	Q5T686
P23381	Q07325
P25054	P39687
P25963	Q8WUM4
P26010	Q92800
P26012	Q9Y4G6
P28482	Q13158
P31689	P54253
P31749	Q01105
P32121	Q96IZ0
P32455	Q9BWW8
P33176	Q9Y3C0
P35222	Q9NZ42
P36542	P49720
P36542	P49903
P39748	Q9BW27
P39748	Q9Y253
P41240	P78352
P41743	Q8WUM4
P42685	Q9UBU8
P42771	Q8WYH8
P42858	P98170
P43146	Q05655
P43268	Q9UJU2
P46531	Q7KZF4
P47869	Q9UI15
P48729	Q86X27
P49327	P54652
P49760	Q86X27
P49841	Q01813
P50591	Q8N488
P51398	Q08211
P51398	Q6PL18
P51587	Q9UJX3
P52630	Q14289
P52926	Q96L73
P53350	Q86YC2
P55209	Q9BYX4
P55211	Q9C0K7
P55854	P61024
P55916	Q9H0B6
P60903	Q5D862
P60953	Q02156
P0DP23	Q9BV68
P0DP24	Q9BV68
P0DP25	Q9BV68
P62258	Q92797
P62277	Q12851
P62306	Q99832
P62333	Q9H992
P62487	Q8TEY7
P62491	Q8IYU8
P62851	P68104
P63096	Q9P241
P63279	Q86TM6
P78527	Q8WUI4
P78545	P84243
Q00005	Q7Z434
Q03112	Q9UJU2
Q09472	Q6IA86
Q12879	Q96B97
Q12933	Q99933
Q13233	Q86WI3
Q13233	Q9BZE1
Q13233	Q9H6Y2
Q13485	Q6PD62
Q13546	Q99933
Q13573	Q96T58
Q13765	Q14790
Q13887	Q99733
Q13950	Q14005
Q14008	Q96RL7
Q14103	Q9Y2W1
Q14315	Q9Y3C5
Q14498	Q9HD15
Q14934	Q6WCQ1
Q15185	Q15910
Q15398	Q9BX63
Q15418	Q9HBH9
Q16254	Q9NY61
Q16576	Q9NQ92
Q6WCQ1	Q96CW1
C9JL84	Q9NYV7
Q7L1I2	Q9Y4C0
Q7Z7G1	Q8WV28
Q8N1L9	Q9NQB0
Q8N3U4	Q9BW11
Q8N414	Q92561
Q8NCQ8	Q96CW1
Q8ND76	Q92574
Q8ND76	Q9NYF8
O00186	Q15041
O00303	P42766
Q8TEB1	Q9Y6K9
Q92793	Q96RU7
Q93009	Q9BXW9
O00401	P05106
O00401	P52565
O00411	P62269
O00444	O96020
Q96G23	Q9UBN7
Q96KB5	Q9NYP9
Q96NE9	Q9P2M7
Q99616	Q9H306
Q9BV47	Q9Y463
Q9BZI7	Q9H9D4
Q9BZM6	Q9Y6N8
O00626	P22362
Q9H171	Q9ULV4
Q9UM19	Q9Y6V0
O14508	P00519
O14512	Q92988
O14646	P12755
O14933	Q9UHD9
O15068	Q9UKI2
O15105	Q00403
O15111	P05231
O15126	Q07889
O15160	P62280
O15264	Q07954
O15265	P21675
O15294	Q16512
O15355	Q15645
O15400	Q8N4C7
O15427	Q03405
O15442	Q14204
O15503	Q96RN5
O43143	Q92499
O43143	Q9BUL8
O43184	P29376
O43236	P02787
O43295	P10275
O43307	O43541
O43353	P29728
O43379	O60239
O43379	P45985
O43396	Q9UBT2
O43684	P84103
O43707	Q13576
O43813	P23515
O60248	P05187
O60359	Q9NYX4
O60573	Q96EN9
O75037	Q16849
A6NC78	Q02156
O75293	O95835
O75419	Q8N163
O75444	P04637
O75493	P46459
O75578	P08709
O75582	P10415
O75608	P25788
O75689	P01112
O75689	P35606
O75751	Q9NWQ8
O75909	P36956
O75928	Q13867
O75940	Q01201
O94761	Q9Y6B2
O94806	P31749
O94832	Q12851
O95071	P33076
O95400	Q9Y5X1
O95466	Q12873
O95633	P27986
O95925	P42262
O95965	P35555
O95970	Q12879
O95990	P42262
O95996	Q9UJU2
O95997	Q96DE5
O96013	Q9Y2W1
P00747	P02461
P01350	Q99801
P02656	P31327
P02686	P23142
P04626	Q9UER7
P04626	Q9ULW0
P04637	Q9C000
P05388	P10523
P05814	P35813
P06400	Q9UHL9
P07197	P50993
P07766	P48059
P08238	P35813
P08238	P49407
P08581	Q15796
P09326	P28907
P09471	Q05639
P09497	Q92598
P0C6A0	Q09472
P10243	P11473
P10599	P31151
P10599	P49459
P11308	P16298
P12272	P98175
P12757	Q12955
P13164	Q9NUL5
P13236	P13611
P13591	P42262
P13612	Q96RU7
P15056	Q8NEB9
P15498	P63010
P15882	Q7Z7G1
P15882	Q9BXW6
P15882	Q9UL42
P16591	Q96S53
P17987	Q9UDY4
P18827	P25024
P19174	P68400
P19388	Q9HCS7
P19419	P21796
P20290	P23443
P21127	Q9NWT1
P22003	P55107
P23396	Q01105
P25208	P48436
P25440	Q03164
P25788	Q14677
P25963	Q8N108
P27824	Q06481
P28360	Q6P1X5
P28482	Q14155
P29074	Q9ULD4
P29375	Q8WY36
P29590	Q9UHB7
P30793	P61011
P31749	Q13242
P31947	Q8WXK3
P34932	Q9Y6H5
P38398	Q13112
P40939	P48556
P42229	Q99962
P42285	P62829
P42679	Q9UQF2
P43003	Q00325
P45985	P49841
P46109	Q96JZ2
P48730	Q96S44
P49407	Q12929
P49418	Q01968
P49427	Q8N3Y1
P0DP23	P49619
P0DP24	P49619
P0DP25	P49619
P49721	Q5JR59
P49761	P49815
P50552	Q9Y6F6
P50748	Q96GD4
P51451	P54753
P51571	Q9UL15
P51608	P62140
P51608	Q9UKG1
P51610	P68371
P51610	Q4LE39
P51617	Q9BV68
P51665	P53597
P51692	Q6PKX4
P51813	Q15052
P52306	Q14185
P52333	Q15369
P52434	Q13616
P52564	Q14790
P52566	Q16539
P52735	P63261
P52907	Q9H992
P52961	Q96E93
P53618	Q96CX2
P53677	P56377
P53778	Q12852
P53779	Q9NZN3
P54132	Q96PM5
P54259	Q96HD1
B3KU38	P54727
P0DPB3	P54727
P55060	P56192
P55209	Q9Y6B2
P55899	Q9BV40
P56279	Q9H8T0
P56945	Q9UPT6
P59046	P62910
P60763	Q9BYG4
P60903	Q86SG5
P61011	Q8WVM8
P61224	P62913
P61289	Q92994
P61764	Q99574
P61964	Q06546
P61970	Q00535
P62140	Q13490
P62195	Q92759
P62258	Q96B97
P62277	Q92896
P62308	Q15058
P62745	Q6ZSZ5
P62899	Q9H3K6
P62995	Q7Z460
P63104	Q96G27
P63208	Q92890
P68104	Q8IWZ6
P68400	Q9NZ52
P78317	Q15185
P98179	Q15012
Q00535	Q07866
Q00535	Q9Y4K3
Q00536	Q32P44
Q00597	Q9NQN1
Q00613	Q12962
Q01082	Q9NTJ3
Q02078	Q9UEW8
Q02127	Q9H3N8
Q04206	Q8N108
Q04864	Q8WXF1
Q05193	Q9NQ35
Q05195	Q09472
Q07020	Q9Y4K3
Q07108	Q13094
Q07352	Q9NSK0
Q07869	Q63ZY3
Q09013	Q9UKD1
Q13127	Q13485
Q13185	Q16777
Q13224	Q15121
Q13232	Q9NPQ8
Q13332	Q9NS73
Q13367	Q9UPU3
Q13370	Q13936
Q13416	Q8WWL7
Q13501	Q16816
Q13536	Q9NS85
Q13564	Q9Y5A7
Q13573	Q15596
Q13813	Q96G01
Q13885	Q9UNH7
Q13901	Q9BUL8
Q14008	Q99259
Q14526	Q92793
Q14566	Q9BQ67
Q15038	Q92530
Q15049	Q9H313
Q15052	Q92569
Q15109	Q8N4C8
Q15418	Q9H1I8
Q15464	Q7Z7G1
Q15464	Q9NX09
Q15569	Q96TC7
Q15910	Q9NVC6
Q16515	Q9NTI2
Q16539	Q9NR09
Q16555	Q96G01
Q16620	Q99784
Q16623	Q9UM19
Q16643	Q9NWS0
Q16643	Q9UBC5
Q16658	Q86YZ3
Q16825	Q9H5V8
Q4G0S7	Q96HE9
Q53ET0	Q9Y2W1
Q53G59	Q8N961
Q58WW2	Q9UBW8
Q5TCQ9	Q9HD26
Q66K89	Q92905
Q68CP9	Q92769
Q6K0P9	Q9NRM0
Q7Z7G1	Q8N5H7
Q86WP2	Q8IXK0
Q86X27	Q8IUD2
O00141	Q9BXL7
Q8IYX8	Q96D09
Q8IZD9	Q9UPU3
Q8N3C0	Q99966
Q8N3J6	Q9BY67
Q8N7W2	Q9NWB1
Q8NCG5	Q9P1A6
O00213	Q9Y4B4
O00255	P48729
O00267	Q07864
Q8NI27	Q96CQ1
Q8TBX8	Q9NR96
Q8TF01	Q9UGP8
Q8WWR8	Q96HB5
Q8WXS3	Q99767
Q92608	Q9NR80
Q92754	Q9UBE0
Q92973	Q9UIA9
O00418	Q15118
O00444	Q9UK53
O00459	Q9H4P4
Q96G01	Q9H0D6
Q96NT1	Q9BXW9
Q96RK0	Q99700
Q96RS0	Q9H944
Q96TC7	Q9NYF8
Q99726	Q9BTY7
Q9BRR9	Q9UBW5
Q9BZE4	Q9Y333
Q9BZK7	Q9Y294
Q9GZL7	Q9NWT1
O00555	Q9Y4C0
O00750	P04083
Q9HAP6	Q9UHC6
Q9NR33	Q9Y6J9
Q9NRZ9	Q9Y5N6
Q9NSC2	Q9UER7
Q9NYV7	Q9Y278
Q9NZC7	Q9ULJ6
Q9P2W1	Q9Y6Q9
Q9UJM3	Q9UKG1
Q9UL68	Q9Y316
O14558	P46937
O14599	Q9GZQ8
O14617	Q04637
O14625	P61073
O14686	P35637
O14867	Q9GZX5
O14908	P98077
O14908	Q14164
O14920	Q92598
O14920	Q9HB96
O14964	Q92673
O14965	Q6PL18
O15020	Q562R1
O15056	Q8IVH8
O15061	P62736
O15105	Q12931
O15105	Q14192
O15146	P12931
O15151	Q8N2W9
O15162	P06239
O15350	P06239
O15353	Q99801
O15393	P06396
O15530	Q9BY77
O43294	Q6UWY5
O43390	Q8WU90
O43439	P37231
O43439	P51610
O43447	P09661
O43504	P48556
O43719	Q9NZI8
O60359	P35030
O60437	Q8IXJ9
O60500	Q08345
O60502	Q8TEY7
O60506	Q9BYZ2
O60613	P28066
O60613	Q9H992
O60733	P55017
O60733	Q9Y6X6
O60825	Q13002
O60921	P28715
O75323	P41145
O75326	O75973
O75326	Q07912
O75334	Q01082
O75362	Q13287
O75400	Q9BWJ5
O75486	Q9NRF9
O75493	Q8TEL6
O75494	Q9UPU9
O75586	Q00653
O75592	Q9UKA4
O75688	P42224
O76064	Q99743
O76064	Q9H0E9
O94761	Q13887
O94805	Q92561
O94826	Q03113
O94906	Q07960
O94956	P28068
O94985	P10636
O94992	Q9Y5X4
O95071	P49407
O95163	Q12923
O95405	Q09472
O95405	Q12972
O95561	Q9NQR9
O95571	P20226
