Q14494	Q9ULX9
P26640	Q09019
P61758	Q504Q3
O43172	P61758
P55072	Q96JH7
P15311	Q6ZVD8
Q14191	Q8TAF3
P31946	Q70EL4
P31946	Q8NFA0
P31946	Q8TBZ3
P62258	Q70EL4
Q04917	Q70EL4
P62068	Q04917
Q04917	Q7KZI7
Q04917	Q8TBZ3
Q04917	Q09019
P17028	P51784
O43670	Q93009
Q70EL3	Q71U36
Q01804	Q71U36
Q71U36	Q8NFA0
Q12894	Q9P275
Q12894	Q13283
Q14BN4	Q9UGI0
P51784	Q93009
Q15170	Q93009
Q93009	Q96EI5
O00303	P48634
P11441	P46379
Q70CQ1	Q92504
P18615	Q8TAF3
P35658	Q13283
P35658	Q9UN86
P35658	P78406
Q16204	Q93009
Q7L5N1	Q93034
Q92667	Q93009
Q15428	Q70EL2
P78406	Q15428
P55199	Q5W0Q7
P51784	Q96G74
P51784	Q9P2N7
P51784	Q96EI5
Q14683	Q92995
Q14683	Q8NFA0
P11441	Q92995
Q13283	Q6FI13
Q99880	Q9Y5T5
Q96SU4	Q99880
Q02978	Q9NWV8
P78539	Q8WZ19
O94782	P37802
Q13620	Q92905
Q13620	Q7L5N1
Q13620	Q8TAF3
Q13619	Q92905
Q13619	Q7L5N1
Q13618	Q92905
Q13618	Q7L5N1
Q13617	Q92905
Q13617	Q7L5N1
Q13617	Q15170
Q13616	Q92905
Q13616	Q7L5N1
Q13616	Q9BXB5
O15294	Q92560
O15294	Q9Y297
O15294	Q9UKB1
P51784	P78406
P78406	Q93009
O14929	Q92560
O14929	Q13283
Q92905	Q9UNS2
Q7L5N1	Q9UNS2
O14936	Q9UM82
O14936	Q96RL1
O00442	Q70EL2
O43805	Q9UM82
O60516	Q92560
P63167	Q4VCS5
O95271	Q9NWV8
Q14152	Q9Y6I4
Q14152	Q8TAF3
O15372	P55884
O00303	P55884
P55884	Q9Y6I4
O15372	Q99613
O00303	Q99613
Q99613	Q9Y2K6
Q99613	Q9Y6I4
O15371	O15372
O00303	O15371
O15371	Q9Y6I4
O00303	O15372
O00303	Q9Y6I4
O00303	Q8TAF3
O00303	O75821
O75821	Q9Y6I4
O15372	Q9Y6I4
O15372	Q8TAF3
O15372	Q13347
O00303	Q13347
Q13347	Q9Y6I4
O15372	O75822
O00303	O75822
O43432	Q14694
O15372	O43432
O00303	O43432
O76013	Q01804
O76013	P40818
O75970	Q4VCS5
O94966	Q96I99
Q09019	Q96I99
O00487	Q9P2R7
O14910	Q4VCS5
P46940	P62068
P49915	Q9NWV8
P49915	Q15170
Q13501	Q14145
Q13564	Q96RL1
O75131	Q9H9J4
Q13523	Q53GS9
O43172	Q13523
Q96RL1	Q99829
O95714	Q9UGI0
O94966	O95714
O95714	Q9Y2K6
O95714	Q9Y5T5
O95714	Q9H9J4
O15460	Q09019
P54252	Q92995
P45974	Q92995
Q13228	Q9Y4E8
Q15572	Q9H5J8
Q53T94	Q9H5J8
Q15573	Q9H5J8
Q8TBC4	Q96RL1
O43290	Q53GS9
O43172	O43290
O43290	P78406
P54578	Q9Y5K5
P54578	Q93009
P35125	Q8NFA0
Q14694	Q9UN86
Q92995	Q9UQE7
O43172	Q9Y4E8
O43172	Q53GS9
O43172	Q13107
O43395	Q9Y4E8
O43395	Q53GS9
O43395	Q13107
O43172	O43395
O14737	Q15170
Q7KZI7	Q92974
O43684	P51784
O43684	Q93009
O75618	Q9UPT9
Q5VZL5	Q9P2N7
O95789	Q9P2N7
O95292	Q9Y2K6
O95292	Q96SU4
Q9P0L0	Q9Y2K6
Q96SU4	Q9P0L0
P61201	Q92905
P61201	Q7L5N1
P61201	Q9P2N7
P61201	Q96RL1
Q15645	Q8NFA0
P51784	Q14669
Q14669	Q93009
Q15029	Q53GS9
Q15599	Q6GQQ9
Q15599	Q6ZVD8
O60346	Q15599
O43396	Q9Y5K5
O43396	P54578
O75604	P36776
O14745	Q6ZVD8
O95218	Q53GS9
Q53GS9	Q96DI7
O43172	Q96DI7
P78406	Q9UDY2
Q53GS9	Q9BUQ8
O43172	Q9BUQ8
Q70CQ3	Q96PU8
O95819	Q9UGI0
O43687	Q13107
Q13107	Q9P0M2
O00303	O60573
O60573	Q13107
P51116	Q01804
P55786	Q01804
P55786	Q09019
O75351	Q9NWV8
Q01804	Q9UL15
Q96RL1	Q9UL15
O95817	Q4VCS5
O15160	Q9H5J8
O15160	P51784
O15160	Q8TBZ3
Q93009	Q9NXR7
Q4J6C6	Q9UPT9
O75694	Q6GQQ9
O75694	Q09019
O15013	Q8TAF3
Q8IWJ2	Q9UGI0
O75164	Q8TAF3
Q15048	Q92905
Q15048	Q7L5N1
Q14677	Q96FJ0
O95630	Q14677
Q14677	Q9BXB5
Q504Q3	Q8N1F7
P78406	Q8N1F7
O75170	Q70CQ1
O60306	Q96RU2
Q92905	Q9Y4B6
Q7L5N1	Q9Y4B6
Q5JY77	Q7KZI7
Q92995	Q9Y4C2
Q14145	Q9H2G2
Q53GS9	Q92620
Q14692	Q9H9J4
O75150	Q9Y4E8
Q14145	Q9UGI0
P51784	Q14145
Q14145	Q9Y297
Q14145	Q9BXB5
Q14680	Q9NWV8
Q15008	Q9Y5K5
P54578	Q15008
Q15008	Q9Y2K6
O43164	P62068
O94864	Q9UPT9
Q9UK80	Q9Y5S9
P78406	Q9Y5S9
P49790	P51784
P49790	Q9Y2K6
Q86T24	Q8TAF3
Q96S59	Q9H9J4
Q70CQ1	Q7Z6Z7
Q70EL3	Q7Z6Z7
Q7Z6Z7	Q93009
Q7Z6Z7	Q96JH7
P11441	Q7Z6Z7
Q7KZI7	Q9Y5P4
O15372	O15511
P51784	Q92878
Q92878	Q9H9J4
Q70EK8	Q92878
Q7L5N1	Q9UK73
O94966	P42704
P42704	Q70CQ1
P42704	Q9NXR7
Q8TBZ3	Q96CV9
O75787	Q9Y2K6
Q70EL3	Q9UJS0
Q9NXR7	Q9UJS0
Q9NWV8	Q9UJS0
P61289	Q92560
P61289	Q9H5J8
P61289	Q70EL4
P61289	Q8TAF3
P51784	Q99550
O00148	Q9NWV8
O00487	Q9Y5K5
O00487	P54578
Q92665	Q9H9J4
Q01804	Q9NQX3
O43172	Q9NQX3
P51784	Q7Z628
O00422	Q9BXB5
Q15459	Q70CQ3
P78406	Q15459
Q9BPX6	Q9NWV8
Q93009	Q9UQR0
P46937	Q4VCS5
Q96CW5	Q9Y297
Q96CW5	Q9UKB1
O43172	Q92802
O75521	Q9Y2K6
O43447	Q9Y4E8
O43447	Q13107
O43172	O43447
O43447	Q15020
O15212	O43172
O15212	Q9UM82
O75528	Q9UPT9
O15372	Q7L2H7
O75718	Q8TAF3
Q6ZVD8	Q99536
O00506	Q9P275
O14795	Q8TAF3
O95373	Q70CQ1
Q504Q3	Q99832
Q53GS9	Q6P2Q9
O43172	Q6P2Q9
O75317	Q9H074
Q12788	Q9P275
O95630	Q96FW1
P51784	Q9Y6Y0
Q9UPT9	Q9Y6J9
O75317	Q96B01
P62068	Q96B01
Q8TAF3	Q96B01
Q14694	Q92879
O95363	Q70EL2
O95363	Q9UN86
Q14344	Q9Y6I4
O75317	Q53GS9
O60502	Q9NQC7
Q9Y266	Q9Y297
Q9UKB1	Q9Y266
O43172	Q9UGL1
O43865	Q8TAC2
O43865	Q9H9J4
O43865	Q8TAF3
Q9BSJ2	Q9Y297
O76031	Q9Y297
O76031	Q9UKB1
O76031	Q9NWV8
Q9UK80	Q9Y2K6
O94966	Q93009
Q9P275	Q9UNX4
Q70EL4	Q9UNX4
P83876	Q53GS9
O43172	P83876
O60346	Q9Y2Z0
P78406	Q99627
Q70EL3	Q9Y4W6
O00193	Q7KZI7
O00193	Q8TAF3
P78406	Q12874
P83916	Q92560
P83916	Q6R6M4
P31948	Q70CQ1
Q07065	Q70EL3
O00303	Q8N3C0
Q8N3C0	Q8N6M0
Q13283	Q8N3C0
Q8N3C0	Q9UN86
Q7L5N1	Q92905
P78406	Q7L5N1
O94966	Q92616
O00303	Q16891
Q53GS9	Q8WVK2
O43172	Q8WVK2
P51665	Q16186
Q16186	Q9Y5K5
P54578	Q16186
O15504	P78406
O95260	P78406
Q13601	Q70CQ1
Q13601	Q8TEY7
Q13601	Q9H0E7
Q13283	Q9UNN5
P78406	Q9UNN5
Q93009	Q9Y496
O14802	P78406
Q09019	Q16543
P62312	Q9Y4E8
P62312	Q13107
O43172	P62312
P62312	Q15020
P46736	Q9Y5B9
P78406	Q9UMR2
Q13283	Q8WWM7
Q8WWM7	Q9UN86
O94966	Q99497
Q99497	Q9NWV8
Q8TAF3	Q9HCN4
Q13185	Q92560
A4D0S4	Q8WZ19
Q14145	Q9Y678
P21580	Q8WXI2
Q70CQ1	Q9UPN7
Q9NWV8	Q9Y2L1
Q70EL2	Q9UKM9
A5YKK6	Q9UPT9
O75643	Q53GS9
O75317	Q6ZVD8
P62068	Q6ZVD8
O60346	Q6ZVD8
Q6ZVD8	Q8TAF3
Q8N5D0	Q9Y6I4
P62068	Q9BS26
Q8NFA0	Q9BS26
Q96RL1	Q9BS26
O75592	P51784
O75592	P78406
O75592	Q8TAF3
A3KMH1	Q14145
O75122	Q7KZI7
Q2TAZ0	Q9NXR7
O15049	Q9Y2K6
Q70EL3	Q92621
P46736	Q15018
Q15018	Q93009
Q15018	Q9NWV8
Q15018	Q96RL1
Q9UKB1	Q9Y4P1
Q92995	Q96CS3
Q96CS3	Q96JH7
P11441	Q96CS3
Q10713	Q7KZI7
O60346	O75317
O60346	P62068
O60346	Q7KZI7
O60346	Q8TAF3
O60346	Q09019
O15084	Q9UK80
O15084	Q70CQ1
Q14137	Q8TAF3
Q7KZI7	Q9Y4B5
Q9UPT9	Q9Y2G5
O94889	Q92905
O94889	Q7L5N1
O75317	Q12769
O94966	Q12769
Q86T82	Q9UKB1
Q8TD16	Q9UGI0
Q7KZI7	Q9NQT8
P51784	Q6ICG6
P40818	Q9UPT9
Q4VCS5	Q96PU5
Q96AY4	Q9NXR7
O43159	Q53GS9
Q5W0Q7	Q9Y2F5
Q92560	Q96HN2
Q8TAC2	Q96HN2
Q8TAF3	Q96HN2
Q8IVD9	Q9P2N7
Q70CQ1	Q9UPY3
Q96EB6	Q9UPT9
O15034	Q9Y6I4
Q13283	Q5SRE5
P78406	Q5SRE5
O60346	Q14160
Q09019	Q14160
Q9H9J4	Q9UQ35
Q9BXB5	Q9UQ35
O94966	Q9Y5L0
P31944	Q96FW1
P31944	Q70EK8
Q70EL2	Q9ULV4
P37198	Q13283
P37198	Q9UN86
P37198	P78406
P78406	Q14181
O94806	P78406
O94966	Q14318
Q14318	Q9NXR7
Q13325	Q8TEY7
Q09019	Q9UET6
O94906	Q53GS9
O43172	O94906
Q9UH99	Q9Y2K6
Q9UH99	Q9Y297
Q9UH99	Q9UKB1
Q7L5N1	Q9Y3I1
Q9Y4E8	Q9Y4Z0
Q13107	Q9Y4Z0
O43172	Q9Y4Z0
Q15020	Q9Y4Z0
Q9UKB1	Q9Y4X5
P30044	Q9NWV8
Q9UGI0	Q9ULT8
Q9UGI0	Q9Y3A3
P78406	Q8IUR7
Q70CQ1	Q96FJ0
P78406	Q9BZL6
Q6NW34	Q9UN86
Q15020	Q6NW34
O95602	Q9H5J8
O95602	P51784
Q6UB35	Q70EL3
Q9H9A5	Q9UPT9
Q6IAN0	Q9NXR7
O43166	P51784
O75177	Q70CQ3
O75179	Q92560
P51784	Q6Y7W6
Q8WV16	Q92905
Q7L5N1	Q8WV16
Q8WV16	Q93009
Q8WWY3	Q9Y4E8
Q53GS9	Q8WWY3
Q13107	Q8WWY3
O43172	Q8WWY3
Q15020	Q8WWY3
Q9NVK5	Q9UGI0
Q8NEZ5	Q92905
Q7L5N1	Q8NEZ5
P21580	Q9UK99
Q01804	Q99417
Q9H0E7	Q9Y4P3
Q8TAF3	Q9Y2T2
Q09019	Q8IZ69
O43561	O94966
Q7KZF4	Q9UPT9
O75529	Q9UPT9
Q96G74	Q9HB71
Q9HB71	Q9UGI0
Q92995	Q9HB71
Q96FW1	Q9UBL6
Q70EK8	Q9UBL6
Q9NWV8	Q9UN37
Q53EL6	Q9UKB1
Q7L5N1	Q9Y2M5
Q9H9J4	Q9UNQ2
P38159	Q70EL2
O15372	Q9UBQ5
O00303	Q9UBQ5
P06312	Q70EL2
Q6GQQ9	Q9H845
P46736	Q9NWV8
Q93009	Q9NWV8
Q9NWV8	Q9UM82
Q96RL1	Q9NWV8
Q96RL1	Q9NP77
P21580	Q9UHD2
Q70EL2	Q9NYL9
P0C1Z6	Q9Y5K5
Q9NRL3	Q9UGI0
Q13823	Q9P275
Q13283	Q13823
Q13823	Q9UN86
P51784	P61619
O94966	P61619
Q13033	Q9UGI0
Q70EL2	Q9NZM5
Q96RL1	Q9NZM5
Q96SU4	Q9P2S5
Q92905	Q9UBW8
Q7L5N1	Q9UBW8
Q9H5J8	Q9Y3B9
O75604	Q9Y3B9
Q15020	Q9Y3B9
Q04323	Q8NFA0
Q04323	Q9NWV8
Q04323	Q8TBZ3
Q70CQ1	Q9Y2Z4
Q01804	Q96D46
Q9P275	Q9Y5J1
Q13283	Q9Y5J1
Q7KZI7	Q9Y5J1
Q7L5N1	Q9Y597
Q92995	Q9Y597
Q92905	Q9BT78
Q7L5N1	Q9BT78
Q9BT78	Q9Y297
Q9BT78	Q9P2N7
O75317	Q9BRK5
Q09019	Q7Z4W1
Q8TAF3	Q9UHW5
Q7L5N1	Q96SW2
Q8TAF3	Q9UID6
Q4VCS5	Q8N4C6
Q15020	Q9H0S4
Q9BVG4	Q9NWV8
O95071	Q70CQ1
O95071	Q8TAF3
O75317	Q9Y5K5
O15372	Q9Y262
O00303	Q9Y262
Q9P275	Q9UJV9
Q92560	Q9UJX3
Q5W0Q7	Q9P2R3
P51784	Q9NYZ3
Q7L5N1	Q9NZJ0
Q14145	Q7L5D6
P11441	Q7L5D6
O95630	Q9Y3E7
Q8TEY7	Q96KR1
Q70EL2	Q96KR1
Q13107	Q9UK45
O43172	Q9UK45
O95777	Q9Y4E8
O95777	Q53GS9
O95777	Q13107
O43172	O95777
O95777	Q15020
Q4VCS5	Q96RL1
Q13283	Q96RL1
Q96RL1	Q9UN86
Q96RL1	Q9UM82
Q7LBC6	Q9UMW8
O94782	Q9NZT1
Q7L5N1	Q9H0C5
Q504Q3	Q9NYK5
Q8NFA0	Q9NYK5
Q14694	Q9NY12
Q53GS9	Q9NY12
P82921	Q9H9J4
P82921	Q9H0E7
Q8TBZ3	Q969U6
P78406	Q9NXC5
Q96JJ7	Q9NXR7
Q9H5J8	Q9NYV6
Q9UGI0	Q9UKB1
Q6TFL4	Q92905
Q6TFL4	Q7L5N1
Q8NE00	Q9P275
Q9H9J4	Q9NXF1
Q13283	Q9BYJ9
Q53GS9	Q7L0Y3
Q9H0E7	Q9NP81
Q09019	Q9NP81
Q14145	Q9NX00
Q15170	Q9BVW5
Q6IQ21	Q9Y2K6
Q96K76	Q9Y297
Q96K76	Q9UKB1
O00487	Q96EN9
Q8TAF3	Q9NW82
P78406	Q8N302
Q5VTL8	Q8TEY7
Q8TEP8	Q9NQC7
Q70EL2	Q8N5C6
Q15020	Q8N5C6
O94966	P57088
Q6PI26	Q8TAF3
O94966	Q9H9S3
Q53GS9	Q9HC36
Q5VTB9	Q93009
Q9NVI1	Q9P275
P78406	Q2TAY7
Q76L83	Q92560
P21580	Q5H9R7
Q5H9R7	Q9UK80
Q5H9R7	Q9P275
Q5H9R7	Q70CQ1
Q13283	Q96EY4
Q4VCS5	Q9NUP9
Q9NUP9	Q9UM82
Q96RL1	Q9NUP9
Q53GS9	Q9NQ92
Q96AG4	Q9Y2K6
Q8TAF3	Q9NPE3
Q15170	Q9BSK4
Q8NEM7	Q9UPT9
Q8TAF3	Q9ULJ8
Q8N6M0	Q96FW1
Q96FJ0	Q96FW1
Q70EL3	Q9C0C7
Q92905	Q9BX70
Q8TAF3	Q9NX24
Q6GQQ9	Q9NWT6
Q8TAT6	Q92995
Q8TAT6	Q96JH7
P11441	Q8TAT6
Q8TAF3	Q96ST2
Q70EL3	Q9NQ29
Q3KQU3	Q9Y2K6
P78406	Q9NW08
Q70CQ1	Q96P70
P78406	Q9NVU0
Q70EL4	Q96QK1
Q8NFA0	Q96QK1
Q9NXR7	Q9NYU1
Q9NWV8	Q9NYU1
Q13107	Q9NPI6
Q15170	Q9Y4C1
P46736	Q86VP6
Q5T6F2	Q9UN86
Q15170	Q66LE6
O94966	Q9H3U1
Q9NR21	Q9Y508
Q96G74	Q9NS86
Q9P2B4	Q9UGI0
Q92905	Q9P2J3
Q7L5N1	Q9P2J3
Q9P2J3	Q9UHP3
Q9P2J3	Q9P2N7
Q96JH7	Q9UNZ2
P49750	Q93009
P49750	Q70EL2
P49750	Q8TAF3
Q7L2J0	Q9Y4E8
Q13107	Q7L2J0
O43172	Q7L2J0
Q15020	Q7L2J0
Q9H5J8	Q9NQ55
Q96G74	Q9NRF8
Q92995	Q9NR28
Q96S55	Q9UHP3
Q96S55	Q9BXB5
Q9H6R0	Q9P275
Q15170	Q96JP0
Q70EK8	Q9NRH1
Q53GS9	Q9GZR7
Q9GZR7	Q9UN86
Q01804	Q9NR21
Q9BV38	Q9H9J4
Q9UGI0	Q9ULQ0
P21580	Q8N1G4
Q8N1G4	Q8NFA0
Q8N1G4	Q9H9J4
Q8N1G4	Q9NWV8
Q13283	Q7Z417
Q7Z417	Q9UN86
Q7L5N1	Q9P2K6
Q7L5N1	Q9P2G9
O75317	Q8TAF3
P62068	Q8TAF3
Q8TAF3	Q96RL1
Q8TAF3	Q8TBZ3
Q8N680	Q8TAF3
Q96RU2	Q9UHP3
Q5T5X7	Q9UK80
Q96L34	Q9UK80
Q7KZI7	Q96L34
Q9Y333	Q9Y4E8
Q13107	Q9Y333
O43172	Q9Y333
Q15020	Q9Y333
P54578	Q9Y5M8
O94966	Q9Y5M8
Q70EL3	Q9Y5M8
Q7Z4G4	Q8TAF3
P82673	Q9H9J4
Q9NRN7	Q9UPT9
Q9NRN7	Q9NWV8
Q92560	Q9C0C9
Q5VVQ6	Q8TDH9
O60783	Q9H9J4
Q32P28	Q8TAF3
Q96T76	Q9NXR7
Q53GS9	Q8WTT2
Q6DKJ4	Q9Y6I4
Q4VCS5	Q8N3R9
Q9GZS1	Q9H5J8
Q92905	Q9H9Q2
Q7L5N1	Q9H9Q2
P09936	Q49A88
O60346	Q96T37
Q9H6S0	Q9H9J4
Q9H6E5	Q9Y4E8
Q13107	Q9H6E5
O43172	Q9H6E5
Q15020	Q9H6E5
Q14145	Q96TA1
Q9BYN8	Q9H9J4
Q9H0E7	Q9NQ50
Q13283	Q9H6R4
Q13283	Q8N9T8
Q9BZI7	Q9UK80
Q53H96	Q9NWV8
Q53H96	Q96RL1
P82930	Q9H9J4
P54252	Q96DC9
Q7L5N1	Q9BW61
O43172	Q9BTD8
P46736	Q93009
Q70EL3	Q8NCM8
Q13283	Q8IX18
Q70EL4	Q9HA64
Q15020	Q71F23
Q9H6W3	Q9H9J4
Q7L5N1	Q9C0D3
Q8TEX9	Q92560
P78406	Q6PJI9
Q70CQ1	Q8NEM2
Q13283	Q8IXW5
Q93009	Q9BTE3
Q14145	Q9BTE3
Q8IYQ7	Q96RL1
Q9BW27	Q9P275
Q70CQ1	Q9BW27
Q15170	Q96EI5
Q13107	Q96F86
Q86XK2	Q92905
Q7L5N1	Q86XK2
Q9BRP4	Q9Y5K5
P78406	Q9H7D7
Q92905	Q96M94
Q7L5N1	Q96M94
Q8TEB1	Q92905
Q7L5N1	Q8TEB1
Q8TEB1	Q9NR21
Q6PIJ6	Q93009
P78406	Q96JG8
Q7L5N1	Q9H078
P15374	Q9H078
Q70CQ3	Q9H078
Q9BXB5	Q9H078
Q6ZVD8	Q96L92
O60346	Q96L92
Q14145	Q9Y3Q8
Q9GZT3	Q9NWV8
P78406	Q96EE3
Q92995	Q96J02
Q4VCS5	Q86WA8
P51784	Q5T9A4
Q5T9A4	Q9Y2K6
P54252	Q9H3F6
Q92995	Q9H3F6
Q9H3F6	Q9UHP3
Q8WZ19	Q9H3F6
Q8WZ74	Q9UGI0
Q96EV8	Q96SU4
Q70CQ1	Q9H0E7
P78406	Q8IWA0
P46736	Q6UWZ7
Q6UWZ7	Q9NXR7
Q6UWZ7	Q9NWV8
Q6UWZ7	Q96RL1
Q8N6M0	Q9H7B2
Q9H7B2	Q9UN86
Q15020	Q9H7B2
Q9H5J8	Q9H9Y6
P51784	Q9H9Y6
Q86UV5	Q9UK80
P78406	Q96S15
P54578	Q99666
Q99666	Q9Y2K6
Q5XUX1	Q7L5N1
Q9BY77	Q9Y2K6
Q13283	Q9BRJ2
Q15020	Q9BQ75
Q5VVQ6	Q96J01
O94966	Q96JN8
Q96JN8	Q9Y2K6
Q96RL1	Q9C005
Q13107	Q8NFA0
P62068	Q96SB3
Q8TAF3	Q96SB3
Q8TD30	Q9Y2K6
Q8TD30	Q9NWV8
O15372	Q5JSZ5
O00303	Q5JSZ5
P51784	Q5JSZ5
Q5JSZ5	Q9Y6I4
Q53GT1	Q92905
Q53GT1	Q7L5N1
Q53GT1	Q9P2N7
O94966	Q8NBU5
Q8NBU5	Q9NWV8
P51784	Q8NCJ5
Q70CQ3	Q8N594
Q8N594	Q9P275
Q96RS6	Q9P275
Q8WUA2	Q93009
Q5VSL9	Q9UGI0
O94966	Q96N67
Q93009	Q96N67
Q86V97	Q96SU4
Q53GS9	Q969E8
Q92905	Q9P2N7
Q7L5N1	Q9P2N7
O75317	Q8TBZ3
P62068	Q8TBZ3
Q6ZVD8	Q8TBZ3
O60346	Q8TBZ3
P11441	Q8TBZ3
Q86UE4	Q8N6M0
Q8TAF3	Q96HR8
Q7L5N1	Q8TBC3
Q7L5N1	Q9H4M3
Q86TJ2	Q9UPT9
O15372	Q969S6
Q96C24	Q9Y2K6
Q96J65	Q96JH7
O14950	Q70EL2
Q96ES7	Q9UPT9
O94966	Q96ER3
Q7L5N1	Q96Q07
Q96Q07	Q9UHP3
P51784	Q96SU4
P51784	Q9BXB5
Q96SU4	Q9BXB5
Q96SU4	Q9BXB4
Q96D09	Q9Y297
Q96CS2	Q96SU4
Q92905	Q96EF6
Q7L5N1	Q96EF6
Q96EL3	Q9H0E7
Q96EL3	Q9NWV8
Q96BN2	Q9UPT9
P51784	Q9Y2D8
Q6P4A7	Q9NWV8
Q92905	Q96L50
Q7L5N1	Q96L50
Q8IUW3	Q9NQC7
Q96DA0	Q9UHP3
Q86VM9	Q9BXB5
Q96ND0	Q9NWV8
O94782	Q8IZ83
Q01804	Q6XPR3
Q5T6C5	Q9UPT9
Q8IUH3	Q9UK80
Q14145	Q8IUH3
Q8TF66	Q9Y4E8
Q4VCS5	Q96NL6
Q8NI36	Q9P275
Q13283	Q8NI36
Q8NI36	Q9UN86
Q14CS0	Q96JH7
P51784	Q9H3H9
Q15170	Q9H3H9
Q96EI5	Q9H3H9
Q4VCS5	Q96FJ2
Q4VCS5	Q5T2T1
Q6IQ23	Q9Y2K6
P46736	Q8IYI6
Q504Q3	Q8IUF1
Q7L5N1	Q8WXC6
Q8NBE8	Q9UPT9
P51784	Q4VCS5
Q4VCS5	Q9H9J4
Q4VCS5	Q8IY63
P78406	Q7Z309
Q7Z309	Q8TAF3
Q14145	Q6UVJ0
Q1L5Z9	Q96G74
P68543	Q96JH7
Q8IXJ9	Q92560
P78406	Q9Y535
Q96HS1	Q9UGI0
P51784	Q96HS1
Q14145	Q96HS1
Q96HS1	Q9BXB5
Q13107	Q8IZD4
P51784	Q8NC69
Q53GS9	Q6P5R6
Q6P5R6	Q9UN86
P0C2W1	P51784
P11441	Q6L8Q7
O75317	P62068
Q2T9J0	Q8TAC2
P51784	Q5VV17
Q8NB78	Q92560
Q3B726	Q9H5J8
P85037	Q92560
P85037	Q4VCS5
Q8WZ19	Q9UHP3
Q149N8	Q9P275
Q149N8	Q70CQ1
Q8NHG7	Q96JH7
Q5TCQ9	Q70EL4
Q6QNY1	Q96SU4
Q8NB46	Q9P275
Q70CQ1	Q8NB46
Q8NBZ0	Q9Y5K5
Q5XKE5	Q9Y297
A6NHT5	Q96FJ0
A6NHT5	Q8NB14
Q3LFD5	Q9UMW8
Q70EK8	Q7Z794
Q2M1P5	Q9UPT9
Q5SZL2	Q7KZI7
Q6ZN17	Q9P275
A6NNY8	Q9UPT9
P0DPA2	Q9Y4E8
P0C7H9	Q6R6M4
P0C7H9	Q9BXU7
P62068	Q9P2K8
Q96GX2	Q9UPT9
Q5QP82	Q8IY92
Q8IY92	Q92889
P07992	Q8IY92
Q8IY92	Q9UL42
Q8IY92	Q9H0U9
P53350	Q8IY92
Q8IY92	Q96NY9
Q15554	Q8IY92
Q8IY92	Q9BQ83
Q5SRE5	Q8IY92
Q8IY92	Q96AY2
Q8IY92	Q9NXF1
Q8IY92	Q9UKX7
Q8IY92	Q9NZM5
Q5VYV7	Q8IY92
Q8IY92	Q9NYB0
P28070	Q8IY92
Q8IY92	Q9BTT6
Q8IY92	Q9NWU2
Q8IY92	Q96HS1
P52294	Q8IY92
P43246	Q8IY92
P20585	Q8IY92
Q5VYV7	Q9BTK6
Q5VTR2	Q5VYV7
P57775	Q5VYV7
Q5VYV7	Q92889
Q13043	Q5VYV7
Q5VYV7	Q8WXH0
Q5VYV7	Q9UBW8
Q13616	Q5VYV7
P04843	Q5VYV7
P13489	Q5VYV7
Q96AY3	Q9BQ83
Q9BQ83	Q9BTK6
P57678	Q9BQ83
P49721	Q9BQ83
Q9BQ83	Q9GZT3
P49720	Q9BQ83
Q92889	Q9BQ83
P07992	Q9BQ83
P25786	Q9BQ83
Q8WXD5	Q9BQ83
O60830	Q9BQ83
P22695	Q9BQ83
Q16637	Q9BQ83
P05109	Q9BQ83
P28074	Q9BQ83
P61289	Q9BQ83
Q5VYV7	Q9BQ83
P53350	Q9BQ83
P25787	Q9BQ83
Q9BQ83	Q9UHI6
Q96NY9	Q9BQ83
Q96AY2	Q9BQ83
P62826	Q9BQ83
P25788	Q9BQ83
O14818	Q9BQ83
P04083	Q9BQ83
P60900	Q9BQ83
P25789	Q9BQ83
P20618	Q9BQ83
Q7Z6Z7	Q9BQ83
Q13616	Q9BQ83
Q9BQ83	Q9UJS0
P35749	Q9BQ83
P0DP23	Q9BQ83
Q15008	Q9BQ83
O00231	Q9BQ83
P28066	Q9BQ83
O60271	P53350
P53350	Q8TD16
P53350	Q2NKX8
P53350	Q9H6R7
O75170	P53350
P53350	P82094
P53350	Q96G01
P53350	Q9H773
P05413	P53350
P53350	Q8N8A2
P53350	Q9BZF3
P06858	P53350
P12272	P53350
P53350	Q13410
P53350	Q8IW35
P53350	P78539
O15084	P53350
P53350	Q8NB46
P53350	Q5VYV7
P53350	Q9Y5Q9
P53350	Q7Z3J3
O75643	Q7L2J0
Q7L2J0	Q9NVE4
P50991	Q7L2J0
P50750	Q7L2J0
P17844	Q7L2J0
P22087	Q7L2J0
P09651	Q7L2J0
P22626	Q7L2J0
P31943	Q7L2J0
P61978	Q7L2J0
O43390	Q7L2J0
Q7L2J0	Q9NZI8
Q12905	Q7L2J0
P52292	Q7L2J0
Q14974	Q7L2J0
Q4G0J3	Q7L2J0
Q7L2J0	Q86W50
O00567	Q7L2J0
Q15366	Q7L2J0
O43395	Q7L2J0
Q7L2J0	Q8WWY3
Q7L2J0	Q9H6E5
Q7L2J0	Q9BWH6
Q7L2J0	Q92600
Q7L2J0	Q9Y265
Q7L2J0	Q9Y230
O60506	Q7L2J0
O94763	Q8IXW5
Q8IXW5	Q9H6T3
Q5VWX1	Q8IXW5
Q8IXW5	Q9NWS0
P24928	Q8IXW5
P30876	Q8IXW5
P52434	Q8IXW5
Q8IXW5	Q9Y230
Q8IXW5	Q9HCN4
P50613	Q9Y230
