Q12834	Q9BY44
O14880	P24863
P07196	P24863
P17022	P24863
O75528	P24863
P24863	Q9UHX1
P24863	Q9NS73
P24863	Q9HCM9
P24863	Q96AQ6
P24863	Q9HAN9
P24863	Q9BRK4
P24863	Q49A26
O15409	P24863
P24863	Q96PV4
P24863	Q8WWB3
P30281	Q9UBB9
P30281	Q9BT43
P51959	Q8ND90
P51959	Q93062
P51959	Q9UBB9
P51959	Q9P286
P51959	Q6NT76
P51959	Q9BRK4
P51959	Q6A162
P51959	Q8NA61
P51959	P60409
Q16589	Q5VWN6
Q16589	Q5JST6
P31947	P51946
P51946	Q13136
P51946	Q13137
O14777	P51946
P51946	Q9UNI6
P51946	Q8N5R6
P51946	Q8IYT3
P51946	Q6P597
P11836	Q8N6L0
P20138	Q15323
P20138	Q6A162
O43699	Q14192
O43699	P15884
P26371	Q8WTV0
P60411	Q8WTV0
O75355	Q8N205
O75356	P50539
Q08722	Q8N205
Q07108	Q8WZ59
P11912	Q969F0
O43765	P40259
P48509	Q8IYS0
P25786	P32320
P32320	P43115
O00560	P32320
O43167	P32320
P32320	Q96CS7
P32320	Q96HA8
P32320	Q9BVV2
P32320	Q8TBB1
Q08379	Q99459
Q08AF8	Q99459
Q04864	Q16181
Q16181	Q9P0V9
P21964	P30260
O00560	P49427
P49427	Q8IUQ4
O43765	P55291
P11802	Q9UJC3
O75553	Q00534
P25788	Q00534
P38936	Q15323
P15884	P38936
P38936	Q13077
P38936	Q9UKT9
P38936	Q9BYV2
P42772	Q13077
P42772	Q9GZT8
P42772	Q8N5R6
P42773	Q04864
P15884	P42773
P42773	Q99081
O43865	P42773
P42773	Q9UJ70
P42773	Q9GZT8
P22736	P55273
P43354	P55273
P55273	Q9UKT9
P55273	Q9BPX1
P55273	Q6P1W5
P55273	Q0VD86
O75800	P51861
P10606	Q01850
Q01850	Q9BVG8
Q01850	Q969G3
P02766	Q01850
O60573	Q01850
P56524	Q01850
O75069	Q01850
Q01850	Q13084
Q01850	Q9UKJ5
Q01850	Q9UHP6
Q01850	Q9Y2J4
Q01850	Q8TD31
Q01850	Q96HA8
Q01850	Q9NU19
Q01850	Q9P2K3
Q01850	Q96GY3
Q01850	Q9H788
Q01850	Q9BWG6
Q01850	Q96BZ8
Q01850	Q9BQ89
Q01850	Q9H0I2
Q01850	Q3B820
Q01850	Q9BT92
Q01850	Q96IX9
Q01850	Q96CS2
Q01850	Q8TAB5
Q01850	Q53TS8
P40222	Q01850
Q01850	Q504U0
Q01850	Q494R4
Q01850	Q7Z3B3
Q01850	Q8IYX8
Q15517	Q53EZ4
O14627	P61024
O14627	P25800
O14627	P25791
O14627	Q13131
Q12798	Q2NKQ1
Q12798	Q8NA72
P41208	Q96PV4
P41208	Q2NKQ1
P41208	Q8NA72
O15182	Q2NKQ1
O15182	Q8NA72
P23528	Q9Y281
Q9Y281	Q9Y281
P40123	Q9Y281
P60981	Q9Y281
Q9NUX5	Q9Y281
O95199	P63279
O95199	O95363
O14647	Q9UJV3
O14647	Q9NVV9
O14647	Q969V4
O14647	Q8WV44
O14647	Q8N7W2
O43639	P15882
P15882	Q9Y5R4
P07510	Q15323
P07510	P60409
P07510	P60411
P07510	P60410
P07510	P60369
P07510	P0DPK4
P07510	Q7Z3S9
P0DJD3	Q14011
P09012	Q14011
Q14011	Q8TBB1
Q14011	Q15415
Q14011	Q5VWX1
P06732	Q96DX5
P61024	P61024
P26371	P61024
P50221	P61024
P61024	Q04864
P14373	P61024
P15884	P61024
P61024	Q13422
P61024	Q03989
P61024	Q9HAT0
P61024	Q9UH03
P61024	Q8TD10
P61024	Q8NA61
P60411	P61024
G2XKQ0	P61024
P53680	Q6PD74
Q05315	Q05315
P35523	Q92624
P35523	Q8IZU0
O76083	P49759
P49759	P60409
P42892	P49760
P14373	P49760
O00560	P49760
P49760	P78362
P49760	Q01081
P49760	P63279
P49760	Q15696
O14978	P49760
P49760	Q8IYB3
P49760	Q15287
O95198	P49760
P49760	Q8WTR7
P49760	Q9BYD3
P49760	Q9P127
P49760	Q9BUV0
P49760	Q8TD17
P49760	Q96IK5
P49760	Q8TAD8
P49760	Q8N684
P49760	Q53GI3
P49760	Q8TBB1
P49760	Q8NAV1
P49760	Q96MU7
P17509	P49761
P09629	P49761
P29728	P49761
P0DJD3	P49761
O00560	P49761
O14978	P49761
P38159	P49761
P49761	Q15415
P49761	P60369
P11171	P54105
P14859	Q9H4B4
P26441	Q15654
P26441	Q6A162
O43765	P08123
P08123	Q9UMX0
P27658	Q04864
P27658	Q02446
P27658	Q02930
P27658	Q08AM6
P27658	Q9BYQ4
P27658	Q6A162
P27658	P60409
P27658	P60410
P27658	P60369
P27658	Q0VD86
P0DPK4	P27658
P27658	Q7Z3S9
P27658	Q6PEX3
O43765	P25067
Q03692	Q9UMX0
Q03692	Q8N9N5
P32242	P49747
P21964	P26371
P21964	Q15323
P21964	Q6A162
O00560	P13073
P10606	P19012
P10606	Q15323
P10606	Q13077
O14503	P10606
P10606	Q8ND90
P10606	Q9UBB9
P10606	Q8IYA8
P06748	P10176
O95471	Q8N205
Q53QW1	Q92523
P29373	Q8N6L0
P15336	Q9BVG8
P15336	P63165
P15336	Q96B26
P06850	Q15323
P46108	Q8IYX7
Q14194	Q14195
Q14194	Q9Y2T2
P02741	Q96IJ6
O43186	P63241
O43186	P55198
O43186	Q01974
O43186	P40306
O43186	P35711
O43186	O75716
O43186	O94817
O43186	O75603
O43186	Q14154
A8K8P3	O43186
O43186	Q9NYB9
O43186	Q5T011
O43186	Q96T49
O43186	Q9UJX0
O43186	Q9Y221
O43186	Q2TAL8
O43186	Q9NX04
O43186	Q7Z2X4
O43186	Q96NT3
O43186	Q17RB8
O43186	Q71RC2
O43186	Q96NJ5
O43186	Q14CS0
O43186	Q96LT7
O43186	Q8NCQ2
Q13363	Q49AN0
O76083	Q49AN0
Q49AN0	Q5JR59
O00560	P02489
P02489	Q9H8Y8
P02489	Q9NZD8
P02489	Q96HA8
O00154	P02511
O14787	P02511
P02511	Q9Y3B7
O75865	P02511
P02511	Q8IUC2
P02511	Q3LI72
P05813	P53674
P05813	P26998
P05813	Q93062
P05813	Q9BQY4
P53673	Q8TAP6
P11844	Q13077
P09603	Q13643
O43765	P09603
P09603	P0DPK4
P09603	Q7Z3S9
P04141	P50222
P15509	Q969F0
P05814	Q14192
P07498	Q93062
P48730	Q9C026
P48730	Q96LR2
P49674	Q92997
P78368	Q92624
P60409	P78368
P43364	P68400
P23511	P68400
P68400	Q6ZNA4
P68400	Q9NVV9
P68400	Q96MF2
P19784	Q8WV44
P14373	Q16527
P26371	Q9UBX3
Q9BYR5	Q9UBX3
Q6A162	Q9UBX3
P60410	Q9UBX3
P60369	Q9UBX3
P0DPK4	Q9UBX3
Q7Z3S9	Q9UBX3
O43765	P01037
P09228	P25788
P09228	Q6UY14
P09228	P60369
P09228	P0DPK4
P09228	Q7Z3S9
O14964	P33240
P33240	Q92734
O75177	P33240
P33240	Q99932
P33240	Q9BYN7
P78358	Q9UMX0
P09067	Q13363
Q13131	Q13363
P45984	Q13363
Q13363	Q9NQ66
Q13363	Q9H6U6
Q13363	Q63HK5
Q13363	Q96MA1
P56545	Q01543
P09067	P56545
P56545	Q13422
P56545	Q99592
P56545	Q9UKS7
P56545	Q9NQ66
P56545	Q9H6U6
P56545	Q63HK5
P56545	Q96MA1
P56545	Q32MQ0
P56545	Q9UFD9
O15409	P56545
P56545	Q8IVP5
P56545	Q96MY1
P43360	Q16619
O95980	P32929
P32929	Q96HA8
P32929	Q96NT3
O60716	Q8NC69
P17812	P17812
P08311	Q15323
P08311	P0DPK4
P08311	Q7Z3S9
O43765	P07711
P26371	Q9UBR2
O15162	Q9UBR2
Q9UBR2	Q9UJV3
Q5JR59	Q9UBR2
Q6A162	Q9UBR2
P0DPK4	Q9UBR2
Q7Z3S9	Q9UBR2
P49447	Q92838
P49447	Q99942
P13498	P25788
P13498	Q93062
P04798	Q96DZ9
O75553	Q9NR56
O75553	Q01974
O75553	Q13526
O75553	P14678
O75553	Q15560
O43820	O75553
O14503	O75553
O75553	Q13427
O75553	Q9Y5V3
O75553	Q15038
O75553	P84101
O00241	O75553
O75553	Q5TFQ8
O75553	Q03989
O75553	Q8N2M8
O75553	Q7Z3K3
O75553	Q92567
O43251	O75553
O75553	Q9Y2Y4
O75553	O95231
O75553	Q9H0E2
O75553	Q70EK8
O75553	Q8TBK6
O75553	Q96HA8
O75553	Q96SI9
O75553	Q9NUK0
O75553	Q8WU79
O75553	Q6NT76
O75553	Q9BTL3
O75553	Q9BQY4
O75553	Q8TBB1
O75553	Q96K80
O75553	Q6P1W5
O75553	Q96HR8
O75553	Q8WVV9
O75553	Q96MN9
O75553	P86496
O75553	Q8N365
O75553	Q6ZXV5
O75553	Q8N8B7
O75553	Q3B8N2
O75553	Q8IUC2
O75553	Q3LI72
O75553	Q3SYF9
O75553	Q6DKI2
Q9UI36	Q9UI36
P61328	Q9UI36
Q13427	Q9UI36
Q9UBS8	Q9UI36
O43865	Q9UI36
P26368	Q9UI36
Q8TBK6	Q9UI36
Q9BU76	Q9UI36
Q08379	Q9UER7
Q7Z6G3	Q9UER7
Q96GN5	Q9UER7
Q96AQ6	Q9UER7
Q9H257	Q9UER7
Q9UER7	Q9Y2D8
Q8IZU0	Q9UER7
P32321	P61328
O00560	P32321
P32321	Q99757
P32321	Q9H8Y8
P32321	Q96EH3
O43602	Q08379
O43602	Q9BVG8
O43602	P50221
O43602	P14373
O15062	O43602
O43602	Q13137
O43602	Q13422
O43602	Q96R06
O43602	Q9UJV3
O43602	Q6NUQ1
O43602	Q6A162
O43602	P60410
P26045	Q04828
P0DPQ6	P15408
P15408	P35638
P0DPQ6	P25791
P25791	P35638
P0DPQ6	P24278
P24278	P35638
O43508	P0DPQ6
O43508	P35638
O75971	P0DPQ6
O75971	P35638
P0DPQ6	Q9Y2J4
P35638	Q9Y2J4
A5D8V6	P0DPQ6
A5D8V6	P35638
P0DPQ6	Q7Z589
P35638	Q7Z589
P0DPQ6	Q6PJT7
P35638	Q6PJT7
P0DPQ6	Q8N5M1
P35638	Q8N5M1
P0DPQ6	Q494R4
P35638	Q494R4
P26196	Q08379
O94972	P26196
P26196	Q15233
P14373	P26196
P26196	Q8N1B4
P15884	P26196
P17028	P26196
P26196	Q13137
P26196	Q13422
P26196	Q96C92
P26196	Q59EK9
P26196	Q9NRA8
P26196	Q96CA5
P26196	Q8NHQ1
P26196	Q96PV4
P26196	Q6A162
P26196	Q8N7W2
P26196	P60410
P26196	P60369
P26196	Q96BR9
O43143	Q8N5A5
Q01524	Q9UMX0
P17661	Q08426
P17661	P63279
P17661	Q6NYC8
O60220	P19012
O60220	O75886
P00374	Q5VSY0
P49366	P49366
P49366	P63241
P49366	Q9HD43
O00194	P49366
P49366	Q04864
P49366	P52744
P49366	Q7L8A9
P49366	Q96HA8
Q8IYF3	Q8WYJ6
Q8IYM1	Q8WYJ6
Q4VCS5	Q8WYJ6
P28799	Q07687
O60941	P11532
P11532	Q9UBT7
P11532	Q96CS2
P23497	Q9Y6K1
P56279	Q9Y6K1
P04053	Q04864
P61978	Q92608
P26371	Q92608
Q92608	Q99750
O15162	Q92608
Q13137	Q92608
Q5JR59	Q92608
O95273	Q92608
Q92608	Q9BYQ4
Q92608	Q9BYQ2
Q92608	Q9BYR5
Q6A162	Q92608
Q5VWX1	Q92608
P60411	Q92608
P60331	Q92608
P60410	Q92608
P60369	Q92608
P0DPK4	Q92608
Q7Z3S9	Q92608
P16444	Q92624
Q12800	Q9BZG8
Q16552	Q9BQC3
Q12882	Q9BS40
Q16555	Q16555
Q14195	Q16555
Q16555	Q9H8Y8
Q16555	Q9BPU6
P20226	Q01658
Q5I0X7	Q99856
P0DPK4	Q99856
Q7Z3S9	Q99856
Q99576	Q9Y6D9
Q0VDD7	Q99576
O60941	O60941
O60941	Q15323
O60941	P55072
O60941	Q13136
O60941	Q9NYB9
O60941	Q5JR59
O60941	Q9UJY5
O60941	Q9P2A4
O60941	Q53EZ4
O60941	Q96MT8
O60941	Q9GZM8
O60941	Q8N6Y0
O60941	Q96EV8
O60941	Q9BXG8
O60941	Q6A162
O60941	P40222
O60941	Q96C00
O14640	O43639
O14640	Q86WT6
P27105	Q92997
O43296	Q92997
P57060	Q92997
Q92997	Q9UBU9
O75689	Q92997
P57682	Q92997
Q92997	Q9NQZ2
Q92997	Q9UGY1
Q5TEC3	Q92997
Q92997	Q96MU7
Q5T7P8	Q92997
Q8NE31	Q92997
O14656	P60409
O75461	P60409
P60372	Q66K89
P60409	Q66K89
Q8IX15	Q9UH73
Q8N5M1	Q9UH73
P42892	P60331
P42892	P60370
P19971	P19971
Q13011	Q13077
Q13011	Q8IZU0
P54852	Q92838
P21145	Q92838
Q92838	Q9UPQ8
O95214	Q92838
Q92838	Q96IW7
Q92838	Q96F15
Q6P499	Q92838
Q92838	Q9NRP0
P78364	P78364
P78364	Q8IUQ4
P23497	P78364
P63165	P78364
O75928	P78364
P78364	Q8N3Z6
G2XKQ0	P78364
Q8IXK0	Q9BVG8
P25800	Q8IXK0
P25791	Q8IXK0
P84022	Q8IXK0
P55081	Q8IXK0
Q8IXK0	Q9Y295
P62875	Q8IXK0
Q13131	Q8IXK0
O00560	Q8IXK0
Q8IXK0	Q9BXS5
Q14498	Q8IXK0
Q15014	Q8IXK0
O43167	Q8IXK0
P57060	Q8IXK0
Q3KNV8	Q8IXK0
Q8IXK0	Q92993
Q8IXK0	Q96T49
Q8IXK0	Q8WWY3
Q8IXK0	Q9NX04
Q8IXK0	Q9H257
Q8IXK0	Q8WTP8
Q8IXK0	Q9BT49
Q17RD7	Q8IXK0
Q8IXK0	Q8WVZ9
Q8IXK0	Q9H0I2
Q3B820	Q8IXK0
Q8IXK0	Q9H0A9
Q86SE9	Q8IXK0
Q8IXK0	Q96JM7
Q8IXK0	Q8N5A5
Q8IXK0	Q8WV44
Q8IXK0	Q9Y2D8
Q8IXK0	Q8N8X9
Q8IXK0	Q8TAU3
Q8IXK0	Q96NC0
Q8IXK0	Q8N7X4
Q86V42	Q8IXK0
Q8IXK0	Q8NE31
Q5RGS3	Q8IXK0
Q5TZK3	Q8IXK0
Q05639	Q969K4
P13693	P29692
P29692	Q96DN0
P26641	P78332
O94889	P26641
P26641	Q9HBL7
P50222	P52797
P52797	P60369
P0DPK4	P52797
P52797	Q7Z3S9
O15344	Q08426
P14373	Q08426
P29144	Q08426
Q08426	Q13077
O14503	Q08426
O43805	Q08426
Q08426	Q8ND90
Q08426	Q15025
Q08426	Q7Z6G3
Q08426	Q7L273
Q08426	Q9BYV2
Q08426	Q68D86
Q08426	Q9BRK4
Q08426	Q8WV44
Q08426	Q9Y2D8
Q08426	Q8IVP5
Q08426	Q8NC69
Q08426	Q96C00
P60409	Q08426
Q14232	Q14232
Q14232	Q9H8Y8
Q14232	Q96HA8
Q14232	Q7Z3Z2
Q14240	Q14240
Q14240	Q99750
Q14240	Q9UI26
Q14240	Q7L190
Q14240	Q9NQ86
Q14240	Q9HCM9
Q14240	Q9Y2D8
Q14240	Q8WWB5
Q14240	Q7RTY1
Q04864	Q13541
P15884	Q13541
P55010	Q9UNI6
P50222	P63241
P63241	Q04864
O00560	Q15717
P50402	P50402
P49910	P50402
P50402	Q9UNY5
P50402	Q9ULW3
P50402	Q9P127
P50402	Q9P286
P50402	Q8WTP8
P50402	Q8N5R6
P50402	Q5JST6
P50402	Q8NHQ1
P50402	Q9Y228
P50402	Q8NEC5
P50402	Q8N8X9
P50402	Q8IWZ5
P54849	Q8NHQ1
P54849	Q9BZL3
P54849	Q8N205
O00471	P09104
P11171	P57060
P11171	Q8TBK6
Q08379	Q08495
O15197	Q04864
O15197	P15884
O15197	Q9HCM9
O15197	Q9GZT8
O15197	Q0VD86
O15197	P0DPK4
O15197	Q7Z3S9
P62993	Q12929
P07910	Q12929
Q12929	Q969G3
Q12929	Q15735
Q12929	Q96GS4
Q12929	Q9UFG5
P07992	Q13064
P07992	Q9H9H4
P07992	Q96GJ1
P07992	Q8N6Y0
P18074	Q6P1K8
P19447	Q8NHQ1
P84090	Q9Y3Y2
P84090	Q5VWN6
P10768	P10768
A1L4K1	P10768
P62508	Q9BVG8
P50222	P62508
P62508	Q12769
A0MZ66	P62508
P62508	Q05D60
G2XKQ0	P62508
P41212	Q9BXS5
P41212	Q96HA8
Q01844	Q13077
Q01844	Q12933
O94855	Q01844
Q01844	Q92734
O95486	Q01844
Q01844	Q9BWW4
Q01844	Q9NZ81
Q01844	Q8N5M1
Q01844	Q9UBV8
Q15910	Q96MT8
O00519	P0DPK4
O00519	Q7Z3S9
P07148	P21333
O95994	P12104
P05413	P37198
A0MZ66	P05413
P16930	P26371
P15884	P16930
P16930	Q9UHV2
P16930	Q6UY14
P16930	P60410
Q9P2A4	Q9Y285
Q12805	Q12933
P46379	Q12805
Q12805	Q9NPQ8
Q12805	Q8NBS9
O00757	P09467
P06734	P17544
P12318	Q9UMX0
P38432	P61328
P61328	Q13422
P61328	Q14592
P61328	Q9BRK4
P07954	P11309
P14923	Q14192
Q14192	Q16656
Q04864	Q14192
P48380	Q14192
Q02086	Q14192
P52739	Q14192
Q14192	Q9H2G9
Q14192	Q5VZL5
Q14192	Q9Y5P3
Q14192	Q63ZY3
Q14192	Q8N9N5
Q14192	Q9NTW7
Q14192	Q9NPI6
Q14192	Q5T5P2
Q14192	Q9BRR9
Q14192	Q53HC0
Q14192	Q49A26
Q14192	Q86UW9
Q14192	Q9BZQ8
Q14192	Q8TAU3
Q14192	Q8IYX7
Q0VD86	Q14192
P15408	Q13643
P23769	Q13643
P25791	Q13643
P29350	Q13643
P14373	Q13643
P48380	Q13643
P62308	Q13643
Q12816	Q13643
P29597	Q13643
P63279	Q13643
Q12980	Q13643
Q12891	Q13643
Q13444	Q13643
O15460	Q13643
O95297	Q13643
O75603	Q13643
Q13427	Q13643
Q13643	Q7L775
O43734	Q13643
Q13643	Q8NE01
Q13643	Q9UHR5
Q13643	Q9NQ94
Q13643	Q9P1U0
Q13643	Q9P0M9
Q13643	Q96BD5
Q13643	Q96JJ7
Q13643	Q2TAL8
Q13643	Q86YD7
Q13643	Q9HC36
Q13643	Q9NVL8
Q13643	Q7Z7E8
Q13643	Q96KM6
Q13643	Q9H8W4
A0AVK6	Q13643
Q13643	Q96ME1
P61236	Q13643
Q13643	Q6UWL6
Q13643	Q6NXP0
Q13643	Q96AG3
Q13643	Q96EK9
Q13643	Q8TAI7
Q13643	Q8ND83
Q13643	Q8N4M1
Q13643	Q5BN46
Q13643	Q8TAU3
A2VCK2	Q13643
Q13643	Q8IYX7
Q13643	Q8NEG0
Q13643	Q86Z02
Q13643	Q86TB9
Q13643	Q6ZVT0
Q13643	Q5JZY3
A2RUH7	Q13643
P59991	Q13643
P59990	Q13643
Q13643	Q9H4A3
Q13643	Q8TAI1
O15344	P62942
P62942	Q15427
P62942	Q9NZD4
P68106	Q15323
P68106	Q04864
P68106	Q6UY14
P68106	Q96IK5
P68106	Q6A162
P68106	Q86WT6
P26885	Q9UMX0
P14373	Q99958
Q86VP1	Q99958
Q93062	Q99958
Q99958	Q9UIV1
Q01543	Q8IUQ4
O94993	Q01543
P21333	Q04864
P15884	P21333
P21333	Q9UBY9
P21333	Q6UY14
P21333	Q8TCE9
P21333	Q53G59
P21333	Q6ZTI6
P02751	Q9UMX0
P01100	P61952
P01100	P54646
P01100	P62195
P01100	P22415
P01100	Q15853
P01100	Q02930
P01100	Q9UIA0
P01100	Q9P127
P01100	Q8N6T3
P01100	Q8TAP4
P01100	Q9BU64
P15408	Q13077
P15408	Q96EY1
P15408	Q02930
P15408	Q9P127
P15408	Q9HD26
P15408	Q96IK5
P42685	Q15427
Q14331	Q96B26
Q14331	Q9BRK4
Q14331	Q6A162
P02794	P02794
O00560	P02794
P02794	Q96HA8
O00505	P02792
P02792	P15173
O00560	P02792
P02792	Q8N6Y0
O43639	Q13285
P50222	Q9BTY2
P06241	Q9Y2W2
P0DTW1	P50222
P0DTW1	Q96IK5
Q13480	Q9UNN4
P25800	Q06547
P09012	Q06547
P08579	Q06547
Q06547	Q12933
P61968	Q06547
Q06547	Q7Z3K3
Q06547	Q9UHP6
P57052	Q06547
Q06547	Q86YD7
O14764	P0DPK4
O14764	Q7Z3S9
Q13188	Q99259
Q6RW13	Q99259
Q96DZ9	Q99259
Q05329	Q15041
Q05329	Q6RW13
Q05329	Q96B96
Q05329	Q969L2
Q05329	Q96DZ9
Q13069	Q96IK5
Q10471	Q8N6L0
Q14435	Q92624
P07902	Q07912
P15976	P49639
O43559	P15976
P15976	Q96JH8
P15976	Q9BYQ4
P15976	Q8TES7
P15976	Q96MH2
P15976	Q8N4L8
P15976	P60370
P23769	Q08379
P23769	Q99750
P23769	P25788
P23769	Q13077
P23769	Q6UY14
P23769	P86496
P23769	Q6A162
P23769	P60411
P23769	P60369
P0DPK4	P23769
P23769	Q7Z3S9
P23771	P25788
A8K8P3	P23434
P31150	Q8TBB1
P39905	Q6RW13
P55040	Q08379
P55040	Q15323
P14373	P55040
P15884	P55040
P55040	Q13077
P55040	Q9H2G9
P55040	Q8ND90
O43865	P55040
P55040	Q59EK9
P55040	Q9UKT9
P55040	Q9UBB9
P55040	Q7L273
P55040	Q9BYV2
P55040	Q68D86
P55040	Q96MW5
P55040	Q9BRK4
P55040	Q9Y2D8
P55040	Q6A162
P55040	Q6P597
P55040	Q05D60
P55040	Q8NBZ0
P55040	P60409
P55040	P60369
P0DPK4	P55040
P55040	Q7Z3S9
P14136	P14136
P14136	Q08379
P13646	P14136
P14136	P19012
P14136	P25791
P00540	P14136
P14136	P14373
P14136	P35398
O75928	P14136
P14136	Q9UBU9
P14136	Q9Y247
P14136	Q8TCE9
P14136	Q53FD0
P14136	Q8WWB5
P14136	Q8IYR0
P55789	Q9H8W4
O00155	Q9UJ14
Q13021	Q9UJ14
Q8TAF8	Q9UJ14
Q9NWH2	Q9UJ14
O43765	P09681
P09681	Q6UY14
P09681	P60369
P09681	P0DPK4
P09681	Q7Z3S9
P08151	P54646
P08151	Q96CN9
P08151	Q8IWZ5
P43220	P60409
P43220	P60411
P43220	P60410
P43220	P60369
P0DPK4	P43220
P43220	Q7Z3S9
O60547	Q96HA8
P36959	P36959
P63096	Q9UGC6
P04899	Q15323
P04899	Q15654
O76081	P04899
P04899	Q9Y4H4
P04899	Q6A162
P04899	P60410
P04899	P0DPK4
P04899	Q7Z3S9
P08754	Q9UGC6
P08754	Q9Y4H4
P08754	Q9P219
P19086	P19086
P50150	Q9UBB9
P50150	Q8N6Y0
P63218	Q08379
P63218	Q15323
P63218	Q99750
P63218	Q13077
P63218	Q9Y2J4
P63218	Q9UBC2
P63218	Q6A162
P50151	Q15323
P15884	P50151
O76015	P50151
P50222	P61952
P61952	Q9C0F1
P63211	Q9NRM2
Q8N1B4	Q92805
Q92805	Q9UBB9
Q8N4E4	Q92805
Q8IYX8	Q92805
P17482	Q08379
P27987	Q08379
Q08379	Q9BVG8
P02538	Q08379
P04259	Q08379
P05783	Q08379
Q08379	Q14847
Q08379	Q13094
P17931	Q08379
P25800	Q08379
P25791	Q08379
P61326	Q08379
P33993	Q08379
P49901	Q08379
P55081	Q08379
P00540	Q08379
P19878	Q08379
P29474	Q08379
Q08379	Q13415
Q07002	Q08379
O00459	Q08379
Q08379	Q13526
Q08379	Q13131
Q08379	Q16512
P25786	Q08379
P25789	Q08379
Q01130	Q08379
Q08379	Q969G3
P14678	Q08379
P08579	Q08379
P09234	Q08379
P20226	Q08379
Q08379	Q15560
Q08379	Q9Y242
Q08379	Q15561
Q01664	Q08379
P09493	Q08379
P63279	Q08379
Q08379	Q15973
Q05516	Q08379
O95872	Q08379
Q08379	Q93034
P56279	Q08379
Q08379	Q99569
P61968	Q08379
O75821	Q08379
O95171	Q08379
O14910	Q08379
O75928	Q08379
O75604	Q08379
O95835	Q08379
O75348	Q08379
Q08379	Q14498
Q08379	Q15014
Q08379	Q15386
Q08379	Q5TAP6
P56524	Q08379
Q08379	Q15398
Q08379	Q9UM82
Q08379	Q9Y5U2
O60828	Q08379
O15145	Q08379
P40617	Q08379
O75934	Q08379
O75608	Q08379
Q08379	Q92993
O76041	Q08379
O95391	Q08379
Q08379	Q9Y586
Q03989	Q08379
Q08379	Q9UBU8
Q08379	Q9BW83
O75689	Q08379
Q08379	Q9UJV3
O43809	Q08379
P31146	Q08379
Q08379	Q96H20
Q08379	Q9UPN6
Q08379	Q8TBE0
Q08379	Q13573
Q08379	Q9ULW0
O60341	Q08379
Q08379	Q9UPU9
Q08379	Q14687
Q08379	Q9NVF7
Q08379	Q9H1K1
Q08379	Q68DK2
Q08379	Q63ZY3
Q08379	Q96T49
Q08379	Q8WWY3
Q08379	Q9Y247
Q08379	Q15735
Q08379	Q9UHB7
Q08379	Q9UHP6
Q08379	Q92917
Q08379	Q9UHR5
Q08379	Q9Y5B8
Q08379	Q9P2K5
Q08379	Q9Y3C0
Q08379	Q9Y6H1
Q08379	Q9UK41
Q08379	Q9UJW0
Q08379	Q8IVW4
Q08379	Q9Y5K8
Q08379	Q9Y2J4
Q08379	Q9P0T4
Q08379	Q9BW66
Q08379	Q6BCY4
Q08379	Q9P289
Q08379	Q92529
O95983	Q08379
Q08379	Q8TD31
Q08379	Q96PV7
Q08379	Q14964
Q08379	Q9NX63
Q08379	Q9NX04
Q08379	Q7Z2X4
A5D8V6	Q08379
Q08379	Q96HA8
Q08379	Q96A72
Q08379	Q86YD7
Q08379	Q9NVL8
Q08379	Q9NVE4
Q08379	Q96IZ5
Q08379	Q7L590
Q08379	Q7Z4I7
Q08379	Q9BW85
Q08379	Q8IX12
Q08379	Q9P2K3
Q08379	Q9NPJ8
Q08379	Q32MH5
Q08379	Q5T5P2
Q08379	Q9NQT4
Q08379	Q9HC52
Q08379	Q8WXI9
Q08379	Q96FJ0
Q08379	Q8IYE0
Q08379	Q63HN8
Q08379	Q86VK4
Q08379	Q9H788
Q08379	Q5W5X9
Q08379	Q7L4I2
Q08379	Q9BWG6
Q08379	Q9BVV2
Q08379	Q96T21
Q08379	Q96BZ8
Q08379	Q9BU76
Q08379	Q96CN9
Q08379	Q6P1J9
Q08379	Q8NB25
Q08379	Q9H5Z6
Q08379	Q1MSJ5
Q08379	Q96ME1
Q08379	Q6ZN57
Q08379	Q9BT49
Q08379	Q9GZM8
Q08379	Q6UN15
Q08379	Q9Y3Q8
Q08379	Q96PN8
Q08379	Q6NSX1
Q08379	Q96NG3
Q08379	Q9BQ89
Q08379	Q9BSD3
Q08379	Q9BY77
Q08379	Q8IUD6
Q08379	Q96IQ9
Q08379	Q96JN0
Q08379	Q9BYG5
Q08379	Q8N5A5
Q08379	Q8NHS9
Q08379	Q96IX9
Q08379	Q96FE5
Q08379	Q96SQ5
Q08379	Q8WUD1
Q08379	Q96K30
Q08379	Q96I25
Q08379	Q8TES7
Q08379	Q9NSI2
P57771	Q08379
A4D1E9	Q08379
Q08379	Q8IY31
Q08379	Q6P444
Q08379	Q86UW9
Q08379	Q96CS2
Q08379	Q96DA2
Q08379	Q5SQN1
Q08379	Q96KN8
Q08379	Q96MN9
Q08379	Q8IVS8
Q08379	Q7Z3I7
Q08379	Q8TAU3
Q08379	Q5T7P8
Q08379	Q5VVX9
Q08379	Q96LX7
Q08379	Q53TS8
Q08379	Q96NC0
Q08379	Q8TEC5
Q08379	Q8N443
Q05D60	Q08379
Q08379	Q8NA57
Q08379	Q86Y33
Q08379	Q8N8B7
Q08379	Q6NYC8
O60293	Q08379
P40222	Q08379
Q08379	Q96M11
Q08379	Q86TB9
Q08379	Q96Q83
Q08379	Q8NEY4
Q08379	Q8IXL7
Q08379	Q8N143
Q08379	Q8ND24
