Q96FF9	Q9BYX7
Q6ZW49	Q969S3
Q6F5E8	Q6ZW49
Q6ZW49	Q86U38
Q6ZW49	Q96HS1
Q6ZW49	Q8IX90
P10323	Q12888
O95613	Q12888
P48556	Q12888
P21912	Q12888
O60271	Q12888
Q12888	Q7Z4T8
Q12888	Q13685
P52907	Q12888
P47756	Q12888
P30260	Q12888
P39880	Q12888
Q12888	Q13948
Q12888	Q99856
P49327	Q12888
P21333	Q12888
P12956	Q12888
P52294	Q12888
Q12888	Q14974
O00505	Q12888
Q12888	Q14566
Q12888	Q14980
P22061	Q12888
P28482	Q12888
P27361	Q12888
P62195	Q12888
P43378	Q12888
Q12888	Q92785
P35250	Q12888
Q12888	Q15424
Q07955	Q12888
Q12888	Q96GM5
P42166	Q12888
P42167	Q12888
O15350	Q12888
Q12888	Q9UHF7
Q12888	Q99615
P13010	Q12888
P63104	Q12888
P35659	Q12888
O14929	Q12888
Q12888	Q9UJX2
Q12888	Q13042
O94776	Q12888
Q12888	Q9UM13
P63244	Q12888
P22234	Q12888
P19105	Q12888
Q12888	Q9Y266
Q12888	Q9Y3F4
Q12888	Q13185
O75122	Q12888
Q12888	Q9UKL0
Q12888	Q9UH99
Q12888	Q6IAN0
Q12888	Q9HB71
Q12888	Q9UJX6
Q12888	Q9UJX5
Q12888	Q9UJX4
Q12888	Q9UJX3
Q12888	Q9BRX2
Q12888	Q9NYU2
Q12888	Q5T5X7
Q12888	Q9H1A4
Q12888	Q96DT7
Q12888	Q96DE5
Q12888	Q8NFG4
P38398	Q13045
P45973	Q7Z3K3
P45973	Q96JM2
P45973	Q96JM3
P45973	P52292
P45973	Q9H9B1
O00505	P45973
P45973	Q9H5I1
O00629	P45973
P45973	P61254
P45973	Q9BQF6
P45973	Q3KNS6
O96019	P45973
O95785	P45973
P45973	Q8TF39
P17098	P45973
P45973	Q14202
P45973	Q6N043
P45973	Q5TGY3
O75467	P45973
P45973	Q9NR11
O15397	P45973
P45973	Q9BV97
P45973	Q6P2D0
P45973	P62714
P45973	Q16576
P45973	Q53HL2
P45973	Q8N9R8
P45973	Q9NQS7
P45973	P67775
P45973	Q3ZCX4
P45973	Q96H86
P45973	Q14592
P45973	Q96I27
P45973	Q9Y6X3
P45973	Q6PK81
P02818	P45973
P45973	Q9UHQ1
P45973	Q8IWC1
P45973	Q3ZCQ8
P45973	Q15172
P45973	Q96CS4
P45973	Q969W8
P45973	Q5MCW4
P45973	Q86WZ6
O43296	P45973
P45973	Q6AW86
P45973	Q16537
P45973	Q15022
P45973	Q52M93
P45973	Q6P3V2
P45973	Q6ZNG0
P0C7X2	P45973
P45973	Q8N141
P45973	Q9H707
P45973	P46777
P45973	Q96GC6
P45973	Q02386
O14628	P45973
P45973	Q4VC05
P45973	Q9BS31
P45973	Q6AHZ1
P06400	P11388
P08047	P42574
P08047	P55210
P08047	P55212
P46531	Q04721
P46531	Q9UM47
P46531	Q13131
P28482	P46531
P46531	P53671
P46531	Q13464
P46531	Q15750
P46531	Q9H8S9
P14317	P46531
P46531	Q96S59
P46531	Q6VN20
P15498	P46531
P46531	Q92974
P46531	Q93009
P46531	P51784
P46531	Q9Y4E8
P46531	P67775
P30153	P46531
P46531	P63151
P46531	Q9UPN7
P46531	Q5H9R7
P46531	Q9Y4X5
O95376	P46531
P46531	Q13049
P46531	Q9UJX3
P46531	Q9H1A4
P46531	Q9UJX2
P30260	P46531
P46531	Q9UJX4
P46531	Q15208
P46531	Q13098
P46531	Q86VP6
P46531	Q08AF3
P46531	Q7Z7L1
P46531	Q6F5E8
P46531	Q9Y2L9
P46531	Q9BZH6
P46531	P55160
P46531	Q8IUR7
P46531	P84090
P46531	Q9NNW5
P46531	Q96DM3
O95758	P46531
P46531	P86790
P46531	P51532
P46531	Q86U86
P46531	Q8TAQ2
P46531	Q92922
P46531	Q14527
O60264	P46531
P46531	Q14683
P46531	Q9UQE7
P46531	Q29RF7
P46531	Q9Y6X3
A6NHR9	P46531
P46531	Q13263
O95785	P46531
P06400	P46531
P46531	Q9UPP1
O75150	P46531
P46531	Q14839
P46531	Q09028
P46531	Q8WXI9
P46531	Q13547
O60341	P46531
P46531	Q06587
P46531	Q99496
O94915	P46531
P46531	P51610
P46531	Q9Y224
P46531	Q8N3C0
P46531	Q9BXP5
P46531	Q9BZK7
P46531	Q9GZV5
P46531	Q92841
O43719	P46531
P46531	Q9ULK4
P46531	Q71SY5
P46531	Q9C0K0
P46531	Q13422
P46531	Q9UKS7
P46531	Q9UKT9
P46531	Q99081
P46531	Q01196
O15198	P46531
P46531	Q8N680
O75132	P46531
P22670	P46531
P46531	Q16666
P46531	P78527
P09874	P46531
P46531	Q02880
P25205	P46531
P33992	P46531
P35251	P46531
P35249	P46531
P46531	Q96T76
P46531	Q5UIP0
O94906	P46531
P46531	Q6P2Q9
P46531	Q9UMS4
P46531	P98175
O43143	P46531
P46531	Q14562
O43290	P46531
P26599	P46531
A5YKK6	P46531
P46531	Q9HAV4
P46531	Q8NFP9
P46531	P50851
P46531	Q9NU22
P46531	Q92973
P46531	Q14974
O00410	P46531
P46531	Q96Q05
P46531	P48553
P46531	P49368
P40227	P46531
P46531	P50990
P46531	Q96JC1
P46531	Q9H270
P46531	Q9Y496
O00139	P46531
P46531	P62714
O60341	Q06330
Q06330	Q9UPP1
P51532	Q06330
Q06330	Q92585
Q92585	Q9UPP1
P51532	Q92585
Q86U86	Q92585
P20226	Q16533
Q13487	Q16533
Q13487	Q92966
O96017	Q13619
O96017	Q13616
O14757	Q9NZJ0
P62263	Q96LD8
P45983	Q14653
P45984	Q14653
P08670	Q9BZW7
P35579	Q9BZW7
P63261	Q9BZW7
O75147	Q9BZW7
P07437	Q9BZW7
P0DPH7	Q9BZW7
P60660	Q9BZW7
Q15149	Q9BZW7
P21333	Q9BZW7
Q00005	Q96M94
Q00005	Q13618
Q96M94	Q96M94
P67775	Q96M94
P30153	Q96M94
O15525	Q16236
Q00987	Q99496
Q8WV07	Q9NRH1
P05412	Q13469
O00268	P05412
P38936	Q13616
P17947	Q99684
O43318	P30153
O15111	P01106
P36873	Q13873
P36873	Q7Z5G4
P26951	P36873
P36873	Q96S59
P36873	Q6ZMQ8
P36873	Q9UKU7
P36873	Q9ULW3
O43505	P36873
P36873	Q9BSF8
P36873	Q2T9L4
P02745	P36873
P36873	Q96JQ2
P36873	Q00610
P36873	Q6PJW8
P36873	Q96S65
O75398	P36873
P36873	Q96EB1
P02792	P36873
P36873	Q9H0Q3
P05114	P36873
P36873	Q7Z5Y7
P36873	Q9P2H0
P36873	Q8IWU2
P36873	Q6IQ20
P36873	P51955
O60285	P36873
P36873	Q8IZ21
P36873	P78364
O75925	P36873
P36873	Q96KQ4
P36873	Q5SWA1
P36873	Q96I34
P36873	Q6NYC8
P36873	Q9UQK1
P36873	Q569H4
P36873	Q5UIP0
P18124	P36873
P36873	Q5VT52
P36873	Q14684
P36873	Q8TEC5
P36873	Q9BYB0
P36873	Q92783
O95793	P36873
O95359	P36873
P36873	Q96QE5
P36873	Q5JTV8
P36873	Q13625
P36873	Q4KMQ1
P36873	Q9Y2W2
P36873	P49750
P36873	Q9HCK1
P36873	Q5VUA4
P36873	Q5HYK9
P38919	P38919
O15234	P38919
P38919	Q9UKV3
P38919	Q9H307
O00422	P38919
O15234	P61326
P61326	Q9UKV3
P61326	Q9H307
P61326	Q15287
O00422	P61326
P61326	Q9BRP8
P38919	Q86V81
P38919	Q96QD9
P38919	Q01130
P38919	Q08170
P38919	Q13247
P38919	Q16629
P61326	Q86V81
P61326	Q96QD9
O75494	P61326
P61326	Q13243
P61326	Q07955
P61326	Q01130
P61326	P84103
P61326	Q08170
P61326	Q13247
P61326	Q16629
P61326	Q9BRL6
P61326	Q13242
P18583	P61326
P61326	Q13595
P61326	P62995
P61326	Q8IYB3
P61326	Q9UQ35
P61326	Q9Y2W1
P61326	Q06787
P61326	Q12906
P61326	Q12905
P43243	P61326
P07910	P61326
P61326	Q9Y3X0
P61326	Q15631
P61326	P84090
P61326	Q96HS1
P08621	P61326
P61326	Q15459
O75533	P61326
P61326	Q13435
P61326	Q15393
P61326	Q13523
P38919	Q13242
P18583	P38919
P38919	Q13595
P38919	P62995
P38919	Q9Y2W1
P38919	Q06787
P38919	Q12906
P38919	P43243
P07910	P38919
P38919	Q9Y3X0
P38919	Q15631
P38919	P84090
P38919	Q96HS1
P08621	P38919
P38919	Q15459
O75533	P38919
P38919	Q13435
P38919	Q15393
P38919	Q6P2Q9
P38919	Q96DI7
O75643	P38919
P38919	Q15029
P38919	Q9BZJ0
O43660	P38919
P38919	Q9UNP9
P38919	Q9UMS4
O75934	P38919
P38919	Q9HCS7
P38919	Q9NW64
P38919	Q13573
O60306	P38919
P38919	Q9P013
O43143	P38919
O60508	P38919
P61326	Q6P2Q9
P61326	Q96DI7
O75643	P61326
P61326	Q15029
P61326	Q99459
P61326	Q9BZJ0
O43660	P61326
P61326	Q9UNP9
P61326	Q9UMS4
O75934	P61326
P61326	Q9HCS7
P61326	Q9NW64
P61326	Q13573
O60306	P61326
P61326	Q9P013
O43143	P61326
O60508	P61326
P61326	Q8WXF0
P61326	Q16643
P60709	P61326
P61326	P68032
P61326	Q9P1Y5
P47756	P61326
P52907	P61326
P61326	Q9Y2J2
P13645	P61326
P02533	P61326
P08727	P61326
P35527	P61326
P35908	P61326
P04264	P61326
P13647	P61326
P38919	P60709
P38919	P68032
P38919	P47756
P38919	P52907
P38919	Q9Y2J2
P13645	P38919
P02533	P38919
P08779	P38919
P08727	P38919
P35527	P38919
P35908	P38919
P04264	P38919
P13647	P38919
P04259	P38919
P38919	Q3SY84
O95678	P38919
P38919	P46821
P38919	Q99865
P38919	Q9Y657
P38919	Q13813
P38919	Q01082
P08670	P38919
P35580	P38919
P35579	P38919
P0CG39	P38919
P38919	Q96QV6
P20671	P38919
P38919	P62807
P46821	P61326
P61326	Q99865
P61326	Q9Y657
P61326	Q13813
P61326	Q01082
P08670	P61326
P35580	P61326
P35579	P61326
P0CG39	P61326
P61326	Q96QV6
P20671	P61326
P61326	P62807
P61326	Q16695
P61326	P62805
P55795	P61326
P52597	P61326
P38159	P61326
P61326	P61978
P14866	P61326
P52272	P61326
P61326	Q00839
P31943	P61326
P61326	Q99873
P61326	Q9Y3Y2
O14744	P61326
P54105	P61326
P61326	Q9BQA1
P05141	P61326
P54132	P61326
P61326	Q9H3K6
P38919	Q16695
P38919	P62805
P38919	P55795
P38919	P52597
P38919	P61978
P14866	P38919
P38919	P52272
P31943	P38919
P38919	Q99873
P38919	Q9Y3Y2
O14744	P38919
P38919	P54105
P38919	Q9BQA1
P05141	P38919
P38919	P54132
P38919	Q9H3K6
P38919	Q8N1I0
P38919	Q16875
P38919	P49327
P38646	P38919
P0DMV8	P38919
P11142	P38919
P23458	P38919
P38919	Q70IA6
O75688	P38919
P38919	Q06830
P38919	P62826
P38919	Q13127
P38919	Q9BRS2
P38919	Q9Y2H1
P38919	Q15208
P61326	Q8N1I0
P61326	Q16875
P49327	P61326
P38646	P61326
P0DMV8	P61326
P11142	P61326
P23458	P61326
P61326	Q70IA6
O75688	P61326
P61326	Q06830
P61326	P62826
P61326	Q9BRS2
P61326	Q9Y2H1
P61326	Q15208
P61326	Q14498
P61326	Q92841
P61326	P67809
P61326	Q5T200
O00571	P61326
P22087	P61326
P16989	P61326
P36578	P61326
P27635	P61326
P26373	P61326
P40429	P61326
P61313	P61326
P18621	P61326
P61326	Q07020
P61326	P84098
P46778	P61326
P61326	P83731
P61254	P61326
P61326	Q9UNX3
P46776	P61326
P38919	Q92841
P38919	P67809
P38919	Q5T200
O00571	P38919
P22087	P38919
P16989	P38919
P36578	P38919
P27635	P38919
P26373	P38919
P38919	P40429
P38919	P61313
P18621	P38919
P38919	Q07020
P38919	P84098
P38919	P46778
P38919	P83731
P38919	P61254
P38919	P46776
P46779	P61326
P39023	P61326
P61326	Q02878
P18124	P61326
P61326	P62424
P61326	P62917
P61326	P62753
P61326	P62241
P61326	P62280
P15880	P61326
P61326	P62847
P23396	P61326
P46781	P61326
P14678	P61326
P61326	P62314
P61326	P62316
P61326	P62318
P61326	P98175
P61326	Q6P3W7
P61326	Q96MU7
P61326	P68104
P23588	P61326
P38919	P46779
P38919	P39023
P38919	Q02878
P18124	P38919
P38919	P62424
P38919	P62917
P38919	P62753
P38919	P62241
P15880	P38919
P38919	P46781
P14678	P38919
P38919	P62314
P38919	P62316
P38919	P62318
P38919	P98175
P38919	Q6P3W7
P38919	Q96MU7
P38919	P68104
P23588	P38919
P38919	Q9BY77
Q9BXM7	Q9Y4K3
O43318	Q9BXM7
Q9BXL7	Q9UNE7
P24385	Q9BXL7
Q9BXL7	Q9UDY8
P29084	P50613
P20823	P60709
P07355	P20823
P20823	Q13185
P20823	Q8IUE6
P09429	P20823
P20823	Q16270
P00338	P20823
P20823	P30086
P20823	P43487
P20823	Q16629
P20823	Q9Y5W7
P20823	P55072
P08670	P20823
P20823	P31946
P20823	P62258
P20823	P61981
P20823	P63104
Q9HAV7	Q9HAV7
Q92797	Q9UKF6
P33240	Q9UKF6
Q92797	Q9P2I0
Q969H0	Q96GD4
Q96T88	Q96T88
P13569	Q99933
P61956	Q6ZNA4
Q06587	Q13642
Q06330	Q13642
P63165	Q6ZNA4
Q13642	Q5T1R4
P61956	Q9UKL3
P63165	Q9UKL3
P61956	Q8NDZ2
P63165	Q8NDZ2
O00311	O00311
O00311	Q14566
Q14566	Q9UBU7
P24941	Q9UBU7
P06400	Q13950
P14625	Q12904
P45983	Q12904
P26599	P35398
Q03135	Q13501
P55957	Q13501
P25445	Q13501
Q01860	Q96J02
P46777	P46777
P04062	Q96J02
Q15717	Q9Y297
O15111	Q15717
P14635	Q8IWA4
P14635	Q9NX47
P49327	Q06124
Q06124	Q8NHY2
P05451	Q8NHY2
P46531	Q16566
Q06330	Q16566
Q93074	Q969H0
Q15648	Q969H0
Q969H0	Q9UHV7
Q71F56	Q969H0
O60244	Q969H0
Q969H0	Q9ULK4
Q969H0	Q9Y2X0
Q969H0	Q96RN5
Q969H0	Q9NPJ6
Q969H0	Q96G25
O75448	Q969H0
Q969H0	Q9H944
Q15528	Q969H0
Q6P2C8	Q969H0
Q969H0	Q9BTT4
Q969H0	Q9NWA0
Q969H0	Q9NVC6
Q969H0	Q9P086
A0JLT2	Q969H0
Q13503	Q969H0
Q969H0	Q9H204
Q969H0	Q9NX70
Q969H0	Q96HR3
Q969H0	Q9Y3C7
O75586	Q969H0
P24863	Q969H0
Q15648	Q71F56
P35222	P49789
P49789	Q9UJU2
P18146	Q00987
Q9UKG1	Q9UKG1
Q9UKG1	Q9UL25
O95163	P78527
O95163	Q14204
O95163	P21333
O95163	Q93008
O95163	Q13085
O95163	P14618
O95163	P62195
O95163	Q06830
O95163	P28074
O95163	P51813
O95163	Q9H1R3
O95163	Q9UBS4
Q01860	Q9UJU5
P63165	Q96RL1
P45973	Q9HCM9
P83916	Q9HCM9
Q13185	Q9HCM9
O60264	Q8IYW5
P04637	Q9HCM9
Q04206	Q93009
Q00987	Q9NQU5
P12931	P40818
P04637	P61978
P61978	P63165
P61978	Q9Y6X2
P61978	Q9HC62
A7KAX9	Q9UM11
P10276	Q93009
A7KAX9	Q9HCE7
P16885	P17252
P16885	Q13393
P78352	Q9P2E7
P54725	P78352
P16104	P19338
P54725	Q9P2E7
P54725	Q9UQM7
P12956	P19338
O15446	P19338
O60934	P19338
P19338	Q14676
P16104	Q9NR30
P35998	Q9P2E7
P78352	Q00987
O75469	Q15596
O75469	Q9BYM8
O95714	P23025
P04637	Q9BQ15
Q09472	Q9BQ15
O60674	P25105
P25105	P29597
Q6KC79	Q9Y6X3
P04637	Q15672
P12956	P68400
P13010	P68400
P01911	Q8TCQ1
P01903	Q8TCQ1
P58004	Q13501
P58004	P62877
P58004	Q14145
Q13501	Q9Y6P5
P62877	Q9Y6P5
Q14145	Q9Y6P5
Q04206	Q16665
O14920	Q02156
Q02156	Q9Y6K9
O60291	Q96J02
O60291	P46934
O95271	P25054
P25054	Q9ULT8
P25054	Q9NTX7
O00463	Q9Y6R0
P30260	P60006
P60006	Q9H1A4
P60006	Q9UJX6
P60006	Q9UJX4
P60006	Q13042
P60006	Q9UJX3
P60006	Q9UJX2
P60006	Q9UM13
P60006	Q8NHZ8
P60006	Q12834
P30260	Q9UI95
Q13616	Q16204
P63208	Q16204
Q16204	Q969H0
P35968	Q9Y6I3
P55072	Q03135
Q03135	Q9BZV1
Q92466	Q9UPU5
Q70EK8	Q92466
P46379	Q96CS3
O14763	Q13618
O00220	Q12933
O00220	Q13618
Q12933	Q13158
Q13158	Q13618
P19447	P43351
P18074	P43351
P24928	P43351
O15205	P68104
P28324	P45983
P27361	P28324
P14618	Q16665
P14618	Q9GZT9
P14618	Q9H6Z9
P14618	Q09472
P49959	Q9Y4A5
Q12834	Q9Y4A5
Q96T88	Q9Y297
Q13616	Q96T88
Q96PM5	Q9H3D4
P30260	Q9UBZ9
P54646	Q9H0M0
P0CG48	Q6ZVM7
P0CG48	Q96S55
A5D8V6	P0CG48
P0CG48	Q96D70
A6NP11	P0CG48
A8MUZ8	P0CG48
P0CG48	Q9UKY1
P0CG48	Q8IX04
P0CG48	Q9BSJ2
P0CG48	Q96AY4
P0CG48	Q9NX00
P0CG48	Q24JP5
P0CG48	Q9NWX6
P0CG48	Q07283
P0CG48	Q9UHF0
P0CG48	Q13425
P0CG48	Q9BV90
O94813	P0CG48
O00141	P0CG48
P0CG48	Q8WYJ6
P0CG48	Q13275
P0CG48	Q86VV8
P0CG48	Q6DKI1
P0CG48	Q86YD1
O60437	P0CG48
P0CG48	Q29RF7
P0CG48	Q6ZRI0
P0CG48	Q8NG95
P0CG48	P35372
P0CG48	Q96P26
P0CG48	Q86SG6
P0CG48	Q8WXI7
P0CG48	Q7Z6M4
P0CG48	Q9NU22
P0CG48	Q9Y6D9
P02788	P0CG48
P0CG48	Q12873
P0CG48	Q9P2N7
P0CG48	Q6ZU35
P0CG48	P23276
P0CG48	Q2M1V0
P0CG48	Q9HCH0
P0CG48	Q9NX77
P05204	P0CG48
O94808	P0CG48
P0CG48	Q5VVW2
P0CG48	Q9UGM5
O43281	P0CG48
P0CG48	P0DPD6
P0CG48	Q8WZ79
P0CG48	Q8NFW5
P0CG48	Q9NUI1
P02452	P0CG48
P0CG48	Q9UPV0
P0CG48	Q9Y6F8
P0CG48	P19022
P0CG48	Q9Y592
P0CG48	Q9H1A4
P0CG48	P53396
P0CG48	Q7Z6Z7
P0CG48	Q86YZ3
P0CG48	Q9H5N1
P0CG48	Q92890
P0CG48	Q8TC36
P0CG48	P11021
O75828	P0CG48
P0CG48	P16152
P0CG48	P0DPH7
P0CG48	P0DPH8
P0CG48	Q504Y3
P06729	P0CG48
P0CG48	Q8TEP8
P0CG48	P43251
P0CG48	Q9P2D8
P0CG48	Q3KQV3
P0CG48	Q9UJF2
O75934	P0CG48
P0CG48	Q9H4M3
P0CG48	Q14686
P0CG48	Q9UQR1
P0CG48	Q9NVR0
P0CG48	P98066
P0CG48	Q13009
P0CG48	Q96HP0
P0CG48	Q07617
P0CG48	Q9BZE1
P0CG48	Q4G0P3
P0CG48	Q49A92
P0CG48	Q03431
P0CG48	Q8WXH0
A6NKT7	P0CG48
P0CG48	Q9HC84
P0CG48	Q9HBU1
P0CG48	P40394
P0CG48	Q9NSN8
A6NLP5	P0CG48
P0CG48	Q02224
P0CG48	Q9NQW7
P0CG48	P30050
P0CG48	Q9BXX3
P0CG48	Q9UHL9
P0CG48	Q6ZRT6
P0CG48	P10645
P0CG48	Q9H0K6
O15297	P0CG48
O75159	P0CG48
O43143	P0CG48
P0CG48	Q14517
P0CG48	Q9BTX1
P0CG48	P24557
P0CG48	Q13630
P0CG48	Q14254
P0CG48	Q9Y5C1
P0CG48	Q86WG5
P0CG48	Q5TAG4
P0CG48	Q5TI25
P0CG48	Q6P3W6
P0CG48	Q3BBV2
P0CG48	P0DPF3
P0CG48	Q3BBV0
P0CG48	Q86T75
P0CG48	Q969H6
P0CG48	P55199
P0CG48	Q92994
O14771	P0CG48
P0CG48	Q9NXG6
P02671	P0CG48
P0CG48	P27816
P0CG48	Q9UHB6
P0CG48	Q9UJ99
P0CG48	Q7Z5N4
A8MW92	P0CG48
P0CG48	Q8IUA0
P0CG48	Q9BVV6
P0CG48	Q69YQ0
P0CG48	Q8WXX0
P0CG48	Q659C4
P0CG48	Q15276
Q16584	Q16584
Q96D31	Q9UMX0
Q12834	Q9UER7
O60566	Q9UER7
Q13257	Q9UER7
Q9UER7	Q9UM11
P98170	Q96HS1
Q13490	Q96HS1
P06400	Q02363
P28749	Q02363
P40763	Q9Y4K3
P01106	P11473
P11473	Q05195
P29590	Q13164
P27361	P53355
P28482	P53355
O14950	P53355
Q13107	Q7Z569
Q7Z569	Q9Y4E8
P15374	Q17RB8
P14373	P15374
P14373	Q9Y5K5
Q9BYM8	Q9Y5K5
Q7Z4K8	Q9Y5K5
O75604	P51948
O75604	P19474
O75604	Q9BWF2
O75604	Q9BYM8
O75604	O94941
O75604	Q9UPQ4
O75604	P14373
O75604	Q9BYJ4
O75604	Q96EQ8
O75604	Q9BV68
O75604	Q9HCM9
O75604	Q7Z4K8
O75604	Q9BZR9
O75604	Q9BYE7
O75604	Q9C035
O75604	Q6UWE0
O75604	Q17RB8
O75604	Q9C026
O75604	Q96A37
O75604	Q8N9I9
O75604	Q8N448
O75604	Q7Z419
O75604	Q86UV6
O75604	P36406
O75604	Q9ULV8
P45974	Q12899
P45974	Q9HCM9
P45974	Q9C035
P14373	Q93009
Q93009	Q9BYM8
Q93009	Q9BZY9
Q93009	Q9BZR9
Q93009	Q96PU4
O94782	Q9Y4K3
O94782	Q9BWX1
O94782	Q7Z4K8
O94782	Q8N9I9
P19474	Q9Y4E8
Q9BYM8	Q9Y4E8
Q9Y4E8	Q9Y577
Q9BWX1	Q9Y4E8
Q9BV68	Q9Y4E8
Q7Z4K8	Q9Y4E8
Q9C035	Q9Y4E8
Q7Z419	Q9Y4E8
Q86UV6	Q9Y4E8
Q9UK80	Q9ULV8
P22681	Q9UK80
P36406	Q9UK80
P50876	Q9UK80
Q6UWE0	Q9UK80
Q9BYM8	Q9UK80
Q9BZR9	Q9UK80
Q9BYE7	Q9UK80
Q9C035	Q9UK80
Q96GF1	Q9UK80
Q9C026	Q9UK80
Q8N9I9	Q9UK80
Q8NFA0	Q9BYM8
Q7Z4K8	Q8NFA0
P50876	Q8NFA0
Q86UV6	Q8NFA0
Q12899	Q9P275
Q53GS9	Q9Y4K3
Q14258	Q53GS9
Q12899	Q53GS9
Q53GS9	Q9HCM9
Q53GS9	Q9BZR9
Q53GS9	Q9C035
Q70CQ1	Q9UPQ4
Q70CQ1	Q9BYM8
Q504Q3	Q9BYM8
Q504Q3	Q9UPQ4
Q504Q3	Q7Z419
Q96FW1	Q9BV68
P14373	Q96DC9
Q14258	Q96DC9
Q12899	Q96DC9
Q96DC9	Q9BYM8
Q96DC9	Q9C040
Q96DC9	Q9BV68
Q96DC9	Q9HCM9
Q96DC9	Q9BZR9
Q96DC9	Q9C035
Q7L8S5	Q99496
Q7L8S5	Q9BYM8
Q7L8S5	Q9ULV8
Q7L8S5	Q9HCM9
Q7L8S5	Q7Z4K8
Q7L8S5	Q9C035
P21580	Q9C040
P21580	Q99942
P21580	Q9UBS8
P21580	Q9NVW2
O75382	P21580
P21580	Q9BZR9
P21580	Q9C035
P00441	Q96CV9
Q99502	Q9UM11
P37231	Q04206
P0CG48	P37231
P37231	P49427
Q10589	Q99836
Q10589	Q15750
Q10589	Q9NYJ8
O43318	Q10589
P07306	P27824
P07306	Q92611
P07306	Q86TM6
P07306	Q9NRD1
P07306	P11021
Q16790	Q86VP6
Q16790	Q9UN86
P25705	Q16790
P06576	Q16790
Q16790	Q9Y3I0
P46782	Q16790
O75155	Q16790
Q13085	Q16790
Q16790	Q96P70
Q16790	Q8TEX9
O00410	Q16790
O95373	Q16790
P52292	Q16790
Q16790	Q9HAV4
O43592	Q16790
P55060	Q16790
O14980	Q16790
Q16790	Q9Y5L0
Q16790	Q92973
Q16790	Q9UBB4
P00918	Q16790
Q16790	Q7Z4Q2
Q16790	Q96ER3
Q16790	Q9Y5M8
P40939	Q16790
O15151	P62136
O15151	P62140
O15151	P36873
Q8IUQ4	Q9UHX1
Q07912	Q8IUQ4
O43255	Q07912
P63279	Q96EP1
Q07954	Q96EP1
P04637	Q9BVI0
O43294	Q9ULV8
Q15654	Q9ULV8
O43294	Q13191
Q969M7	Q9UBF6
P07550	Q9Y2K6
P07550	Q8TEY7
P07550	Q9P0N8
O60566	Q9UM11
Q9BXM7	Q9H0E2
P51617	Q9BXM7
Q969H0	Q9UBI4
P24941	Q969H0
P24941	Q9UBI4
Q13158	Q9UHC7
Q14790	Q9Y572
O15519	Q9UNE7
O15519	P07900
P00533	Q15303
P40818	Q15303
P00533	P08238
P00533	P11021
P00533	Q16543
P03372	Q96RI1
O75604	Q9BXL7
O75604	Q9UDY8
O43318	O75604
P63279	Q9Y4K3
P0DPQ6	Q9UBW8
P35638	Q9UBW8
P0DPQ6	Q99627
P35638	Q99627
P0DPQ6	Q13618
P35638	Q13618
P0DPQ6	Q13616
P35638	Q13616
P0DPQ6	Q9UNS2
P35638	Q9UNS2
P0DPQ6	Q14145
P35638	Q14145
P55072	Q13438
Q13438	Q9GZP9
Q13438	Q9Y385
P50454	Q13438
Q13438	Q9Y4L1
Q13438	Q9NYU1
Q13438	Q9UBS4
P23284	Q13438
O00469	Q13438
Q13438	Q8TEM1
P35613	Q13438
Q13438	Q8NBJ5
Q13438	Q5T4B2
P35613	Q9UBV2
P35613	Q86TM6
P0DMV8	P10636
O76064	Q92878
O76064	P49959
O60934	O76064
O60934	P51668
O60934	P61088
P00533	P29279
Q9H1A4	Q9UPN9
P30260	Q9UPN9
Q9UJX5	Q9UPN9
Q9UJX4	Q9UPN9
Q13042	Q9UPN9
Q9UJX3	Q9UPN9
Q9UJX2	Q9UPN9
Q12834	Q9UPN9
Q12834	Q9UJX4
P51955	Q12834
P53350	Q12834
O60566	Q9UPN9
P20248	Q9UPN9
Q9UKV5	Q9Y679
P04035	Q9Y679
Q8WU17	Q9Y679
P60604	Q8WU17
O95786	O95786
O95786	P02686
O95405	Q9Y3C5
O75886	Q9Y3C5
O75886	O95405
O14964	Q9Y3C5
O95405	Q99816
O95405	P0CG48
P0CG48	Q9Y239
P10914	Q00987
P10914	Q01105
Q13619	Q8N122
Q13620	Q8N122
P36888	Q13239
Q16531	Q8N122
P42345	Q16531
Q16531	Q6R327
P09936	Q16531
P09936	Q8N122
P04792	P13569
P13569	Q16082
Q14192	Q6ZNA4
Q6ZNA4	Q6ZNA4
P62841	Q9HCE7
Q9HCE7	Q9UKK9
Q06203	Q9HCE7
Q93008	Q9HCE7
P61247	Q9HCE7
P62280	Q9HCE7
Q07955	Q9HCE7
Q14980	Q9HCE7
Q13017	Q9HCE7
Q9HCE7	Q9NR30
P62277	Q9HCE7
O43809	Q9HCE7
P17844	Q9HCE7
P25398	Q9HCE7
P0CG48	Q9HCE7
Q00839	Q9HCE7
P09651	Q9HCE7
P08708	Q9HCE7
P05455	Q9HCE7
P39019	Q9HCE7
P13010	Q9HCE7
P82650	Q9HCE7
O60506	Q9HCE7
P30153	Q9HCE7
P67775	Q9HCE7
Q13151	Q9HCE7
Q99729	Q9HCE7
Q01081	Q9HCE7
Q16778	Q9HCE7
P62244	Q9HCE7
P12956	Q9HCE7
Q14103	Q9HCE7
P63151	Q9HCE7
P46783	Q9HCE7
Q16630	Q9HCE7
P16403	Q9HCE7
P23396	Q9HCE7
Q9HCE7	Q9Y3D9
P62241	Q9HCE7
