O75144	Q5TFQ8
Q14511	Q6ZMT1
P11441	Q8WUN7
Q504T8	Q96AQ7
P46379	Q96LJ8
Q504T8	Q96LJ8
P56945	Q96MF2
Q14CS0	Q96PU4
Q15811	Q9BVN2
O94885	Q9UHR4
O14640	Q12846
Q68G74	Q92908
P03951	P07478
P00750	P12544
P08217	P14210
P07288	P20231
P08218	P20231
P20151	P26927
P08217	P49862
P49862	P56730
P07477	P57727
P12544	Q2L4Q9
Q16651	Q6PEW0
P12544	Q8IU80
P07288	Q8NF86
P08217	Q8NF86
P08311	Q8NF86
P08861	Q92876
P26927	Q9BZJ3
P98073	Q9BZJ3
Q9GZN4	Q9H2R5
O43240	Q9NRR2
P07477	Q9NRR2
P08311	Q9NRR2
Q6PEW0	Q9NRR2
P00749	Q9P0G3
Q04756	Q9P0G3
Q5K4E3	Q9P0G3
Q6PEW0	Q9P0G3
P08217	Q9UBX7
P20151	Q9UI38
Q9NRR2	Q9UKR0
P08217	Q9UKR3
P07478	Q9Y5Q5
O94806	P20160
P42772	Q96EP1
P35346	Q5NUL3
P12110	Q71H61
Q03828	Q9H3D4
O95153	Q96N03
Q4ZHG4	Q96RW7
O15075	P04216
P04216	P49418
P16885	Q13651
P04216	Q86UN2
P04216	Q86UN3
Q86UN2	Q9BZR6
P55289	Q9UJ99
Q9UJ99	Q9ULB4
Q16143	Q16553
P15018	Q96C24
O14733	P07948
P26045	Q86WG5
Q7L591	Q8N5V2
P00749	Q9NQ38
Q14155	Q9UIA0
O15020	Q9Y4H2
P56377	Q9Y296
Q86U28	Q9UMS0
Q01638	Q15848
Q12947	Q9UPW6
O75386	Q9ULT8
Q71RG4	Q9HC62
P01019	Q92667
P10826	Q92908
O75553	P11532
P31749	Q01974
O43283	Q96RR4
P14555	Q9Y239
O60674	P25116
P35453	P41221
P34972	Q15762
P10124	Q16610
Q96S42	Q99626
P37288	Q9GZQ4
P61812	Q92667
P46379	Q13191
Q13191	Q8N7F7
O75791	Q8TEJ3
P21462	P33032
P24530	P33032
P01730	Q495A1
P25391	Q63HQ2
P24530	Q8TDS5
O00421	Q9NPB9
P21730	Q9NPB9
Q71H61	Q9NQ86
P09172	P16109
O14753	P18075
P19438	P42081
Q8IUD6	Q92692
Q99607	Q9Y279
P20701	Q9Y2C9
P17612	P30291
P24941	P51812
P49792	Q86YM7
P24941	Q92519
P51812	Q9UEE5
P22694	Q9UEW8
Q9BYH8	Q9UM47
Q9BZF9	Q9UM47
P11234	Q8NB66
Q5EBL8	Q8TEW8
P35030	Q8IUA0
P41217	P54296
P41217	Q8N3J6
Q7Z6M3	Q8TDQ0
P20337	Q9UHD9
P59190	Q9UHD9
Q8N3J6	Q9UMF0
Q99457	Q9H489
O15230	Q15628
P27986	Q8IW93
P29320	Q04206
P46060	P68036
P12755	P98161
P42574	Q07687
P35968	Q8WYA1
P00747	Q96QB1
O60543	Q99665
P43146	Q9UNN5
Q8TD84	Q9Y5E8
O15151	Q13191
O95631	Q93045
Q96BT7	Q9H0K6
O00499	O75995
O00499	O94868
Q6UX41	Q9UIB8
P50281	Q14289
Q15811	Q99075
Q06945	Q9UJU2
P80192	Q9UKN7
Q92630	Q9NYL2
O14786	P00734
P05129	P49407
P17081	Q9P0N9
P62491	Q9P0N9
P47870	Q14183
P10586	P13688
P12643	P43146
P46094	Q01718
P78504	Q04206
P22105	Q15223
P63146	Q86TM6
P98161	Q8N126
P46531	Q9UKW4
P61006	Q9Y6B6
Q14451	Q8NFH8
P61018	P62070
P55317	Q08050
O95057	Q8N4Z0
P55042	Q9H0U4
P61018	Q9NYN1
O60260	Q9UBE0
P05231	P06850
Q04206	Q15109
O15530	Q9Y5S8
P02649	P28907
Q7Z3G6	Q8TDC3
Q8TBB1	Q9NUP9
P62745	Q04759
O75344	Q8N5M4
O75344	Q9UIM3
P62937	Q9Y3C6
Q14011	Q9Y6M1
P42679	Q9Y3E1
O14543	Q07954
Q01082	Q15475
Q92794	Q92922
P00749	Q6MZW2
Q14D04	Q9NQW6
Q96N03	Q9NZQ7
Q8N2R8	Q9UKG1
Q9UIF8	Q9ULU4
P15018	Q92793
P63165	Q93045
P52735	Q13131
P49619	Q5KSL6
O15520	Q71H61
Q16623	Q9UN86
P05106	P07204
O00182	P07996
P30939	P33032
P32519	Q00613
P32519	Q00978
P22003	Q04771
P22681	Q09472
P55201	Q6ZMT4
Q8IZD2	Q8WYB5
Q15678	Q8WYL5
P17483	Q92826
P20265	Q96A47
Q8TBE0	Q9HC52
P45973	Q9P2D1
Q8N3J5	Q9P2J9
P06340	Q9UDY8
Q9HCH5	Q9Y6V0
P04196	Q99650
P00750	Q04206
Q05516	Q9ULC3
P05771	Q14289
P51452	Q16829
P01116	Q9UDY8
O95631	Q9UKW6
O43281	Q15052
P62993	Q9UNA1
P16066	P54760
O00231	Q16763
P20908	Q63HQ2
P45378	Q8IZQ8
P02745	Q9HBG7
P02745	Q9NQ25
P07948	P29322
P06239	Q15375
P52298	Q9Y623
P09341	Q9Y6Y9
A8MW92	O43281
O60449	Q86T13
P08567	Q96F15
P29074	Q9BV47
O60260	Q9UBD9
Q93096	Q9UNI6
P23560	Q14982
O43602	P60763
P56945	Q8N157
O94868	Q8WUF5
Q5T124	Q96AQ7
Q96LJ8	Q99933
Q96LJ8	Q9BSE4
P42680	Q9NR46
Q8WUF5	Q9NSI8
O15105	Q8N441
Q96NE9	Q9BZ67
Q7Z6J6	Q9ULM0
P19237	Q8WZ42
O95727	P48740
P10600	P19883
P05106	P37023
Q86TI0	Q9NU19
Q9HA65	Q9NU19
Q16643	Q9NYB9
O14829	O14974
Q93034	Q9UPQ4
P49761	Q99986
Q14511	Q6UXY1
O15085	P49703
P20337	Q58EX7
P62834	Q6ZSZ5
O75832	P22694
P07858	P49913
P05112	Q9BY67
Q01860	Q9BRJ9
Q02763	Q15485
P04637	Q9UQP3
Q5T7P8	Q9BRK5
Q9UMS4	Q9Y4K3
P41743	Q9Y6R0
O95925	P00747
P51813	Q9H4E7
O75610	P61812
Q14289	Q9UJU2
O60383	O95631
O94813	P55268
P24593	Q15109
O95096	Q96RI1
Q9BW19	Q9NQT8
P20160	Q01201
P31749	Q12834
O15392	Q8NF91
O75909	Q99640
P25787	Q9HCE7
Q8WXI8	Q9BYZ8
P05362	P14784
P02751	Q12968
Q86UE8	Q92630
O15085	O43739
O43739	O94887
A6NHL2	Q12840
O75553	Q15438
Q15438	Q8IW93
O43739	Q92974
Q70Z35	Q9BQI7
Q8TER5	Q9BQI7
Q15438	Q9NZN5
O94887	Q9UIA0
Q3KR16	Q9UIA0
Q8IW93	Q9UIA0
Q15058	Q9UJT0
P98174	Q6UXY1
P29374	Q13387
Q9HAK2	Q9Y4D7
O14931	P04275
O75015	Q92692
P40200	Q9NY15
O43602	O94888
Q8WUN7	Q92575
Q8NA54	Q9BYG5
Q9H3R5	Q9Y3B9
Q68DU8	Q92953
O14593	Q92585
Q14011	Q9BQ04
Q02790	Q9UJX2
Q12965	Q9UQQ2
Q14168	Q15700
O43307	Q6ZV89
Q14203	Q8N2Y8
Q14168	Q9NR46
P61106	Q15283
O43752	O95208
P54198	Q03113
Q13616	Q96EP1
Q13619	Q96EP1
Q12829	Q99819
P07204	Q9BZP6
O95633	Q9HCG1
P13500	Q9UKJ0
P06730	P49427
Q9HC62	Q9Y5T5
P49458	Q9GZV4
P46379	P68036
P20936	Q14247
O00762	Q8N7F7
Q6S5L8	Q8WV28
Q14CS0	Q96HU1
Q8TEJ3	Q96MF2
Q8N157	Q9BX66
Q96PU4	Q9H347
O60543	Q9H7E2
Q8IYU4	Q9H7E2
Q96BF3	Q9UKJ0
Q92830	Q9ULU4
Q9ULH1	Q9UNZ2
P10966	P12314
P17948	P20701
P03999	P25090
P11308	P29320
P14921	P29320
P11308	P29322
O00421	P34972
P09564	P40200
P34972	P47804
P48039	P50391
P40200	P50895
P32245	P51685
P48039	P51685
P08922	P52333
P14921	P54753
P14921	P54762
O60755	P61073
P11215	Q00872
P29322	Q12866
O94983	Q14934
Q14CZ8	Q15223
Q06418	Q15746
O00421	Q6U736
P46094	Q6U736
P51685	Q6U736
P40200	Q9BZZ2
P40200	Q9HBG7
Q99715	Q9NQ25
Q15907	Q9NR31
P36507	Q9UBS0
P08100	Q9Y271
P51685	Q9Y2T6
Q9UPQ3	Q9Y6B6
Q9H2G2	Q9Y6R4
O43240	P07477
O43623	P00749
Q8N423	Q9HBG7
Q4LDE5	Q9UHC6
P55327	Q8N3R9
P05120	P05154
P05154	P08697
P83110	Q5K4E3
P10415	Q15811
P28069	Q99835
O14944	P08311
P84095	Q92974
Q8N4T4	Q99418
O60641	Q9P032
P08047	P30048
Q9NRN9	Q9UI43
P13500	Q13489
Q14324	Q92859
Q96S82	Q9UNZ2
O60543	P61956
O75197	Q13485
Q7Z3T8	Q9UGU5
P00749	Q13233
P06213	P31271
P16234	Q03014
P05231	Q969J5
Q08J23	Q96FX7
Q08J23	Q9UET6
P45983	Q00532
P54756	Q92729
O00468	O14939
P62993	Q9HCE7
P56715	Q9Y239
O00194	O14640
P13501	Q16584
P01732	P17181
P30411	P46095
P11171	Q96P48
P35568	Q96P64
Q99728	Q9ULT8
P30414	Q08752
O43447	Q6UX04
Q8WUK0	Q9BY84
O14543	Q13490
P08069	Q96RU8
O60422	P40424
Q04759	Q13237
P63261	Q13464
Q15369	Q9UBL3
P14653	Q9UBR4
P28356	Q9UBR4
P0DP24	Q9Y4I1
P0DP25	Q9Y4I1
Q9P286	Q9Y6R4
P42336	Q6EEV6
Q6EEV6	Q8NCF5
Q86UV7	Q969Q1
O43566	Q6PKX4
Q8NHL6	Q8TDQ0
P26045	Q9NR46
P62256	Q13191
P01116	Q9NU19
P63000	Q9NU19
Q9NP87	Q9UGP5
O75460	P49759
P07988	P20719
Q96EP1	Q9UMS4
O00425	P37108
P19320	P49765
P15498	Q70J99
O94813	Q8IWV2
P29374	Q9NYB9
O95393	Q9UQ52
P49335	P50148
P13378	Q8WU20
P17509	Q8WU20
Q8WWH4	Q9BXT4
P29317	Q9HCS4
Q13422	Q9Y6Q6
P04201	P08908
P06493	P34947
O43639	P62318
P05455	P62995
O95661	P84085
P05455	P98175
P40617	Q03113
Q01974	Q13163
P18085	Q13637
P05455	Q15427
P07910	Q15696
Q13148	Q15696
O00237	Q15819
P05455	Q86U06
Q13151	Q86V81
P08134	Q8WYP3
P61586	Q8WYP3
Q15287	Q92879
Q969Q4	Q96D21
Q13158	Q96FV9
Q8WXF0	Q9BRL6
Q16629	Q9BWF3
P27037	Q9H2K8
O75461	Q9H4I2
Q01094	Q9H4I2
P62253	Q9H6Y7
Q969M7	Q9H6Y7
P51148	Q9NS23
P51153	Q9NS23
P57729	Q9NS23
Q6T310	Q9NS23
Q9BPW5	Q9NS23
O15169	Q9NZ43
P02741	Q9UHC6
O95716	Q9UHV5
P61225	Q9UHV5
O75461	Q9UIW0
Q3MIN7	Q9ULC3
P61587	Q9Y689
Q9Y3L5	Q9Y689
Q00535	Q8TBJ5
Q96GR2	Q9Y2P4
O95741	Q07699
P21728	Q14155
P55196	Q13425
P03973	P04070
Q01201	Q86WI1
O43307	Q8N8L6
P06241	P52657
O43294	P62837
P61024	Q13233
P61086	Q5VTB9
P61088	Q8NG27
O14640	Q92952
P53367	Q9BRK5
Q8WVV9	Q9H074
Q9H074	Q9H6T0
Q9HAU5	Q9UKA9
A1IGU5	Q9H7P9
P15498	Q9UBP9
P10721	P43034
Q8IYI6	Q9H628
P00749	Q92823
O60547	Q14376
P10911	Q13636
P40616	Q8WZA2
P36894	Q4AC94
Q8IXI1	Q9BUK6
P08887	P47712
P31749	Q86XI6
P43694	Q12948
Q8IUH4	Q92851
Q99742	Q9ULD8
Q9HBZ2	Q9ULD8
O14733	P41743
P16591	P48740
O14733	Q8N5S9
P52594	Q9NPF8
O60353	P78367
O14641	Q13485
O95390	Q13485
P11362	Q13591
P49757	Q16787
Q13591	Q92752
Q6XZF7	Q9H7P9
Q92973	Q9H0N0
Q7Z6J4	Q9Y258
O94875	O95153
O94875	Q13387
O94779	P54756
Q7Z6J0	Q9NYB9
O75901	P21333
O94768	P49137
P35713	Q9UNH7
P52756	Q96T37
Q99075	Q9NQB0
Q9H3R0	Q9ULV5
P08912	P28221
P08172	P28222
P32238	P35368
P28222	P51677
O00421	P51686
P29323	P52952
Q8IU80	Q92563
Q16270	Q92823
P24821	Q96I82
Q15911	Q9H3D4
Q9H254	Q9HCM4
O60235	P00736
P00736	P08861
P08861	P09871
O14980	Q8WUD1
Q5K4E3	Q9H3S3
P29279	Q5ZPR3
Q9UJ99	Q9UN73
O00762	Q5M7Z0
P08922	Q5VTT5
P42681	Q5VZ18
Q4G0J3	Q8IY67
P32004	Q8N3J6
Q15223	Q8N9C0
Q8N423	Q8TDQ1
P02751	Q8TED9
Q8TDQ1	Q8WZ75
P43629	Q96DU3
Q13410	Q96DU3
Q6ZMC9	Q96DU3
P61088	Q96EX2
Q96DU3	Q96NZ8
P06729	Q96RD9
Q4ZHG4	Q96S86
O15357	Q9BRQ5
Q7Z3B1	Q9HBW1
Q96N03	Q9HBW1
P06729	Q9NR99
Q5ZPR3	Q9NR99
Q7Z407	Q9UQR1
P06681	P50281
P10145	Q99650
P05111	Q9H293
Q86T13	Q9UKX5
Q13322	Q13387
P59190	Q8N4Z0
P19086	P20340
P19086	P36405
O43566	Q01082
P61073	Q5UAW9
P19086	Q9NP90
P19086	Q9NRW1
Q92747	Q9BVC4
O60315	O75376
P20265	Q06710
P55317	Q16676
O95977	Q9NSD7
O15075	Q8NER5
A1IGU5	P61225
A1IGU5	P61587
P61018	Q8TEU7
A1IGU5	Q92963
Q07955	Q9NQ94
Q86U06	Q9NQ94
Q8TEU7	Q9ULW5
Q9UN67	Q9Y5G9
Q9UN70	Q9Y5G9
Q9Y5E1	Q9Y5G9
Q9Y5E1	Q9Y5H4
P31749	Q9NR09
O15539	Q5JWF2
O15020	Q9BQI7
P06239	Q9NZM3
P06241	Q15080
O95398	P01112
O14827	P61020
P51159	Q13905
P57729	Q13905
P63000	Q13905
Q13905	Q15669
P08134	Q3MIN7
P60763	Q5JS13
P17081	Q8IZJ4
Q07890	Q92730
Q8IV61	Q96E17
Q13905	Q9BPW5
Q5JS13	Q9HBH0
Q8IZJ4	Q9HBH0
Q92565	Q9HBH0
O15016	Q09472
P42684	Q6S5L8
Q14CS0	Q6XZF7
Q15233	Q6ZRY4
P57727	Q8IUA0
Q2L4Q9	Q8IUA0
Q8IVI9	Q8N157
P14317	Q8TEJ3
Q71RG4	Q8TEJ3
O15016	Q92793
P57105	Q92997
Q8TF42	Q96HU1
P03952	Q96NZ8
O60260	Q9H347
Q9BVT8	Q9H7E2
P62253	Q9HAC8
Q8TEC5	Q9ULH1
Q9BSL1	Q9UNN5
P54727	Q9UNZ2
P78352	Q9Y4G8
P07996	P10914
P11684	P16471
P35968	P54821
P17252	P61158
Q12959	Q13574
Q12946	Q92908
P40189	Q9BRJ9
Q92831	Q9BYW2
O95361	Q9H0E9
P17301	Q9HC29
O94813	Q9NR61
Q99835	Q9P2D1
P01112	Q9UJU6
P01116	Q9UJU6
Q96IF1	Q9UL54
Q04743	Q9UPM6
P19438	Q13418
Q7Z7E8	Q969T4
P20702	Q96P44
P08134	P20336
P20265	P51805
P19086	Q12834
O60260	Q12965
P00519	Q96AQ7
O60260	Q99961
Q96QS3	Q9UHC6
P04632	P06703
P19256	Q9NRJ7
P19256	Q9Y5E2
P19256	Q9Y5E9
P01116	P98174
P62745	Q6ZV73
P98174	Q96P47
O60504	Q99759
P27986	Q9HCM4
Q9UJU6	Q9Y4F1
P26045	Q96QB1
P12755	Q9UMS4
P43403	P51617
P34130	Q9C019
P50454	Q15582
A8MW92	P16422
P35968	Q4ZHG4
P78423	Q8N2Y8
Q7L985	Q8N9C0
Q8IWV2	Q9HBW1
Q4ZHG4	Q9NR99
Q8IVU1	Q9NT99
P08567	P50148
P02743	P07358
O14543	P15692
P11215	P40933
O95999	Q14774
Q15223	Q9NPB6
O00468	Q09161
O00468	P02743
Q15256	Q15678
Q13873	Q16584
O14492	Q8N5V2
P98174	Q9NPF8
O14807	Q9NS23
Q13017	Q9P212
P49810	Q8WZ42
O95096	P46531
P01137	P51692
P54253	Q02643
P43026	Q04206
O95343	Q15465
Q14774	Q6UWB1
P08476	Q8NET5
P22301	Q9BZF9
Q00534	Q9H2K2
P61024	Q9NYG5
Q9NYB9	Q9NZ72
O15266	P14651
O15266	P20719
O15266	P31273
O43186	P49639
P09016	P52945
O15522	P52954
P09016	P52954
P16871	Q5VST9
P49639	Q8TAU0
O43248	Q9GZZ0
O15266	Q9UMQ3
Q86UR5	Q9UQ26
P07948	P54764
P54578	Q16584
O60260	Q5VV41
Q8N5V2	Q99933
P01112	Q9NRY4
P05976	Q9UN37
Q13616	Q86Y56
Q9NY72	Q9UPR5
P61088	Q02779
O43159	Q13242
Q8WZ19	Q9ULS6
P78352	Q96L92
P04141	P08246
O43182	P57735
O95319	Q14103
O43251	Q15287
P35637	Q15696
P08311	Q16270
A6NEQ0	Q92879
P33240	Q92879
Q8N6W0	Q96LT9
O95319	Q9BRL6
Q92879	Q9BRL6
P61225	Q9H7P9
P31749	Q9NSC5
P31749	Q9P104
Q99418	Q9UKG1
Q15287	Q9UPN6
Q86V81	Q9UPN6
Q02643	Q9Y337
P49674	P61956
P13688	Q13203
P13688	Q96S86
P13688	Q9HBG7
P13688	Q9NQ25
Q16557	Q9NQ25
O14931	Q9UIB8
Q14324	Q9UIB8
Q96S86	Q9UIB8
P22612	Q9Y576
Q6UXH9	Q9Y5Y6
P63000	Q8WWW0
Q86UT5	Q9UDY2
Q14155	Q86VW2
O15169	Q8WXG9
O15042	Q96IZ5
Q96BT7	Q96IZ5
Q8IY67	Q9BTD8
P06870	Q9H3U7
Q7Z7G0	Q9H4B6
Q8TDY4	Q9H7X7
Q9H3U7	Q9Y6M0
Q05925	Q15475
Q15389	Q8WWA0
O14795	Q9H426
O60543	P35240
Q9H422	Q9P286
Q9HCM4	Q9UHG0
O95076	Q9H3D4
P52945	Q9H3D4
Q5SW96	Q9Y5P4
O00570	P43699
O00255	Q15465
P08887	Q9Y6Q6
O75366	P17081
Q13630	Q99714
Q6UX07	Q99714
P08246	Q92959
P05067	Q9UBX7
P50053	Q9H477
O94888	Q13191
P21675	Q9UPN9
P0DMM9	Q8NCG5
P0DMN0	Q8NCG5
O14639	Q96HC4
P02654	P30533
P62745	Q8N4Z0
Q15459	Q96S82
O15492	P49796
Q92551	Q96PC2
P10398	P16591
P20794	Q13523
O95382	Q7KZI7
P57058	Q7KZI7
Q15208	Q7KZI7
P10398	Q8IWU2
O95382	Q96L34
Q7KZI7	Q96RU7
Q6PHR2	Q9BXA6
O94921	Q9H2X6
Q96Q40	Q9H2X6
O94921	Q9NSY1
P49336	Q9P0L2
Q02156	Q9P0L2
Q13043	Q9P0L2
Q13523	Q9UPZ9
O94921	Q9Y463
O15344	Q15811
P35968	Q9Y2H6
P00749	P06396
Q6ZMV9	Q99661
P49418	Q9Y5B8
P45954	Q6JQN1
P48775	Q6ZQW0
O95150	O95727
O94813	P02778
P13762	P13765
P13535	Q9UKX2
Q9Y5E3	Q9Y5E6
O95096	Q8HWS3
Q969Q5	Q9Y272
O60861	P04350
O60890	P23471
P06850	P23560
P13726	Q86VB7
P11277	Q9NYB9
P00749	P05981
P17081	Q8TEU7
Q92918	Q9H1R3
P61086	P61956
P62837	Q7Z6E9
Q13009	Q9NYR9
O95976	P20036
O75022	P20701
O43707	P26038
P32241	Q15391
P43121	Q96S86
Q86YT9	Q99062
Q16666	Q9BX69
P28223	Q9H1Y3
P32942	Q9UGN4
Q16620	Q9Y2H9
Q9H6X2	Q9Y336
O43295	P08134
P02747	P23435
O96013	Q96S79
P05067	Q9UI38
P04216	Q8TAB3
P53680	Q92572
P04216	Q9HCU4
P52735	Q96QB1
P01137	Q09472
P08567	Q5KSL6
P24821	Q15262
O43307	Q14247
A1X283	Q6ZMT1
Q6XZF7	Q6ZMT1
A1X283	Q8TEC5
P31249	P48431
Q13188	Q15561
P28223	Q01082
P09936	Q96LR5
P09936	Q9UBS8
P49675	Q9UHC6
Q99962	Q9UHC6
O15075	Q9Y219
P10398	P42679
P22612	Q13043
Q13188	Q13233
P08567	Q58EX7
P63000	Q86Y82
Q02388	Q8TER0
Q8WXR4	Q92918
Q15011	Q99469
Q8IUN9	Q9NY25
P32298	Q9P289
P42680	Q9Y243
Q13873	Q7Z3T8
O14763	Q9NS68
P54760	Q6ZW76
Q9H0A6	Q9UNE7
P56937	Q8N4T8
Q9BPW9	Q9BPX1
P20336	P61026
O96017	P01112
P22392	P46531
P10966	P16410
O60861	P68032
O75094	Q9HCJ2
Q8WXD0	Q9HCK4
Q04206	Q9UM47
P09016	Q9UMQ3
Q9NQA5	Q9Y5S1
A6NCL7	Q69YU3
Q12955	Q69YU3
Q15700	Q96B97
Q69YU3	Q96Q27
Q9H329	Q9HB21
O75899	Q9NZN1
Q14119	Q99466
P61160	P63267
O95382	P28482
P11234	P36405
P29322	Q13873
P36896	Q15303
P53778	Q8TDC3
O94941	Q96PU4
P15735	Q15349
P22612	Q15349
O60235	P00749
O43240	P04070
P06870	P09871
P00750	P24158
P08861	P26927
P08218	P48740
P12544	P49862
P00742	P49863
O60235	P57727
P20160	P98073
P20160	Q04756
O00187	Q16651
P51124	Q16651
P20160	Q2L4Q9
P61225	Q53QZ3
P05981	Q5K4E3
P54578	Q712K3
P00742	Q86WS5
P09871	Q86WS5
P20718	Q86WS5
P08218	Q8IU80
P12544	Q92876
P05981	Q9GZN4
P04070	Q9H2R5
P00750	Q9H3S3
P57727	Q9H3S3
P00736	Q9NRS4
P08218	Q9UI38
P00742	Q9UKR0
P24158	Q9UKR0
Q9UI38	Q9UKR0
P00749	Q9UL52
P48740	Q9UL52
P00749	Q9UNI1
P00750	Q9UNI1
P09871	Q9UNI1
P14210	Q9UNI1
P26927	Q9UNI1
Q01201	Q9Y4D7
P08311	Q9Y5K2
P05981	Q9Y5Q5
P09871	Q9Y6M0
Q9UI38	Q9Y6M0
Q9P0J1	Q9P2J9
P0DP23	Q9NPB3
P0DP24	Q9NPB3
P0DP25	Q9NPB3
P15692	P20396
P10415	P52952
P01137	Q99445
O00213	O14640
Q13546	Q16666
Q70CQ2	Q70EK9
Q86Y13	Q96PM5
Q06546	Q9H4I2
Q9GZV4	Q9NYB9
P36405	P49703
Q7Z6A9	Q86YW5
O95150	P02746
O95150	P02747
Q8WZ42	Q9NZ72
O94985	Q9UQ52
O95976	P15692
P14859	Q00444
P41743	Q13404
P09619	Q16512
P04637	Q6UWB1
Q13131	Q9H422
P68543	Q15370
P61956	Q9BVT8
O00194	Q9NZN1
Q8TBB1	Q8TF72
P09871	Q9GZP0
P12755	Q9P2D1
P54252	Q6EEV6
P43034	Q9HB21
O14827	P15153
O15075	Q13043
O95835	Q13976
Q12829	Q86X27
P0C0E4	Q9NZL6
P09017	P14653
P13378	P56177
P52951	P56177
P52951	Q04743
P15692	Q15772
P46095	Q16581
P56177	Q9UIW0
P06126	Q9UNN8
P08700	P26441
P36894	Q92997
Q92968	Q9P212
P26045	Q96PM5
A1X283	P09529
P13611	Q8NFT8
P02461	P08246
P35713	Q14289
O60260	Q06187
P38935	Q15465
P04233	P43146
Q8NFT8	Q9BWV1
O43353	O60674
O43353	P08069
Q13526	Q8IWT3
P09871	Q8WV28
P16885	Q9NZP8
Q15768	Q9NYQ7
Q12851	Q9C0K7
O43739	O60229
P04899	P20336
O60499	P41743
O60229	Q15438
Q13418	Q15772
Q13873	Q9UL54
P51668	P54578
O14966	P98171
O43182	Q8IYK8
Q07889	Q8IZJ4
Q6DN90	Q969Q4
Q15669	Q96HU1
P01116	Q96P48
P40337	Q99592
Q96HU1	Q9NX57
O75962	Q9NYR9
Q6ZUT3	Q9UHR4
O00213	O15520
O00444	O43639
P40337	P49767
O75764	P49848
O75912	P52429
P02753	Q02643
P20265	Q96GW7
P31271	Q9UBP5
P53350	Q9UKS6
Q01082	Q9Y6S9
P11230	Q04206
P46060	P61088
P31483	Q8WVV9
O76050	Q12791
P12110	Q68BL7
P21579	Q8TBB1
O43447	P23284
P23284	Q08752
P05771	P41238
O14966	O95057
O95661	P50148
O95716	P50148
P0C0E4	Q03113
P57729	Q14344
Q13501	Q8WY64
P57735	Q96BM9
P51957	Q96GD4
Q96BM9	Q96L33
P11488	Q96P47
Q96BM9	Q9BW83
Q14344	Q9H082
Q8IXI1	Q9NVJ2
O00203	Q9P299
P61966	P62330
P47901	Q96P69
O60469	P37023
P25391	Q9Y5S2
P14416	P32245
O95977	P35348
O95185	Q15223
P47712	Q9Y6Q6
P36405	P84077
P04275	Q01151
P20338	Q92930
P40189	Q9UQP3
P08887	P25942
P42081	P98172
P20339	Q13177
P36897	Q92626
P02763	Q9Y279
O15350	P56915
P61981	Q9UJX2
Q05397	Q9HCM4
Q9H981	Q9Y614
O75369	Q7Z7G0
Q15759	Q8N165
P58546	Q9H2C1
O60765	P10071
P00533	Q01094
Q86SS6	Q8NER5
P37058	Q8IZV5
O94921	P00519
O14939	P35070
P62745	Q8IV61
Q8IV61	Q96P47
Q8TAS1	Q9Y6M1
P78423	Q13485
O60260	Q9NZJ4
P20336	Q9NV70
P06340	P29016
P48740	Q13322
O43502	Q15645
P26599	Q13247
P60880	Q08828
P07196	Q12756
P07196	Q9H0B6
P02647	Q8WXC3
O43680	Q05066
O60478	P08100
O43283	O43353
P30291	P62826
P41002	Q96KB5
Q00535	Q9UNA1
O15264	O75962
P09326	P10747
P31391	P46089
P28221	P51677
P29274	Q16581
Q4G0X4	Q8WVF5
O60229	Q92529
Q8IVF5	Q969H4
P68400	Q9NRM7
P78368	Q9NRM7
P28222	Q9UKP6
P22105	Q9Y5E1
O60259	P01178
Q8WY64	Q9UK80
O15530	Q92519
O15143	P36404
P36404	Q92747
Q2VIQ3	Q9UJT0
Q2VIQ3	Q9UJT1
P46379	P51965
P57105	Q13425
Q14CS0	Q16763
Q07283	Q6XPR3
P46379	Q8TEC5
A0AV96	Q8WXF1
Q8N8L6	Q8WYP3
Q8WUN7	Q969T4
O95976	Q96BF3
Q5TCQ9	Q9C0E4
Q96S82	Q9H0E7
Q8TF65	Q9H5P4
Q14CS0	Q9NPD8
Q9C0E4	Q9NY99
Q9H5P4	Q9NY99
Q76G19	Q9P202
Q13425	Q9UQ26
Q9H6Y5	Q9UQ26
P16615	Q93084
O60260	O94812
P26718	P56945
Q96P48	Q9NRD0
Q13485	Q9NYJ7
O60504	P23497
O14718	P37288
P30874	P37288
P34969	P51582
O60902	P78337
P09629	P78337
P29353	Q01973
P28360	Q06710
O14770	Q8TAQ2
P35367	Q92847
P35367	Q969F8
P51679	Q96LB2
P35367	Q96P69
O43364	Q99697
P31267	Q99697
Q14451	Q9UKG1
O75376	Q9UPW6
P35367	Q9Y271
Q96LB2	Q9Y271
P02765	Q92569
Q8N5D6	Q9BYG0
O95239	P42768
P11234	Q8TEU7
P29460	Q9UL17
Q6ZV73	Q7Z444
P52735	Q96D21
P84095	Q9Y2I1
O76039	P78368
P04626	Q86Y01
Q8IVF5	Q8TER5
Q96PM5	Q9BT67
O75962	Q15642
Q5VST9	Q8WUF5
Q15642	Q96RF0
P09016	P32242
P31277	P52954
P35453	P52954
P24941	P53778
O14522	Q05209
P37288	Q16581
P06213	Q9BQ16
Q92823	Q9UQP3
Q12951	Q9Y261
P04792	P61916
P45379	P56539
O94868	Q02779
P49796	Q15700
Q13322	Q7Z4S9
O94885	Q7Z6B7
Q6ZMT1	Q7Z6B7
P29120	Q9NS18
P57105	Q5EBL8
O94885	Q8IXK0
P09382	Q8TCE9
