O96020	Q8IZT6
P51532	Q9H2X6
P51532	Q9NSC5
P51659	P62888
P51946	Q13415
P51959	P53350
P52630	Q8IZQ8
P53350	Q15717
P55058	Q13571
P55196	Q16385
P62070	Q96NY8
P62258	Q92922
P78357	Q13796
Q01995	Q53QV2
Q02078	Q02363
Q06455	Q15406
Q12769	Q9GZM8
Q12866	Q9Y4H2
Q13323	Q15257
Q13541	Q9BQ15
Q13547	Q3L8U1
Q13576	Q99570
Q14164	Q9UGJ1
Q14195	Q92743
Q14653	Q96FA3
Q14839	Q9UQ80
Q15233	Q8IUE6
Q15796	Q9BZE0
Q16584	Q99704
Q53TQ3	Q9NQ94
Q6UUV7	Q8NEM2
Q86U70	Q9Y2D9
Q86Y01	Q9P1Z2
O00213	P12830
O00221	O15379
O00257	Q9Y5Z7
O00273	P01009
Q8TD19	Q9H6Z4
Q8WWZ3	Q9H1R3
Q8WX92	Q92993
Q8WZA9	Q9Y4P1
Q92831	Q9NRZ9
Q92973	Q9BUJ2
Q969T4	Q9UN86
Q96BH1	Q9UNL4
Q96EY1	Q9UDY4
Q96F24	Q9BXM7
Q96JH7	Q9Y263
Q96KQ4	Q9UPV9
Q99581	Q99726
Q9BY41	Q9UIF9
Q9C019	Q9NQ94
O00555	P42262
Q9H7Z6	Q9NZC7
Q9NPB6	Q9NZQ3
Q9P2Q2	Q9UNH7
Q9UMF0	Q9Y2W7
Q9UNX3	Q9Y3B7
Q9UPN9	Q9Y295
O14686	Q14526
O14782	Q9HBZ2
O14901	P29374
O15151	P06703
O15372	P62249
O15397	P08238
O15492	P12318
O43187	Q9NQC7
O43427	P48556
O43463	O96017
O43684	P63010
O60216	P61758
O60264	P33993
O60613	Q15012
O60880	P78357
O60934	P49715
O75190	Q9Y4K3
O75533	Q00839
O94830	Q5VZL5
O95365	P25490
O95665	Q9H2X9
O95704	Q07912
O95817	Q13546
O95999	Q9Y3I1
P00505	Q9H0Y0
P01023	P17676
P01106	P18848
P02452	P55001
P02686	Q7L1I2
P02751	P60033
P04150	P20333
P04637	Q9BUB5
P05198	P10275
P05408	P31150
P06241	Q9UIB8
P07437	Q01484
P07766	P08575
P07947	P08575
P08238	Q06830
P09471	P09972
P10599	Q9NXR7
P11274	Q9Y2R2
P12110	P78559
P12883	Q8IYX8
P13796	Q99963
P13861	P49840
P13984	P18615
P14416	Q13009
P14616	P21709
P14618	Q00610
P14920	Q9UKR3
P16333	P55822
P17812	Q14114
P18031	P49418
P18054	Q00005
P18850	P68400
P21802	Q9UQ16
P22087	P42224
P22362	P51679
P23396	P55036
P25705	Q00653
P27708	Q9Y618
P27824	Q969H8
P30304	Q9UER7
P32780	Q99986
P32927	P36897
P32927	Q9UBW5
P33778	Q92896
P35354	Q16665
P35613	Q13286
P36544	P51693
P38159	Q9H307
P39019	Q12905
P39086	Q01959
P39687	Q53T94
P42226	Q9UBE8
P42574	Q15759
P43657	Q9Y6Y9
P46060	Q99986
P46108	Q8N264
P46778	Q6P3W7
P46934	Q8IZQ1
P48431	Q16633
P48730	P53355
P48730	Q14289
P49757	Q04759
P51665	Q9BUZ4
P56270	Q9UI10
P56524	Q9BWX5
P98170	Q9P0J0
Q00987	Q99759
A7E2V4	Q9Y4B4
Q13428	Q9P2K8
Q13554	Q9UBL0
Q13627	Q6UUV7
Q13813	Q15811
Q14247	Q9Y4H2
Q14919	Q92994
Q15072	Q8WXA9
Q16534	Q5JY77
Q2M1K9	Q9Y4K3
Q3ZCM7	Q99558
Q5SW79	Q86W92
Q8IUE6	Q9BQE3
Q8IXJ6	Q9BY41
O00159	Q9H211
Q92754	Q9NSC2
O00410	P10809
Q96EB6	Q9BY41
Q99457	Q9HCB6
O00571	Q93008
O14939	P40763
O14980	O96020
O15056	Q9BXM0
O15360	P15927
O15372	P51965
O43516	P22794
O43559	Q6GTX8
O43749	P15169
O75582	P62258
O75592	P06493
O75688	Q15759
O95793	Q96Q15
P00519	P17947
P01903	Q9P0V8
P04150	Q9H160
P05186	P42766
P0DMV8	P29475
P0DMV9	P29475
P0DMV8	Q92993
P0DMV9	Q92993
P08631	Q13470
P10523	P67809
P10914	Q15628
P12074	P47985
P13693	Q08AD1
P14616	Q9H6Q3
P14625	P48995
P14923	Q9NRD5
P18847	Q68CJ9
P23443	Q16667
P25963	P46527
P26358	Q14527
P30304	Q13257
P30307	Q05513
P31150	Q99426
P35030	Q9UM19
P35222	Q92785
P38936	Q9BYP7
P41279	Q92831
P41567	P60866
P41970	Q96NS5
P43243	Q9BZJ0
P43403	Q7Z6A9
P43487	Q9HAV4
P46013	Q9NQS7
P46108	Q6PKX4
P46531	Q86U42
P49711	Q00577
P51665	Q13619
P52429	Q8N752
P52747	Q13794
P57105	P63000
P57730	P58753
P61081	Q9Y6D5
P62308	Q9Y3F4
P78556	Q86VP1
Q00537	Q05513
Q06643	Q14761
Q09019	Q13477
Q12933	Q9NPF5
Q13153	Q96S94
Q13191	Q8WU20
Q15038	Q9UER7
Q15326	Q9UBE8
O00255	P33151
Q92698	Q99618
Q9BTW9	Q9NY65
Q9NTJ3	Q9NVK5
Q9UM82	Q9Y4K3
O14576	P08247
O15519	O95477
O43639	P52333
O43684	P51587
O43734	P62979
O94915	Q8N3F8
O95433	Q9H7B4
O95832	P56747
P08047	P56192
P08575	Q99731
P08670	Q7Z4V5
P11047	P12110
P11532	P60981
P12830	Q9UJX4
P15880	Q96L91
P15923	Q86Y01
P17706	Q9UHD2
P18505	Q8TDI0
P18848	Q8TEY5
P19105	Q04206
P19338	Q9H8S9
P19793	Q8IZ40
P25490	P36575
P26885	Q96SL4
P27694	Q01415
P32121	P51946
P32121	Q99962
P38646	Q9UM73
P42704	Q16656
P46940	Q9Y613
P47756	Q13546
P47775	Q99518
P49768	Q16611
P51790	Q8N130
P51948	Q13535
P54253	P60709
P55884	Q9NYV6
P60842	P63261
P60896	Q96B01
P62993	Q14012
P84022	Q12929
Q07157	Q92796
Q07820	Q96FJ2
Q13536	Q86W47
Q13554	Q9UPY6
Q13596	Q15303
Q14203	Q92560
Q14289	Q9NZQ3
Q15427	Q9Y2H0
Q15475	Q3YEC7
Q5MJ70	Q8WWL7
A9YTQ3	Q15788
Q5VTB9	Q9UER7
Q5VWQ8	Q9NXW2
Q76KD6	Q9UJX3
Q7Z406	Q9BQ50
Q7Z460	Q9UJF2
Q86VZ2	Q92731
Q8TDY2	Q92769
Q92466	Q99759
Q93045	Q9NZU7
O00308	P28799
O00459	Q9UQ16
Q96S59	Q9UNS2
Q99615	Q9Y496
Q99741	Q9BX63
Q99801	Q9UKR3
Q9BYD2	Q9UHV9
O00567	P68371
O00626	Q04206
O14920	O43707
O14965	Q8IX90
O15027	O43819
O15169	Q15717
O15492	Q13882
O43175	Q16643
O43379	P19419
O43776	O75351
O60346	Q9UQC2
O60749	O95271
O75398	Q96G01
O75400	P16220
O75509	P09936
O75791	P05187
O75928	Q9HBE1
O76095	Q9Y3C8
O94885	Q9Y5X1
O96013	P49840
P00519	P48357
P04792	Q14164
P05107	Q9UKJ1
P05412	Q13309
P05412	Q15542
P05783	P50570
P05783	P51572
P09619	Q9NZQ3
P10912	P46379
P11217	Q9Y6U3
P13010	P42858
P13591	Q9BWQ8
P17677	P19438
P18124	Q00610
P18669	P61764
P19388	Q14919
P20333	P68363
P21359	P29459
P23469	Q86WV1
P25705	P25963
P25800	Q09472
P28482	P51948
P29466	Q13546
P35222	Q9NVC6
P37173	Q13077
P41567	Q9Y262
P41743	Q9NQU5
P42229	P46940
P49321	Q92547
P49327	Q13546
P50990	Q99615
P51532	Q6VMQ6
P51826	Q9UHI5
P53611	Q9Y2J0
P60033	Q13418
P60842	Q8IWZ3
P61619	Q86UT5
P62308	Q96AE4
P62875	Q96J02
P62879	Q7KZI7
P82914	Q04206
Q04206	Q6VAB6
Q05639	Q8IV08
Q0VDD7	Q9UBW8
Q13153	Q92973
Q13488	Q14764
Q13873	Q9ULH1
Q14738	Q9Y2X7
Q14764	Q9UKJ0
Q16655	Q969T9
Q7Z460	Q96TC7
Q8N531	Q92993
O00206	Q9Y6Z7
Q92574	Q9UEW8
O00410	Q92945
O00459	O94875
O00463	Q9H4B7
Q9BUJ2	Q9BYX4
O00571	Q86UP2
Q9H222	Q9UL42
Q9H992	Q9HAU5
O14490	P09619
O14625	Q9UL19
O14782	O60477
O14788	Q9NS68
O14980	P31350
O15105	Q14643
O15303	Q9NQ94
O43674	Q92905
O60234	Q01543
O60934	Q15797
O75056	P21802
O75152	P54278
O75821	Q13813
O94915	Q70YC5
O95382	Q16512
O96013	Q15642
P02760	Q8IVH8
P04637	Q14674
P05455	Q13131
P05549	Q99626
P06239	Q15628
P07498	Q99570
P09769	Q9H792
P11217	Q13642
P12931	P15336
P12931	Q13554
P13631	P15172
P17676	Q9BYH8
P20138	Q8TB24
P20749	Q15583
P22626	P54646
P22694	Q99608
P23258	Q13155
P23945	Q86W47
P24534	Q969Q1
P24593	Q8N474
P25208	Q01658
P27708	Q12931
P27986	Q9UJ41
P31350	Q8IW41
P32249	Q07108
P40763	P51608
P40937	Q99728
P41145	Q8WVZ9
P51693	Q9P2D7
P53041	Q15750
P54132	Q15759
P55209	Q8IW41
P98082	Q04912
P98175	Q9BXF6
Q01831	Q13351
Q03468	Q92922
Q05195	Q9UBS5
Q12815	Q53EZ4
Q12959	Q96PV0
Q13363	Q9P1Z2
Q13523	Q6KC79
Q13546	Q9H857
Q13765	Q16236
Q15349	Q16288
Q15788	Q9NVP1
Q59EK9	Q92558
Q5JVS0	Q9H2X6
Q5XUX1	Q86WB0
Q71UI9	Q8N131
Q86YP4	Q8TAQ2
Q8WXX0	Q9P267
Q96TC7	Q9UPU9
O00505	P32519
Q9HAK2	Q9NQ33
O14735	Q9Y4W6
O14939	P09769
O15169	Q16625
O15392	Q13177
O15442	Q8TF05
O43184	Q07889
O43278	P12830
O43524	Q9HAP2
O60268	Q15818
O60674	O96018
O75489	P17980
O95163	P19388
O95347	P40937
O95352	P05412
O95831	Q93038
P00750	P35232
P01033	P21926
P06493	Q86XR8
P07585	P46108
P08572	Q8WX93
P08727	Q13425
P11137	Q05655
P13591	P57723
P13866	Q969Z0
P15260	Q92783
P15822	Q12933
P17812	Q13627
P17980	P35398
P22681	Q8TB24
P22736	P30153
P25445	Q8IZE3
P26045	Q00536
P27816	Q9BY71
P27986	Q92985
P29323	Q9HC62
P31483	Q96KJ9
P32519	Q16665
P38567	Q15784
P39687	Q9H2C0
P41743	P46527
P46778	Q15233
P46934	P54253
P49815	Q00994
P50539	Q7Z5K2
P51531	Q9NPF5
P51532	Q9NW38
P51843	Q08117
P52306	P78357
P52306	Q9NR81
P61981	Q15020
P62888	Q71UM5
P84022	Q9BXP5
P98175	Q00610
Q01344	Q14406
Q01484	Q8IX03
Q01814	Q7L1I2
Q07002	Q9NSK0
Q13111	Q8WVB6
Q13129	Q13315
Q16513	Q9BUL8
Q16531	Q9UPT9
Q33E94	Q9NPJ4
Q70YC5	Q9Y2H2
O00232	Q00987
O00299	P17693
Q8TEL6	Q9NXF7
Q99626	Q99733
O00635	Q99558
Q9NWZ3	Q9UGK3
Q9Y3I1	Q9Y4K3
O14594	Q99726
O14976	P29353
O15085	P43403
O15297	P48729
O15350	Q8TDR0
O60238	P00441
O60880	Q92918
O75792	Q03252
P00374	Q9NSP4
P04083	Q969Z0
P04632	P35613
P05412	P32780
P06241	P24043
P06454	P42229
P06681	Q13571
P08709	P24593
P09917	Q08881
P0C0S5	Q5TB30
P10145	Q05195
P10636	Q9H2J7
P11021	P55036
P11802	Q15233
P13591	Q9UQ16
P13612	P34910
P16519	Q92824
P17948	Q8NBP7
P19429	P48995
P19474	P19878
P19793	P23771
P22001	Q14957
P22087	P41252
P22087	Q07666
P22736	Q9UNL4
P23443	P27816
P27348	P60880
P28065	Q13094
P28749	Q96EP1
P29323	P51813
P31689	P53355
P31942	Q3L8U1
P36578	Q99543
P38646	Q562R1
P38936	Q9NYJ8
P42224	Q99728
P48751	Q9H2J7
P51531	Q9NVW2
P51532	Q92841
P51532	Q9NQB0
P51955	P63244
P52630	Q9UER7
P52732	Q8WVK7
P53355	Q96S44
P53680	Q13905
P54198	Q8TEX9
P54762	Q92569
P54762	Q9Y2R2
P55064	Q9P2T0
P55201	Q14566
P55268	Q06828
P56282	Q9NYZ3
P56524	Q16890
P56524	Q8IX07
P56524	Q9Y2K2
P58317	Q8N6R0
P59768	Q99856
P60903	Q9NYA1
P60953	Q8TF74
P60983	Q93045
P60983	Q9H257
P61289	Q8NHY2
A6PVI3	O00629
P61812	Q9HCB6
P61916	Q9NPF8
P0DP23	Q99615
P0DP24	Q99615
P0DP25	Q99615
P62987	Q92734
P62993	Q9HD43
P63104	Q9UMS4
P63151	Q9Y6E0
P63173	Q9BYX7
P63208	Q92831
P68371	Q13435
P68400	Q9UBB5
P78352	Q9UNX9
P78356	Q5VWQ8
P78371	Q13257
P78383	Q96AG4
P78536	Q9HBH9
P78559	Q8WY54
P83731	Q9NUC0
P84074	Q7Z6G3
Q00005	Q9HBA0
Q00587	Q9H5Z6
Q00839	Q16531
Q00987	Q9H2S9
Q01094	Q15544
Q01196	Q9UBE8
Q01628	Q13325
Q01959	Q05209
Q02930	Q9BYV9
Q03701	Q8WXW3
Q04917	Q15287
Q05086	Q13485
Q05397	Q99062
Q05469	Q12809
Q05513	Q13671
Q05682	Q16647
Q06124	Q12852
Q06124	Q96EY1
Q06481	Q9P2D7
Q06830	Q13546
Q07020	Q9NYF8
Q08170	Q15424
A7KAX9	P13591
Q09028	Q13765
Q12770	Q5XPI4
Q12772	Q9Y618
Q12933	Q9Y6R4
Q13023	Q6AI39
Q13153	Q16825
Q13153	Q9UDY2
Q13191	Q9UNF0
Q13224	Q9UQC2
Q13469	Q5JVS0
Q13469	Q96EB6
Q13485	Q86U42
Q13485	Q96BY9
Q13561	Q13813
Q13576	Q99683
Q13634	Q59EK9
Q13885	Q6K0P9
Q13887	Q9Y6B2
Q13950	Q8WYK2
Q14012	Q9Y4K3
Q14152	Q9BQ39
Q14181	Q7L590
Q14186	Q14201
Q14406	Q9BW04
Q14498	Q9UPY8
Q14686	Q2M1K9
Q14790	Q9H857
Q14839	Q9UHI6
Q14847	Q96A09
Q14974	Q15428
Q14974	Q9HAV5
Q15036	Q99259
Q15038	Q9Y252
Q15121	Q16288
Q15262	Q9Y264
Q15311	Q8IYU8
Q15311	Q9H992
Q15370	Q9H3K6
Q15424	Q9NR30
Q15652	Q15788
Q16531	Q92734
Q16665	Q8N9B5
Q3ZCQ8	Q8IXH7
Q53G44	Q5K651
Q53HL2	Q8IYA6
Q5BJF6	Q9BWX1
Q5SW79	Q9H254
Q5SW96	Q9H9E1
Q5TB30	Q8NI77
Q6AI39	Q9UL68
Q6IE81	Q9H6Z9
Q6IQ23	Q75N03
Q6UB99	Q9BZK7
Q6VMQ6	Q99784
Q71UM5	Q9P035
Q7Z460	Q8N3F8
Q86UE4	Q9UBC0
Q86X95	Q9UER7
Q86Z02	Q96PM5
O00148	Q15058
Q8N6I1	Q9UI36
Q8N9B5	Q99626
O00232	P34931
O00257	O94805
O00273	P14222
O00299	Q9Y4K1
Q8TBB1	Q9ULV8
Q8TBX8	Q9NR97
Q8TDR0	Q9H3D4
Q8TDX7	Q9Y217
Q8TEB1	Q99759
Q8TF61	Q96JN2
Q8WUM0	Q9Y5Q9
Q8WVZ9	Q9BZH6
Q92769	Q99471
Q92793	Q96A56
Q92993	Q9Y297
O00410	P0DPH7
O00410	P0DPH8
O00410	Q92994
O00410	Q96CW5
O00418	Q13387
O00459	P08922
Q96EB6	Q9BXW9
Q96EQ8	Q9H6S1
Q96GM8	Q9UNH5
Q96JB5	Q9Y3P9
Q96L34	Q9H0R8
Q96NY9	Q9Y248
Q96T88	Q99661
Q99457	Q9Y243
Q99962	Q9UQB3
Q9BTT6	Q9UKX7
Q9BUH8	Q9Y5X4
Q9BX63	Q9NZJ0
Q9BXM0	Q9UMN6
Q9BY71	Q9H9L3
Q9BZH6	Q9Y263
Q9C0K7	Q9UBE8
O00505	P07948
O00506	P54253
O00555	O43505
O00567	Q02539
Q9GZY6	Q9UL51
Q9H0E3	Q9H6Z9
Q9H1R2	Q9ULD4
Q9H4B7	Q9Y2U5
Q9H9L3	Q9NQ76
Q9HCS7	Q9Y333
Q9NR56	Q9UK97
Q9NVD7	Q9Y2X7
Q9NWB1	Q9NXC2
Q9NXR7	Q9P0W2
Q9P0W2	Q9UKV0
O00762	Q9UJX3
O14576	P78352
O14594	P15311
O14603	Q9Y5H4
O14641	P06748
O14646	P10275
O14733	P42771
O14745	P42685
O14745	P52565
O14746	P23945
O14777	P56282
O14782	Q9UM19
O14818	Q2NKX8
O14830	P17677
O14832	P04275
O14920	Q16643
O14929	O60506
O14965	Q15653
O14974	P04049
O14976	P28482
O15061	P21291
O15069	Q13536
O15075	O94967
O15105	Q96L91
O15111	Q07666
O15144	Q07157
O15145	Q04837
O15164	P51532
O15169	Q92729
O15239	P10176
O15303	Q4AE62
O15304	Q99933
O15350	P27694
O15371	Q969P5
O15503	Q9UNN5
O15514	P49842
O15530	P46937
O15530	Q14643
O43148	P30876
O43175	Q9UDY4
O43251	Q8N7W2
O43257	P41223
O43318	Q96CA5
O43597	P09769
O43633	P13798
O43639	O95630
O43639	P55822
O43639	Q99418
O43683	Q8TAT5
O43683	Q9BU64
O43684	Q14444
O43781	O60674
O43896	P55081
O43900	P30419
O60234	Q86VB7
O60260	Q00005
O60264	P32121
O60282	P62258
O60383	P37023
O60502	Q14498
O60583	P24385
O60832	P26358
O60869	P51843
O60934	P05204
O75044	Q6VMQ6
O75116	Q99558
O75159	P46108
O75446	Q13490
O75448	Q01094
O75628	Q05513
O75751	Q9Y4G6
O75925	P12956
O75928	P61088
O75943	Q9Y6K9
O75962	Q13464
O76041	P27986
O94769	Q13361
O94769	Q92743
O94776	P28370
O94805	P63267
O94856	Q5JY77
O95163	P61218
O95196	P25713
O95232	P62995
O95365	P17542
O95407	Q08881
O95502	Q99819
O95741	Q14894
O95751	Q14192
O95813	P21731
O95816	P04150
O95817	Q99558
O95886	Q9UMN6
O95967	Q9HC77
O96020	Q5TKA1
P00492	P26583
P00519	P18847
P00533	Q8WWN9
P00750	P01008
P01033	P45452
P01040	P26447
P01111	Q05513
P01138	Q9Y467
P01574	Q92750
P01920	Q15080
P02458	P08519
P02461	Q9BUD6
P02545	Q99962
P02549	P05015
P02654	P28068
P02708	P36544
P04049	Q15287
P04083	Q15303
P04156	Q99457
P04183	Q96FF9
P04216	P08572
P04280	P11215
P04626	P60484
P04637	Q9P0K7
P04637	Q9Y2X0
P04792	P63261
P05015	P48048
P05412	P20248
P05412	P49459
P05412	P49848
P05412	Q13158
P05997	P17936
P06239	Q13422
P06239	Q14596
P06239	Q9NQ25
P06239	Q9UPX8
P06241	P61160
P06400	P14625
P06401	P42684
P06734	P10636
P06737	P10620
P06748	Q16539
P06756	P11215
P07101	P09917
P07237	P21333
P07437	P27986
P07437	Q99731
P07951	P08590
P0DMV8	P42574
P0DMV9	P42574
P0DMV8	P48741
P0DMV9	P48741
P08138	Q9NRF2
P08151	Q14839
P08493	Q9BXN1
P08567	P20333
P08571	Q8IUC6
P08574	P62249
P08588	Q9UPX8
P08621	P32121
P08631	Q9NPF8
P08631	Q9UNF0
P08637	P24468
P08865	Q9NZM5
P09326	P42336
P09871	Q9Y6C2
P09923	Q60I27
P0C1H6	P45973
P10145	Q9Y297
P10275	P10721
P10275	P23297
P10606	Q15652
P10720	P22894
P10721	Q16288
P10828	Q13330
P10909	Q8WXI2
P11171	Q9P2M7
P11217	Q9ULV4
P11274	Q13464
P11388	P54687
P11388	Q99759
P11940	Q9Y333
P12036	Q9BR01
P12110	Q6VMQ6
P12814	P20936
P12931	Q03518
P12956	P29590
P13010	Q15019
P13349	Q5TAQ9
P13612	Q14192
P14317	P42684
P15172	P49715
P15172	P55345
P15336	P41240
P15336	Q86Y07
P15408	Q68CJ9
P15498	P17676
P15531	Q13555
P15882	Q9UPA5
P16104	Q92560
P16220	Q00987
P17252	Q13418
P17301	P80098
P17600	P53779
P17600	Q13367
P17643	P23229
P17707	P61088
P17812	Q5PRF9
P18124	Q2NL82
P18124	Q9Y4K3
P18146	Q9P2R6
P18583	Q13838
P18583	Q8N3F8
P18846	Q01892
P18859	Q16718
P18887	Q92831
P19838	P62424
P20339	P42684
P20963	P48736
P21453	Q9Y272
P21673	P42768
P21810	P78536
P22460	Q96PE1
P23396	Q15208
P24310	Q14393
P24522	Q15004
P24592	Q08629
P25445	Q9Y6Y8
P25685	Q00653
P25963	P26447
P26368	Q9Y5L0
P26447	P63165
P26998	Q15759
P27816	Q9Y5X2
P27986	P34932
P27986	Q9Y2A7
P28066	Q7L2H7
P28482	P56192
P29350	Q9UKG1
P29353	P30419
P29460	P63261
P29622	P33681
P29692	P61956
P30153	Q16531
P30291	Q13418
P30291	Q9Y6Q9
P30304	Q15717
P30305	Q9NVI1
P31689	P55212
P31942	Q13243
P31947	Q9UNL4
P32121	P63165
P32121	Q13541
P32121	Q969S8
P32297	P36544
P32780	Q15788
P33316	Q01130
P33316	Q9BXS6
P34931	Q13557
P34931	Q6P2Q9
P34931	Q9UBK9
P35125	Q96C28
P35222	P49760
P35968	Q92913
P36507	Q9Y572
P36544	P43681
P36873	P40692
P36888	Q16832
P37088	Q16655
P37840	Q9NRD5
P39687	Q6ZNA4
P40818	P53618
P40937	Q7L590
P40937	Q96B01
P41145	Q9BZH6
P41212	Q9UQ80
P41226	Q9UHD2
P41235	Q12913
P41279	P55084
P41597	Q8NHW4
P42345	Q13057
P42566	Q05086
P42574	Q06481
P42681	P52333
P43235	P55083
P43405	Q9H0H5
P45973	Q7Z2G1
P45983	Q9Y4A5
P45985	Q96EB6
P46060	Q14203
P46108	Q05193
P46734	Q9Y572
P46783	Q4VC05
P46940	Q16658
P47929	Q9Y2U5
P48023	P63010
P48050	Q9H2G4
P48201	P48735
P49336	P60709
P49356	Q07890
P49366	Q15633
P49407	Q02952
P49407	Q9UQL6
P49796	P56524
P49815	Q15172
P49840	Q13627
P49841	Q00994
P50052	Q9NS28
P50990	P60228
P51665	Q9Y6K9
P51692	Q13485
P52732	P63261
P62273	Q99471
P62277	Q9Y265
P63241	P67870
P67870	Q15642
Q00987	Q13428
Q00987	Q9NYY3
Q01113	Q8IVT5
Q05586	Q9Y572
Q05655	Q96J02
Q08999	Q15796
P0DPH7	Q12931
P0DPH8	Q12931
Q13158	Q86VP1
Q13227	Q13263
Q13325	Q5K651
Q13526	Q9H160
Q14004	Q96QK1
Q15004	Q9HCU8
Q15029	Q96T76
Q15173	Q562F6
Q16342	Q9NYS0
Q16352	Q9UPP5
Q8IY63	Q9BT67
Q8IZQ1	Q9BYX4
Q8N8D1	Q9P0K7
Q8WVK7	Q9NVP2
Q8WVZ9	Q9UPU7
Q969Z0	Q9UJM3
O00311	Q9UIS9
Q96EB6	Q9NSC2
Q96NE9	Q9HAP2
Q9BRS8	Q9BXW6
Q9NRD5	Q9Y219
Q9NWB1	Q9Y6N8
Q9Y2U5	Q9Y6W6
O15111	Q92851
O15287	P04183
O15392	P23258
O43505	O60299
O43505	O95197
O43561	Q14185
O43676	P40925
O60293	Q969H0
O60641	O94811
O75164	Q92922
O75164	Q9Y232
O75528	Q13330
O75800	P04156
O75973	Q9H3Q1
O76021	P08238
O94989	Q99726
O95166	P54725
O95619	Q99759
O95670	Q9HBH7
O95999	P0DMV8
O95999	P0DMV9
P02008	P51826
P05109	Q96FQ6
P06241	Q12774
P06454	Q92831
P08047	Q9UPW6
P08779	P47756
P09382	P62701
P09871	P10124
P09923	Q00887
P10275	P14416
P10912	P49759
P14416	Q14980
P15498	Q13393
P16070	Q04206
P16333	Q9BUL8
P19634	Q9UBY0
P19823	Q14520
P19838	P67809
P20226	Q08945
P21860	Q9BVN2
P22301	P23458
P24855	Q9Y613
P25963	P61244
P30622	P31749
P33316	P35659
P33993	P53667
P42224	Q99731
P45983	Q9Y6K9
P46821	Q15042
P48431	P51948
P50591	Q04206
P52737	Q5TAQ9
P53350	P68400
P56537	Q9UMD9
P60228	Q96RK4
P61247	Q9Y230
P61952	Q16270
P62140	Q99558
P84103	Q5VTL8
Q00839	Q9H8S9
Q02297	Q99801
Q08170	Q9NR30
Q13404	Q9NQC7
Q13557	Q16643
Q14324	Q9NP98
Q2TAZ0	Q8WVZ9
Q70YC5	Q8N4L8
Q8IWV7	Q9H7D7
O00267	Q15233
Q92985	Q96AZ6
Q969G9	Q99741
Q99612	Q9BZK7
O00750	P07333
Q9NYA1	Q9NYJ8
O14948	Q15796
O15524	P12236
O15527	P45379
O43526	Q9BRR3
O43639	Q14511
O43639	Q15811
O60404	Q8TCE9
O75436	Q14498
O75436	Q9Y639
O75448	P50750
O75496	Q15398
O75751	P42684
O75995	Q14242
P00558	P06576
P05014	P78369
P05556	P49407
P06733	Q9GZV5
P06733	Q9UBE8
P07196	P32121
P07288	P51124
P09874	P62191
P09972	Q96GW7
P11473	Q6PL18
P14859	P19447
P15311	Q13616
P18031	P54762
P21291	P25101
P29590	Q14192
P31749	Q8IYT8
P35520	Q8N2W9
P35712	Q13363
P37840	Q13470
P43268	Q99967
P43320	Q14103
P46109	Q9BX66
P46459	Q9NWB1
P46940	Q9Y6R4
P49137	P57059
P49757	Q13547
P49917	Q13901
P51843	P62195
P54132	Q93009
P0DP23	Q13568
P0DP24	Q13568
P0DP25	Q13568
P98171	Q9UNF0
Q00839	Q05513
Q01826	Q8IXJ6
Q09472	Q9Y2V3
Q12929	Q76N89
Q13227	Q66K89
Q13315	Q9H160
Q13885	Q14195
Q15078	Q16352
Q15406	Q9UKV0
Q16891	Q9NTJ4
Q6TCH4	Q9H008
Q6ZWT7	Q9NQ94
Q8N1L9	Q8WWM7
Q8WU90	Q9H992
O00445	Q7Z6G3
Q96JH7	Q9NV58
Q96JK2	Q9Y4B6
Q9BYX7	Q9NVI1
O00499	P11233
Q9HBH9	Q9UGR2
Q9HBZ2	Q9UJ04
O14511	Q92569
O14599	P06401
O14641	O14920
O14920	P14416
O15111	O15553
O15169	P38398
O15273	Q9Y692
O15446	Q9BQE3
O15519	O95352
O43143	Q99829
O43175	O43819
O43294	P08047
O43795	O43819
O60610	P52306
O75446	Q13112
O75448	Q8N2W9
O75928	Q5U623
O95155	P14222
O95347	P35659
O95793	P62249
P02545	Q9NYF8
P02549	Q9UKE5
P02746	P21757
P02794	P39880
P08253	Q07021
P10124	Q9Y5Q3
P11388	Q13901
P11388	Q92674
P12272	P17936
P12830	Q13616
P12931	Q99814
P14373	Q99814
P14598	Q9Y5X1
P15056	P84098
P15498	Q9Y2H0
P15976	Q9Y5B9
P17812	Q00536
P19838	P24941
P20916	Q9H9H5
P21860	Q8IVH8
P22626	Q13464
P22692	Q9GZV5
P23515	P51674
P25789	Q00987
P26885	Q86UW9
P28482	Q13873
P29459	P52747
P33076	P42229
P33316	Q9BVX2
P35250	Q8WZ19
P39023	Q9UGJ0
P40938	P51955
P41134	P41240
P42336	Q13129
P42574	P50990
P43003	Q9BYX7
P43268	Q8TAD8
P46781	Q15758
P49321	Q9UPP1
P49407	Q8IYB3
P49418	Q59EK9
P49639	Q9H4B4
P50549	Q00987
P50552	Q14019
P50591	Q16666
P51398	Q9NR30
P51532	Q9Y2Z0
P51572	Q9UKV5
P51608	Q9NVW2
P51674	Q9H313
P51884	Q9NRN5
P52429	Q9Y657
P52701	Q14974
P52732	Q92674
P52735	Q86UP2
P52737	Q13136
P53367	Q9UJY5
P53677	Q9Y6Q5
P53680	Q07889
P54132	Q92698
P54619	Q9UQ35
P54762	Q9Y4H2
P55042	Q9NPB3
P55081	Q9UJF2
P55345	Q9Y468
